index,NAIC,Company Name,Ratio,Upheld Complaints,Question of Fact Complaints,Not Upheld Complaints,Total Complaints,Premiums Written (in Millions),Rank,Filing Year
682,37915,Essentia Insurance Company,0.0,0,0,2,2,13.289,26,2012
683,10921,CSAA Fire & Casualty Insurance Company,0.0,0,5,0,5,12.762,27,2012
684,25682,Travelers Indemnity Company of Connecticut,0.0,0,0,3,3,12.626,28,2012
685,43974,21st Century Indemnity Insurance Company,0.0,0,1,1,2,10.009,29,2012
686,12475,Republic-Franklin Insurance Company,0.0,0,2,1,3,9.363,30,2012
687,19410,Commerce and Industry Insurance Company,0.0,0,2,2,4,9.298,31,2012
688,10806,Farmers New Century Insurance Company,0.0,0,2,1,3,9.106,32,2012
689,36587,21st Century National Insurance Company,0.0,0,0,2,2,8.897,33,2012
690,25615,Charter Oak Fire Insurance Company,0.0,0,1,2,3,8.715,34,2012
691,26085,Warner Insurance Company,0.0,0,1,0,1,7.154,35,2012
692,37877,Nationwide Property and Casualty Insurance Company,0.0,0,0,1,1,7.106,36,2012
693,23833,21st Century Security Insurance Company,0.0,0,0,2,2,7.047,37,2012
694,31534,Citizens Insurance Company of America,0.0,0,0,1,1,6.869,38,2012
695,23469,American Modern Home Insurance Company,0.0,0,0,2,2,6.501,39,2012
696,25976,Utica Mutual Insurance Company,0.0,0,1,2,3,6.118,40,2012
697,12873,Privilege Underwriters Reciprocal Exchange,0.0,0,0,0,0,5.698,41,2012
698,10072,Encompass Property and Casualty Company,0.0,0,1,2,3,5.599,42,2012
699,20230,Central Mutual Insurance Company,0.0,0,0,0,0,5.446,43,2012
700,23779,Nationwide Mutual Fire Insurance Company,0.0,0,4,4,8,5.383,44,2012
701,20133,Response Worldwide Direct Auto Insurance Company,0.0,0,0,2,2,5.197,45,2012
702,19682,Hartford Fire Insurance Company,0.0,0,0,5,5,4.687,46,2012
703,22306,Massachusetts Bay Insurance Company,0.0,0,1,1,2,4.671,47,2012
704,21849,American Automobile Insurance Company,0.0,0,0,1,1,4.607,48,2012
705,41513,Foremost Signature Insurance Company,0.0,0,1,1,2,4.557,49,2012
706,21865,Associated Indemnity Corporation,0.0,0,0,0,0,4.507,50,2012
707,26050,Response Worldwide Insurance Company,0.0,0,0,0,0,4.311,51,2012
708,20397,Vigilant Insurance Company,0.0,0,0,0,0,4.307,52,2012
709,23728,National General Insurance Company,0.0,0,0,0,0,4.247,53,2012
710,13242,Titan Indemnity Company,0.0,0,0,3,3,4.141,54,2012
711,19070,Standard Fire Insurance Company,0.0,0,0,0,0,3.729,55,2012
712,40754,Blue Ridge Indemnity Company,0.0,0,0,0,0,3.504,56,2012
713,36170,Travelers Casualty Company of Connecticut,0.0,0,0,1,1,3.386,57,2012
714,27120,Trumbull Insurance Company,0.0,0,0,1,1,3.33,58,2012
715,10645,Drivers Insurance Company,0.0,0,0,0,0,3.165,59,2012
716,10226,Unitrin Direct Insurance Company,0.0,0,1,3,4,3.098,60,2012
717,26298,Metropolitan Property and Casualty Insurance Company,0.0,0,0,0,0,3.084,61,2012
718,39004,Kemper Financial Indemnity Company,0.0,0,0,0,0,3.043,62,2012
719,23450,American Family Home Insurance Company,0.0,0,0,0,0,2.845,63,2012
720,18058,Philadelphia Indemnity Insurance Company,0.0,0,1,2,3,2.705,64,2012
721,15210,Sterling Insurance Company,0.0,0,0,0,0,2.441,65,2012
722,34690,Property and Casualty Insurance Company of Hartford,0.0,0,1,2,3,2.367,66,2012
723,34479,Maidstone Insurance Company,0.0,0,0,0,0,2.336,67,2012
724,10674,Harleysville Insurance Company of New York,0.0,0,0,0,0,2.332,68,2012
725,33600,LM Insurance Corporation,0.0,0,1,0,1,2.253,69,2012
726,10723,Nationwide Assurance Company,0.0,0,0,1,1,2.144,70,2012
727,36161,Travelers Property Casualty Insurance Company,0.0,0,3,5,8,1.87,71,2012
728,21881,National Surety Corporation,0.0,0,1,0,1,1.706,72,2012
729,20281,Federal Insurance Company,0.0,0,1,2,3,1.701,73,2012
730,30210,Esurance Property and Casualty Insurance Company,0.0,0,0,2,2,1.679,74,2012
731,31488,Integon Preferred Insurance Company,0.0,0,0,0,0,1.47,75,2012
732,41491,GEICO Casualty Company,0.0,0,8,13,21,1.433,76,2012
733,22225,21st Century Preferred Insurance Company,0.0,0,0,1,1,1.424,77,2012
734,21873,Fireman's Fund Insurance Company,0.0,0,0,0,0,1.412,78,2012
735,19615,American Reliable Insurance Company,0.0,0,0,1,1,1.3,79,2012
736,10644,Victoria Automobile Insurance Company,0.0,0,0,0,0,1.197,80,2012
737,20346,Pacific Indemnity Company,0.0,0,0,0,0,1.124,81,2012
738,10915,Unitrin Direct Property & Casualty Company,0.0,0,2,1,3,1.098,82,2012
739,35696,Harleysville Preferred Insurance Company,0.0,0,0,0,0,1.053,83,2012
740,35882,GEICO General Insurance Company,0.0076,12,184,258,454,1570.816,84,2012
741,12130,New South Insurance Company,0.0083,1,8,25,34,120.453,85,2012
742,22063,Government Employees Insurance Company,0.0095,5,50,63,118,526.816,86,2012
743,25453,Nationwide Insurance Company of America,0.0101,1,4,18,23,99.462,87,2012
744,38628,Progressive Northern Insurance Company,0.0101,1,5,11,17,99.134,88,2012
745,19976,Amica Mutual Insurance Company,0.0106,1,2,6,9,94.202,89,2012
746,22055,GEICO Indemnity Company,0.0114,8,83,126,217,702.861,90,2012
747,14834,New York Central Mutual Fire Insurance Company,0.0124,3,17,39,59,241.169,91,2012
748,25968,USAA Casualty Insurance Company,0.013,1,11,22,34,77.033,92,2012
749,24260,Progressive Casualty Insurance Company,0.0131,2,9,42,53,152.186,93,2012
750,32786,Progressive Specialty Insurance Company,0.016,2,4,20,26,125.251,94,2012
751,10914,Kemper Independence Insurance Company,0.016,1,3,9,13,62.623,95,2012
752,40169,Metropolitan Casualty Insurance Company,0.0163,2,8,8,18,122.95,96,2012
753,16322,Progressive Direct Insurance Company,0.0184,1,12,17,30,54.252,97,2012
754,29688,Allstate Fire and Casualty Insurance Company,0.0194,1,1,6,8,51.549,98,2012
755,23787,Nationwide Mutual Insurance Company,0.0195,2,4,8,14,102.424,99,2012
756,24279,Progressive Max Insurance Company,0.0213,1,2,6,9,46.989,100,2012
757,26093,Nationwide Affinity Insurance Company of America,0.0235,1,6,7,14,42.548,101,2012
758,25178,State Farm Mutual Automobile Insurance Company,0.0244,28,92,133,253,1149.201,102,2012
759,37834,Progressive Preferred Insurance Company,0.0264,1,2,6,9,37.863,103,2012
760,25674,Travelers Property Casualty Company of America,0.0273,3,5,14,22,109.778,104,2012
761,12583,Adirondack Insurance Exchange,0.0274,2,7,8,17,73.04,105,2012
762,23035,Liberty Mutual Fire Insurance Company,0.0281,14,50,64,128,498.127,106,2012
763,11908,Mercury Casualty Company,0.0283,1,5,18,24,35.348,107,2012
764,27998,Travelers Home and Marine Insurance Company,0.0311,9,13,24,46,289.359,108,2012
765,43478,Utica National Insurance Company of Texas,0.0336,1,5,2,8,29.727,109,2012
766,15024,Preferred Mutual Insurance Company,0.0338,2,4,11,17,59.157,110,2012
767,25275,MAPFRE Insurance Company of New York,0.0342,1,0,5,6,29.266,111,2012
768,11105,A. Central Insurance Company,0.0371,2,17,27,46,53.907,112,2012
769,37478,Hartford Insurance Company of the Midwest,0.0387,1,1,4,6,25.834,113,2012
770,29424,Hartford Casualty Insurance Company,0.0392,2,3,7,12,51.041,114,2012
771,11185,"Foremost Insurance Company Grand Rapids, Michigan",0.0397,1,2,12,15,25.181,115,2012
772,25143,State Farm Fire and Casualty Company,0.042,7,10,26,43,166.654,116,2012
773,13803,Farm Family Casualty Insurance Company,0.0421,1,2,2,5,23.749,117,2012
774,25941,United Services Automobile Association,0.0422,4,10,12,26,94.678,118,2012
775,25623,Phoenix Insurance Company,0.0442,1,0,2,3,22.611,119,2012
776,17230,Allstate Property and Casualty Insurance Company,0.0459,29,31,83,143,631.429,120,2012
777,34339,Metropolitan Group Property and Casualty Insurance Company,0.0475,4,4,13,21,84.126,121,2012
778,20052,National Liability & Fire Insurance Company,0.0489,3,13,28,44,61.342,122,2012
779,25232,21st Century Advantage Insurance Company,0.0511,1,2,11,14,19.568,123,2012
780,11037,Eveready Insurance Company,0.0524,1,5,22,28,19.09,124,2012
781,19704,American States Insurance Company,0.0619,3,3,11,17,48.469,125,2012
782,11252,Encompass Home and Auto Insurance Company,0.067,1,1,1,3,14.928,126,2012
783,21253,Garrison Property and Casualty Insurance Company,0.0718,2,2,11,15,27.864,127,2012
784,30104,Hartford Underwriters Insurance Company,0.0768,3,3,9,15,39.064,128,2012
785,38288,Hartford Insurance Company of Illinois,0.0851,5,7,21,33,58.737,129,2012
786,34460,AutoOne Insurance Company,0.0871,2,6,13,21,22.966,130,2012
787,19402,AIG Property Casualty Company,0.0923,1,0,0,1,10.84,131,2012
788,42404,Liberty Insurance Corporation,0.0949,1,2,1,4,10.533,132,2012
789,23760,Nationwide General Insurance Company,0.096,2,7,18,27,20.834,133,2012
790,34789,21st Century Centennial Insurance Company,0.1,1,2,5,8,10.002,134,2012
791,25712,Esurance Insurance Company,0.1016,4,3,11,18,39.353,135,2012
792,21261,Electric Insurance Company,0.102,1,0,1,2,9.803,136,2012
793,19232,Allstate Insurance Company,0.1107,116,203,297,616,1047.68,137,2012
794,24198,Peerless Insurance Company,0.1148,8,3,11,22,69.677,138,2012
795,14311,Interboro Insurance Company,0.1189,1,1,9,11,8.411,139,2012
796,23060,Tri-State Consumer Insurance Company,0.1229,2,8,45,55,16.268,140,2012
797,15130,Encompass Indemnity Company,0.1324,2,1,2,5,15.101,141,2012
798,19941,American Commerce Insurance Company,0.133,3,5,18,26,22.558,142,2012
799,14788,NGM Insurance Company,0.1666,2,3,4,9,12.005,143,2012
800,20796,21st Century Premier Insurance Company,0.1764,1,0,0,1,5.668,144,2012
801,22357,Hartford Accident and Indemnity Company,0.1788,1,1,4,6,5.592,145,2012
802,10881,Unitrin Advantage Insurance Company,0.1802,1,2,3,6,5.548,146,2012
803,10111,American Bankers Insurance Company of Florida,0.1828,1,0,0,1,5.47,147,2012
804,21709,Truck Insurance Exchange,0.1903,2,2,2,6,10.508,148,2012
805,18600,USAA General Indemnity Company,0.2078,6,6,11,23,28.881,149,2012
806,10022,Countryway Insurance Company,0.2416,1,1,0,2,4.139,150,2012
807,42447,National General Assurance Company,0.2766,2,1,3,6,7.232,151,2012
808,43044,Response Insurance Company,0.2778,1,0,2,3,3.599,152,2012
809,29742,Integon National Insurance Company,0.3672,1,1,1,3,2.723,153,2012
810,24740,SAFECO Insurance Company of America,0.3912,1,1,6,8,2.556,154,2012
811,21164,Dairyland Insurance Company,0.4304,1,1,5,7,2.323,155,2012
812,25658,Travelers Indemnity Company,0.4957,2,5,11,18,4.035,156,2012
813,19240,Allstate Indemnity Company,0.505,3,0,1,4,5.94,157,2012
814,10839,Country-Wide Insurance Company,0.5294,67,96,361,524,126.558,158,2012
815,25666,Travelers Indemnity Company of America,0.5822,1,0,0,1,1.718,159,2012
816,11215,SAFECO Insurance Company of Indiana,0.752,3,2,1,6,3.989,160,2012
817,23647,Ironshore Indemnity Inc.,0.7552,1,0,0,1,1.324,161,2012
818,39217,QBE Insurance Corporation,0.9347,11,7,36,54,11.768,162,2012
819,22268,Infinity Insurance Company,1.1494,1,0,2,3,0.87,163,2012
820,37648,Permanent General Assurance Corporation,1.3027,11,4,21,36,8.444,164,2012
821,11738,Infinity Auto Insurance Company,1.4244,1,0,2,3,0.702,165,2012
822,22292,Hanover Insurance Company,1.523,2,3,3,8,1.313,166,2012
823,12360,Ocean Harbor Casualty Insurance Company,1.9722,4,2,15,21,2.028,167,2012
824,29459,Twin City Fire Insurance Company,3.1233,3,0,0,3,0.961,168,2012
825,23329,Merchants Mutual Insurance Company,4.1535,1,4,3,8,0.241,169,2012
826,32620,National Interstate Insurance Company,7.0636,1,0,0,1,0.142,170,2012
827,19445,"National Union Fire Insurance Company of Pittsburgh, Pa.",15.2014,2,0,2,4,0.132,171,2012
828,12963,21st Century Insurance Company,22.5286,1,0,7,8,0.044,172,2012
829,10914,Kemper Independence Insurance Company,0.0,0,10,4,14,55.999,1,2011
830,42919,Progressive Northwestern Insurance Company,0.0,0,3,4,7,43.555,2,2011
831,20303,Great Northern Insurance Company,0.0,0,1,1,2,28.317,3,2011
832,12901,Merchants Preferred Insurance Company,0.0,0,3,9,12,27.237,4,2011
833,29939,Main Street America Assurance Company,0.0,0,2,6,8,27.202,5,2011
834,16063,Unitrin Auto and Home Insurance Company,0.0,0,2,5,7,25.004,6,2011
835,43478,Utica National Insurance Company of Texas,0.0,0,4,5,9,23.915,7,2011
836,40231,Old Dominion Insurance Company,0.0,0,0,2,2,23.072,8,2011
837,15130,Encompass Indemnity Company,0.0,0,3,3,6,20.229,9,2011
838,25909,Unitrin Preferred Insurance Company,0.0,0,3,2,5,20.213,10,2011
839,19410,Commerce and Industry Insurance Company,0.0,0,0,3,3,19.84,11,2011
840,10071,Encompass Insurance Company of America,0.0,0,2,8,10,19.471,12,2011
841,19062,"Automobile Insurance Company of Hartford, Connecticut",0.0,0,1,3,4,19.342,13,2011
842,28188,TravCo Insurance Company,0.0,0,1,1,2,18.538,14,2011
843,11185,"Foremost Insurance Company Grand Rapids, Michigan",0.0,0,1,6,7,18.442,15,2011
844,40649,Economy Premier Assurance Company,0.0,0,3,0,3,17.655,16,2011
845,18279,Bankers Standard Insurance Company,0.0,0,0,0,0,17.625,17,2011
846,25682,Travelers Indemnity Company of Connecticut,0.0,0,2,6,8,15.475,18,2011
847,43974,21st Century Indemnity Insurance Company,0.0,0,2,2,4,12.988,19,2011
848,26093,Nationwide Affinity Insurance Company of America,0.0,0,2,1,3,11.736,20,2011
849,12504,Ameriprise Insurance Company,0.0,0,2,1,3,10.949,21,2011
850,25615,Charter Oak Fire Insurance Company,0.0,0,1,1,2,10.614,22,2011
851,11252,Encompass Home and Auto Insurance Company,0.0,0,1,2,3,10.509,23,2011
852,21261,Electric Insurance Company,0.0,0,0,2,2,10.422,24,2011
853,23779,Nationwide Mutual Fire Insurance Company,0.0,0,4,5,9,10.358,25,2011
854,12475,Republic-Franklin Insurance Company,0.0,0,0,1,1,10.231,26,2011
855,31534,Citizens Insurance Company of America,0.0,0,0,0,0,8.296,27,2011
856,23469,American Modern Home Insurance Company,0.0,0,0,0,0,7.334,28,2011
857,22357,Hartford Accident and Indemnity Company,0.0,0,3,3,6,6.994,29,2011
858,10072,Encompass Property and Casualty Company,0.0,0,0,0,0,6.741,30,2011
859,20796,21st Century Premier Insurance Company,0.0,0,0,0,0,6.598,31,2011
860,37877,Nationwide Property and Casualty Insurance Company,0.0,0,0,0,0,6.512,32,2011
861,22306,Massachusetts Bay Insurance Company,0.0,0,1,0,1,5.786,33,2011
862,10881,Unitrin Advantage Insurance Company,0.0,0,0,2,2,5.696,34,2011
863,20230,Central Mutual Insurance Company,0.0,0,0,1,1,5.365,35,2011
864,21865,Associated Indemnity Corporation,0.0,0,0,0,0,5.254,36,2011
865,26050,Response Worldwide Insurance Company,0.0,0,1,1,2,5.171,37,2011
866,10111,American Bankers Insurance Company of Florida,0.0,0,0,1,1,5.153,38,2011
867,23728,National General Insurance Company,0.0,0,0,1,1,5.11,39,2011
868,20397,Vigilant Insurance Company,0.0,0,0,2,2,4.924,40,2011
869,19070,Standard Fire Insurance Company,0.0,0,0,0,0,4.623,41,2011
870,21849,American Automobile Insurance Company,0.0,0,0,2,2,4.481,42,2011
871,12873,Privilege Underwriters Reciprocal Exchange,0.0,0,0,0,0,4.467,43,2011
872,43044,Response Insurance Company,0.0,0,0,0,0,4.301,44,2011
873,40754,Blue Ridge Indemnity Company,0.0,0,2,0,2,3.84,45,2011
874,41513,Foremost Signature Insurance Company,0.0,0,0,2,2,3.531,46,2011
875,39004,Kemper Financial Indemnity Company,0.0,0,0,2,2,3.401,47,2011
876,23450,American Family Home Insurance Company,0.0,0,0,0,0,3.124,48,2011
877,10674,Harleysville Insurance Company of New York,0.0,0,0,0,0,2.767,49,2011
878,34690,Property and Casualty Insurance Company of Hartford,0.0,0,1,0,1,2.733,50,2011
879,18058,Philadelphia Indemnity Insurance Company,0.0,0,1,2,3,2.573,51,2011
880,21164,Dairyland Insurance Company,0.0,0,2,0,2,2.445,52,2011
881,29742,Integon National Insurance Company,0.0,0,0,1,1,2.258,53,2011
882,34479,Maidstone Insurance Company,0.0,0,1,0,1,2.254,54,2011
883,33855,Lincoln General Insurance Company,0.0,0,2,8,10,2.163,55,2011
884,15210,Sterling Insurance Company,0.0,0,1,0,1,2.078,56,2011
885,41491,GEICO Casualty Company,0.0,0,3,3,6,2.02,57,2011
886,31488,Integon Preferred Insurance Company,0.0,0,0,0,0,1.885,58,2011
887,21881,National Surety Corporation,0.0,0,0,0,0,1.879,59,2011
888,21873,Fireman's Fund Insurance Company,0.0,0,0,0,0,1.682,60,2011
889,22225,21st Century Preferred Insurance Company,0.0,0,0,0,0,1.617,61,2011
890,27120,Trumbull Insurance Company,0.0,0,0,2,2,1.611,62,2011
891,25984,Graphic Arts Mutual Insurance Company,0.0,0,0,0,0,1.581,63,2011
892,10687,Utica National Assurance Company,0.0,0,0,0,0,1.43,64,2011
893,10723,Nationwide Assurance Company,0.0,0,1,3,4,1.348,65,2011
894,20346,Pacific Indemnity Company,0.0,0,0,0,0,1.251,66,2011
895,19615,American Reliable Insurance Company,0.0,0,0,0,0,1.147,67,2011
896,26182,Harleysville Worcester Insurance Company,0.0,0,0,0,0,1.004,68,2011
897,22063,Government Employees Insurance Company,0.006,3,96,143,242,501.969,69,2011
898,14834,New York Central Mutual Fire Insurance Company,0.0085,2,25,65,92,235.051,70,2011
899,32786,Progressive Specialty Insurance Company,0.0106,1,6,26,33,94.159,71,2011
900,35882,GEICO General Insurance Company,0.0107,15,189,226,430,1397.051,72,2011
901,19976,Amica Mutual Insurance Company,0.0112,1,3,6,10,89.669,73,2011
902,22055,GEICO Indemnity Company,0.0125,8,72,109,189,640.146,74,2011
903,38628,Progressive Northern Insurance Company,0.0156,2,11,16,29,128.244,75,2011
904,37834,Progressive Preferred Insurance Company,0.0182,1,11,7,19,54.859,76,2011
905,20052,National Liability & Fire Insurance Company,0.0208,1,7,15,23,47.97,77,2011
906,25143,State Farm Fire and Casualty Company,0.0226,4,14,38,56,176.852,78,2011
907,25178,State Farm Mutual Automobile Insurance Company,0.0248,27,131,219,377,1087.724,79,2011
908,34339,Metropolitan Group Property and Casualty Insurance Company,0.0251,2,5,8,15,79.576,80,2011
909,12583,Adirondack Insurance Exchange,0.0268,2,5,11,18,74.561,81,2011
910,40169,Metropolitan Casualty Insurance Company,0.0296,4,6,25,35,134.97,82,2011
911,23035,Liberty Mutual Fire Insurance Company,0.0325,16,43,88,147,491.956,83,2011
912,27998,Travelers Home and Marine Insurance Company,0.0327,8,12,23,43,244.51,84,2011
913,23760,Nationwide General Insurance Company,0.0334,1,7,32,40,29.905,85,2011
914,19704,American States Insurance Company,0.0339,1,2,9,12,29.47,86,2011
915,37478,Hartford Insurance Company of the Midwest,0.0342,1,1,7,9,29.212,87,2011
916,23787,Nationwide Mutual Insurance Company,0.0359,4,7,14,25,111.289,88,2011
917,25674,Travelers Property Casualty Company of America,0.0364,5,10,23,38,137.191,89,2011
918,25623,Phoenix Insurance Company,0.0366,1,1,4,6,27.359,90,2011
919,17230,Allstate Property and Casualty Insurance Company,0.0384,26,45,107,178,676.299,91,2011
920,25453,Nationwide Insurance Company of America,0.041,4,10,16,30,97.532,92,2011
921,13803,Farm Family Casualty Insurance Company,0.0431,1,6,6,13,23.199,93,2011
922,11000,"Sentinel Insurance Company, Ltd.",0.0436,2,3,11,16,45.899,94,2011
923,36137,Travelers Commercial Insurance Company,0.0463,1,1,2,4,21.581,95,2011
924,41483,Farmington Casualty Company,0.0478,1,1,6,8,20.907,96,2011
925,11037,Eveready Insurance Company,0.0485,1,7,25,33,20.634,97,2011
926,11105,A. Central Insurance Company,0.0486,3,27,30,60,61.767,98,2011
927,24279,Progressive Max Insurance Company,0.0491,2,1,6,9,40.771,99,2011
928,25232,21st Century Advantage Insurance Company,0.0511,1,1,8,10,19.562,100,2011
929,15024,Preferred Mutual Insurance Company,0.0531,3,12,7,22,56.518,101,2011
930,11851,Progressive Advanced Insurance Company,0.0533,4,2,25,31,75.065,102,2011
931,29068,IDS Property Casualty Insurance Company,0.0548,1,4,5,10,18.263,103,2011
932,12777,Chubb Indemnity Insurance Company,0.0576,1,0,1,2,17.362,104,2011
933,16322,Progressive Direct Insurance Company,0.059,4,13,49,66,67.849,105,2011
934,38288,Hartford Insurance Company of Illinois,0.0607,4,6,22,32,65.846,106,2011
935,10052,Chubb National Insurance Company,0.0625,1,0,3,4,16.004,107,2011
936,25941,United Services Automobile Association,0.064,6,3,17,26,93.731,108,2011
937,25968,USAA Casualty Insurance Company,0.0647,5,6,19,30,77.319,109,2011
938,29424,Hartford Casualty Insurance Company,0.0656,2,1,7,10,30.478,110,2011
939,12130,New South Insurance Company,0.0724,8,5,19,32,110.503,111,2011
940,14788,NGM Insurance Company,0.0741,1,5,5,11,13.488,112,2011
941,26263,Erie Insurance Company,0.0749,5,4,8,17,66.789,113,2011
942,30104,Hartford Underwriters Insurance Company,0.0789,2,0,2,4,25.353,114,2011
943,24198,Peerless Insurance Company,0.0795,6,17,12,35,75.486,115,2011
944,10921,CSAA Fire & Casualty Insurance Company,0.0806,1,1,6,8,12.403,116,2011
945,37915,Essentia Insurance Company,0.0812,1,1,0,2,12.315,117,2011
946,33588,First Liberty Insurance Corporation,0.0814,2,4,5,11,24.56,118,2011
947,42404,Liberty Insurance Corporation,0.0817,1,1,2,4,12.234,119,2011
948,10806,Farmers New Century Insurance Company,0.0853,1,1,6,8,11.717,120,2011
949,19232,Allstate Insurance Company,0.0861,97,251,312,660,1127.18,121,2011
950,11908,Mercury Casualty Company,0.0865,3,5,14,22,34.691,122,2011
951,18600,USAA General Indemnity Company,0.0906,2,4,8,14,22.085,123,2011
952,24260,Progressive Casualty Insurance Company,0.0916,9,12,51,72,98.255,124,2011
953,25712,Esurance Insurance Company,0.1019,5,9,30,44,49.068,125,2011
954,32220,21st Century North America Insurance Company,0.1027,3,4,8,15,29.2,126,2011
955,26085,Warner Insurance Company,0.1101,1,1,4,6,9.08,127,2011
956,23060,Tri-State Consumer Insurance Company,0.1134,2,11,39,52,17.639,128,2011
957,21253,Garrison Property and Casualty Insurance Company,0.1226,2,3,6,11,16.307,129,2011
958,25275,MAPFRE Insurance Company of New York,0.1255,3,7,19,29,23.908,130,2011
959,25658,Travelers Indemnity Company,0.1476,1,4,23,28,6.774,131,2011
960,10212,Allmerica Financial Alliance Insurance Company,0.1538,7,9,3,19,45.506,132,2011
961,34460,AutoOne Insurance Company,0.1689,6,7,19,32,35.518,133,2011
962,34789,21st Century Centennial Insurance Company,0.1702,2,1,6,9,11.751,134,2011
963,20133,Response Worldwide Direct Auto Insurance Company,0.1712,1,1,2,4,5.842,135,2011
964,21709,Truck Insurance Exchange,0.1746,3,5,5,13,17.181,136,2011
965,19682,Hartford Fire Insurance Company,0.1746,1,2,2,5,5.726,137,2011
966,11215,SAFECO Insurance Company of Indiana,0.1862,1,1,1,3,5.371,138,2011
967,25976,Utica Mutual Insurance Company,0.1866,1,0,7,8,5.36,139,2011
968,19941,American Commerce Insurance Company,0.2009,9,8,21,38,44.789,140,2011
969,39217,QBE Insurance Corporation,0.2184,4,22,34,60,18.318,141,2011
970,36170,Travelers Casualty Company of Connecticut,0.2455,1,0,0,1,4.073,142,2011
971,36587,21st Century National Insurance Company,0.2607,1,1,1,3,3.836,143,2011
972,10022,Countryway Insurance Company,0.2637,1,0,2,3,3.793,144,2011
973,19240,Allstate Indemnity Company,0.2909,2,3,7,12,6.875,145,2011
974,26298,Metropolitan Property and Casualty Insurance Company,0.2939,1,0,2,3,3.402,146,2011
975,42447,National General Assurance Company,0.2954,2,2,2,6,6.77,147,2011
976,14311,Interboro Insurance Company,0.3217,3,2,5,10,9.325,148,2011
977,13242,Titan Indemnity Company,0.3221,1,0,2,3,3.105,149,2011
978,37257,Praetorian Insurance Company,0.3694,9,20,45,74,24.362,150,2011
979,10839,Country-Wide Insurance Company,0.4025,45,84,365,494,111.791,151,2011
980,10226,Unitrin Direct Insurance Company,0.4448,2,2,10,14,4.496,152,2011
981,36161,Travelers Property Casualty Insurance Company,0.4477,1,0,3,4,2.233,153,2011
982,25666,Travelers Indemnity Company of America,0.4838,1,0,1,2,2.067,154,2011
983,20281,Federal Insurance Company,0.5285,1,0,2,3,1.892,155,2011
984,10645,Drivers Insurance Company,0.6697,2,1,4,7,2.986,156,2011
985,10915,Unitrin Direct Property & Casualty Company,0.6746,1,0,2,3,1.482,157,2011
986,37648,Permanent General Assurance Corporation,0.8247,9,4,15,28,10.913,158,2011
987,24740,SAFECO Insurance Company of America,0.9778,3,1,2,6,3.068,159,2011
988,22268,Infinity Insurance Company,1.0487,1,1,0,2,0.954,160,2011
989,22292,Hanover Insurance Company,1.22,2,0,1,3,1.639,161,2011
990,12360,Ocean Harbor Casualty Insurance Company,1.2977,4,9,25,38,3.082,162,2011
991,18376,Hermitage Insurance Company,1.4627,1,0,0,1,0.684,163,2011
992,12963,21st Century Insurance Company,2.2174,1,0,11,12,0.451,164,2011
993,29459,Twin City Fire Insurance Company,2.8216,4,0,0,4,1.418,165,2011
994,31968,Merastar Insurance Company,3.0793,1,0,0,1,0.325,166,2011
995,13668,Kingstone Insurance Company,5.1043,1,1,3,5,0.196,167,2011
996,24821,Meritplan Insurance Company,7.4144,2,1,5,8,0.27,168,2011
997,24988,Sentry Insurance A Mutual Company,14.9651,1,0,0,1,0.067,169,2011
998,26263,Erie Insurance Company,0.0,0,3,15,18,64.096,1,2010
999,10914,Kemper Independence Insurance Company,0.0,0,8,8,16,52.083,2,2010
1000,25623,Phoenix Insurance Company,0.0,0,1,5,6,34.032,3,2010
1001,20303,Great Northern Insurance Company,0.0,0,1,2,3,33.769,4,2010
1002,29939,Main Street America Assurance Company,0.0,0,2,5,7,32.562,5,2010
1003,19410,Commerce and Industry Insurance Company,0.0,0,0,6,6,21.788,6,2010
1004,33588,First Liberty Insurance Corporation,0.0,0,2,4,6,20.462,7,2010
1005,41483,Farmington Casualty Company,0.0,0,1,14,15,19.803,8,2010
1006,29068,IDS Property Casualty Insurance Company,0.0,0,1,1,2,19.802,9,2010
1007,18600,USAA General Indemnity Company,0.0,0,2,2,4,16.659,10,2010
1008,43478,Utica National Insurance Company of Texas,0.0,0,1,3,4,15.747,11,2010
1009,25615,Charter Oak Fire Insurance Company,0.0,0,3,1,4,13.334,12,2010
1010,18279,Bankers Standard Insurance Company,0.0,0,1,0,1,13.087,13,2010
1011,12475,Republic-Franklin Insurance Company,0.0,0,0,1,1,11.985,14,2010
1012,11185,"Foremost Insurance Company Grand Rapids, Michigan",0.0,0,2,2,4,11.64,15,2010
1013,37915,Essentia Insurance Company,0.0,0,0,1,1,11.609,16,2010
1014,40231,Old Dominion Insurance Company,0.0,0,0,0,0,10.78,17,2010
1015,22357,Hartford Accident and Indemnity Company,0.0,0,5,10,15,8.946,18,2010
1016,10072,Encompass Property and Casualty Company,0.0,0,0,1,1,8.111,19,2010
1017,19429,Insurance Company of the State of Pennsylvania,0.0,0,1,1,2,7.953,20,2010
1018,11252,Encompass Home and Auto Insurance Company,0.0,0,2,4,6,7.538,21,2010
1019,10052,Chubb National Insurance Company,0.0,0,0,1,1,7.03,22,2010
1020,20052,National Liability & Fire Insurance Company,0.0,0,2,5,7,6.743,23,2010
1021,21865,Associated Indemnity Corporation,0.0,0,0,1,1,6.397,24,2010
1022,20133,Response Worldwide Direct Auto Insurance Company,0.0,0,1,1,2,6.338,25,2010
