order_id,product_id,store_id,,
56013,P0437,S0087,,
56014,P0499,S0126,,
56015,P0026,S0017,,
56016,P0639,S0107,,
56017,P0219,S0078,,
56018,P0716,S0112,,
56019,P0548,S0083,,
56020,P0373,S0132,,
56021,P0073,S0028,,
56022,P0417,S0013,,
56023,P0190,S0001,,
56024,P0157,S0033,,
56025,P0657,S0126,,
56026,P0182,S0015,,
56027,P0509,S0094,,
56028,P0226,S0049,,
56029,P0709,S0107,,
56030,P0664,S0074,,
56031,P0341,S0094,,
56032,P0455,S0082,,
56033,P0189,S0142,,
56034,P0456,S0049,,
56035,P0703,S0117,,
56036,P0078,S0101,,
56037,P0504,S0083,,
56038,P0543,S0071,,
56039,P0698,S0055,,
56040,P0436,S0073,,
56041,P0055,S0014,,
56042,P0414,S0088,,
56043,P0453,S0038,,
56044,P0325,S0048,,
56045,P0060,S0132,,
56046,P0067,S0091,,
56047,P0171,S0109,,
56048,P0311,S0025,,
56049,P0651,S0024,,
56050,P0390,S0043,,
56051,P0221,S0138,,
56052,P0311,S0137,,
56053,P0175,S0057,,
56054,P0716,S0028,,
56055,P0518,S0020,,
56056,P0664,S0068,,
56057,P0583,S0051,,
56058,P0389,S0107,,
56059,P0559,S0014,,
56060,P0742,S0048,,
56061,P0051,S0085,,
56062,P0709,S0102,,
56063,P0100,S0063,,
56064,P0689,S0122,,
56065,P0445,S0038,,
56066,P0660,S0113,,
56067,P0364,S0063,,
56068,P0277,S0117,,
56069,P0185,S0029,,
56070,P0103,S0030,,
56071,P0188,S0048,,
56072,P0452,S0091,,
56073,P0015,S0028,,
56074,P0088,S0018,,
56075,P0549,S0018,,
56076,P0658,S0024,,
56077,P0223,S0108,,
56078,P0324,S0051,,
56079,P0615,S0095,,
56080,P0572,S0072,,
56081,P0088,S0027,,
56082,P0348,S0107,,
56083,P0470,S0008,,
56084,P0227,S0045,,
56085,P0260,S0121,,
56086,P0039,S0048,,
56087,P0608,S0122,,
56088,P0149,S0110,,
56089,P0504,S0093,,
56090,P0125,S0049,,
56091,P0371,S0115,,
56092,P0325,S0045,,
56093,P0085,S0142,,
56094,P0151,S0132,,
56095,P0628,S0023,,
56096,P0414,S0058,,
56097,P0373,S0133,,
56098,P0296,S0112,,
56099,P0366,S0125,,
56100,P0177,S0072,,
56101,P0169,S0015,,
56102,P0500,S0106,,
56103,P0017,S0061,,
56104,P0217,S0060,,
56105,P0490,S0048,,
56106,P0536,S0043,,
56107,P0249,S0055,,
56108,P0506,S0112,,
56109,P0335,S0023,,
56110,P0652,S0017,,
56111,P0055,S0061,,
56112,P0652,S0001,,
56113,P0364,S0057,,
56114,P0663,S0041,,
56115,P0137,S0056,,
56116,P0333,S0051,,
56117,P0269,S0130,,
56118,P0044,S0113,,
56119,P0490,S0139,,
56120,P0451,S0106,,
56121,P0217,S0026,,
56122,P0008,S0090,,
56123,P0114,S0105,,
56124,P0572,S0017,,
56125,P0747,S0021,,
56126,P0499,S0008,,
56127,P0297,S0061,,
56128,P0277,S0089,,
56129,P0704,S0018,,
56130,P0565,S0060,,
56131,P0572,S0108,,
56132,P0554,S0048,,
56133,P0325,S0056,,
56134,P0079,S0015,,
56135,P0544,S0056,,
56136,P0628,S0012,,
56137,P0044,S0020,,
56138,P0614,S0111,,
56139,P0598,S0142,,
56140,P0477,S0066,,
56141,P0435,S0102,,
56142,P0625,S0144,,
56143,P0729,S0103,,
56144,P0408,S0040,,
56145,P0629,S0056,,
56146,P0219,S0067,,
56147,P0442,S0062,,
56148,P0241,S0052,,
56149,P0204,S0031,,
56150,P0176,S0060,,
56151,P0223,S0061,,
56152,P0039,S0037,,
56153,P0436,S0137,,
56154,P0660,S0008,,
56155,P0705,S0020,,
56156,P0450,S0001,,
56157,P0333,S0139,,
56158,P0731,S0094,,
56159,P0388,S0102,,
56160,P0668,S0110,,
56161,P0406,S0062,,
56162,P0705,S0109,,
56163,P0565,S0125,,
56164,P0504,S0061,,
56165,P0446,S0015,,
56166,P0435,S0093,,
56167,P0063,S0094,,
56168,P0635,S0048,,
56169,P0463,S0102,,
56170,P0635,S0113,,
56171,P0739,S0112,,
56172,P0005,S0094,,
56173,P0617,S0101,,
56174,P0671,S0043,,
56175,P0328,S0015,,
56176,P0351,S0020,,
56177,P0185,S0119,,
56178,P0371,S0037,,
56179,P0481,S0110,,
56180,P0388,S0005,,
56181,P0042,S0013,,
56182,P0729,S0107,,
56183,P0483,S0026,,
56184,P0044,S0024,,
56185,P0747,S0031,,
56186,P0055,S0018,,
56187,P0657,S0036,,
56188,P0629,S0125,,
56189,P0629,S0071,,
56190,P0185,S0075,,
56191,P0425,S0137,,
56192,P0565,S0102,,
56193,P0311,S0115,,
56194,P0099,S0083,,
56195,P0437,S0049,,
56196,P0025,S0085,,
56197,P0333,S0085,,
56198,P0481,S0001,,
56199,P0523,S0066,,
56200,P0212,S0025,,
56201,P0035,S0135,,
56202,P0061,S0014,,
56203,P0326,S0085,,
56204,P0025,S0031,,
56205,P0549,S0129,,
56206,P0044,S0141,,
56207,P0593,S0110,,
56208,P0649,S0056,,
56209,P0565,S0066,,
56210,P0333,S0063,,
56211,P0261,S0123,,
56212,P0587,S0132,,
56213,P0100,S0069,,
56214,P0042,S0005,,
56215,P0017,S0036,,
56216,P0125,S0140,,
56217,P0671,S0070,,
56218,P0655,S0056,,
56219,P0419,S0042,,
56220,P0665,S0087,,
56221,P0336,S0096,,
56222,P0399,S0063,,
56223,P0198,S0142,,
56224,P0400,S0112,,
56225,P0464,S0023,,
56226,P0642,S0126,,
56227,P0502,S0132,,
56228,P0372,S0142,,
56229,P0054,S0050,,
56230,P0400,S0014,,
56231,P0514,S0100,,
56232,P0204,S0021,,
56233,P0282,S0056,,
56234,P0026,S0115,,
56235,P0051,S0118,,
56236,P0364,S0051,,
56237,P0116,S0085,,
56238,P0639,S0037,,
56239,P0195,S0043,,
56240,P0022,S0112,,
56241,P0129,S0029,,
56242,P0705,S0057,,
56243,P0664,S0078,,
56244,P0732,S0112,,
56245,P0129,S0092,,
56246,P0655,S0070,,
56247,P0223,S0037,,
56248,P0125,S0015,,
56249,P0054,S0004,,
56250,P0054,S0065,,
56251,P0364,S0048,,
56252,P0655,S0066,,
56253,P0305,S0109,,
56254,P0441,S0056,,
56255,P0709,S0064,,
56256,P0747,S0126,,
56257,P0221,S0094,,
56258,P0425,S0070,,
56259,P0497,S0126,,
56260,P0693,S0048,,
56261,P0372,S0134,,
56262,P0054,S0051,,
56263,P0304,S0051,,
56264,P0117,S0001,,
56265,P0598,S0023,,
56266,P0372,S0058,,
56267,P0390,S0086,,
56268,P0737,S0040,,
56269,P0651,S0042,,
56270,P0144,S0078,,
56271,P0287,S0091,,
56272,P0642,S0020,,
56273,P0680,S0138,,
56274,P0169,S0040,,
56275,P0400,S0134,,
56276,P0140,S0128,,
56277,P0260,S0119,,
56278,P0090,S0073,,
56279,P0428,S0052,,
56280,P0035,S0048,,
56281,P0598,S0010,,
56282,P0103,S0013,,
56283,P0325,S0099,,
56284,P0436,S0104,,
56285,P0239,S0085,,
56286,P0463,S0042,,
56287,P0017,S0102,,
56288,P0668,S0010,,
56289,P0318,S0121,,
56290,P0575,S0055,,
56291,P0733,S0051,,
56292,P0625,S0099,,
56293,P0075,S0062,,
56294,P0090,S0063,,
56295,P0333,S0135,,
56296,P0628,S0050,,
56297,P0103,S0003,,
56298,P0217,S0139,,
56299,P0375,S0048,,
56300,P0527,S0028,,
56301,P0185,S0136,,
56302,P0569,S0021,,
56303,P0216,S0062,,
56304,P0534,S0026,,
56305,P0177,S0138,,
56306,P0660,S0132,,
56307,P0483,S0055,,
56308,P0417,S0126,,
56309,P0514,S0134,,
56310,P0333,S0064,,
56311,P0088,S0104,,
56312,P0499,S0134,,
56313,P0182,S0134,,
56314,P0125,S0043,,
56315,P0042,S0131,,
56316,P0119,S0138,,
56317,P0475,S0050,,
56318,P0377,S0083,,
56319,P0574,S0091,,
56320,P0590,S0078,,
56321,P0731,S0066,,
56322,P0408,S0040,,
56323,P0227,S0066,,
56324,P0499,S0048,,
56325,P0055,S0140,,
56326,P0628,S0126,,
56327,P0364,S0144,,
56328,P0348,S0118,,
56329,P0574,S0010,,
56330,P0054,S0050,,
56331,P0389,S0078,,
56332,P0549,S0073,,
56333,P0435,S0139,,
56334,P0704,S0050,,
56335,P0702,S0113,,
56336,P0129,S0083,,
56337,P0512,S0122,,
56338,P0185,S0106,,
56339,P0251,S0048,,
56340,P0664,S0048,,
56341,P0559,S0034,,
56342,P0017,S0036,,
56343,P0103,S0073,,
56344,P0584,S0103,,
56345,P0671,S0037,,
56346,P0280,S0026,,
56347,P0504,S0097,,
56348,P0500,S0080,,
56349,P0406,S0023,,
56350,P0454,S0091,,
56351,P0311,S0073,,
56352,P0658,S0125,,
56353,P0660,S0049,,
56354,P0332,S0132,,
56355,P0435,S0089,,
56356,P0256,S0072,,
56357,P0590,S0027,,
56358,P0405,S0105,,
56359,P0116,S0036,,
56360,P0509,S0126,,
56361,P0114,S0060,,
56362,P0186,S0066,,
56363,P0590,S0086,,
56364,P0079,S0113,,
56365,P0548,S0046,,
56366,P0039,S0143,,
56367,P0660,S0051,,
56368,P0260,S0077,,
56369,P0497,S0108,,
56370,P0269,S0018,,
56371,P0227,S0120,,
56372,P0364,S0039,,
56373,P0668,S0058,,
56374,P0663,S0006,,
56375,P0697,S0069,,
56376,P0372,S0103,,
56377,P0477,S0046,,
56378,P0639,S0134,,
56379,P0373,S0020,,
56380,P0085,S0104,,
56381,P0341,S0043,,
56382,P0739,S0050,,
56383,P0221,S0031,,
56384,P0425,S0020,,
56385,P0311,S0055,,
56386,P0642,S0090,,
56387,P0311,S0141,,
56388,P0459,S0073,,
56389,P0523,S0051,,
56390,P0694,S0126,,
56391,P0362,S0102,,
56392,P0729,S0038,,
56393,P0733,S0094,,
56394,P0590,S0116,,
56395,P0355,S0108,,
56396,P0197,S0133,,
56397,P0733,S0129,,
56398,P0223,S0012,,
56399,P0735,S0108,,
56400,P0506,S0085,,
56401,P0608,S0035,,
56402,P0047,S0048,,
56403,P0683,S0031,,
56404,P0015,S0012,,
56405,P0569,S0042,,
56406,P0524,S0110,,
56407,P0035,S0135,,
56408,P0103,S0132,,
56409,P0500,S0028,,
56410,P0512,S0081,,
56411,P0223,S0020,,
56412,P0537,S0050,,
56413,P0654,S0102,,
56414,P0364,S0128,,
56415,P0463,S0122,,
56416,P0318,S0127,,
56417,P0459,S0018,,
56418,P0204,S0081,,
56419,P0712,S0033,,
56420,P0177,S0073,,
56421,P0195,S0109,,
56422,P0017,S0063,,
56423,P0664,S0018,,
56424,P0245,S0056,,
56425,P0718,S0017,,
56426,P0491,S0024,,
56427,P0694,S0136,,
56428,P0707,S0097,,
56429,P0039,S0098,,
56430,P0531,S0028,,
56431,P0425,S0113,,
56432,P0423,S0138,,
56433,P0140,S0087,,
56434,P0608,S0125,,
56435,P0629,S0133,,
56436,P0583,S0065,,
56437,P0331,S0051,,
56438,P0222,S0028,,
56439,P0206,S0086,,
56440,P0639,S0021,,
56441,P0087,S0050,,
56442,P0372,S0071,,
56443,P0729,S0054,,
56444,P0428,S0054,,
56445,P0729,S0068,,
56446,P0060,S0066,,
56447,P0569,S0007,,
56448,P0129,S0136,,
56449,P0426,S0026,,
56450,P0297,S0050,,
56451,P0424,S0026,,
56452,P0520,S0043,,
56453,P0729,S0032,,
56454,P0559,S0079,,
56455,P0477,S0088,,
56456,P0114,S0108,,
56457,P0317,S0126,,
56458,P0412,S0142,,
56459,P0108,S0066,,
56460,P0114,S0122,,
56461,P0559,S0046,,
56462,P0238,S0083,,
56463,P0144,S0066,,
56464,P0286,S0025,,
56465,P0549,S0105,,
56466,P0446,S0138,,
56467,P0221,S0104,,
56468,P0435,S0112,,
56469,P0268,S0065,,
56470,P0318,S0067,,
56471,P0451,S0040,,
56472,P0729,S0025,,
56473,P0042,S0072,,
56474,P0350,S0072,,
56475,P0565,S0102,,
56476,P0670,S0096,,
56477,P0608,S0065,,
56478,P0718,S0091,,
56479,P0196,S0127,,
56480,P0182,S0114,,
56481,P0414,S0024,,
56482,P0370,S0028,,
56483,P0419,S0110,,
56484,P0206,S0017,,
56485,P0206,S0073,,
56486,P0141,S0038,,
56487,P0611,S0058,,
56488,P0372,S0049,,
56489,P0598,S0020,,
56490,P0185,S0071,,
56491,P0324,S0123,,
56492,P0114,S0123,,
56493,P0628,S0038,,
56494,P0361,S0038,,
56495,P0665,S0012,,
56496,P0286,S0079,,
56497,P0001,S0085,,
56498,P0078,S0113,,
56499,P0130,S0133,,
56500,P0312,S0012,,
56501,P0078,S0031,,
56502,P0453,S0040,,
56503,P0296,S0104,,
56504,P0665,S0037,,
56505,P0436,S0062,,
56506,P0483,S0091,,
56507,P0426,S0048,,
56508,P0173,S0021,,
56509,P0239,S0012,,
56510,P0196,S0094,,
56511,P0131,S0124,,
56512,P0142,S0084,,
56513,P0402,S0102,,
56514,P0712,S0117,,
56515,P0017,S0101,,
56516,P0490,S0083,,
56517,P0644,S0125,,
56518,P0261,S0074,,
56519,P0223,S0091,,
56520,P0406,S0018,,
56521,P0536,S0046,,
56522,P0459,S0115,,
56523,P0732,S0065,,
56524,P0663,S0018,,
56525,P0730,S0094,,
56526,P0499,S0093,,
56527,P0498,S0016,,
56528,P0408,S0085,,
56529,P0217,S0040,,
56530,P0181,S0062,,
56531,P0391,S0002,,
56532,P0083,S0010,,
56533,P0424,S0040,,
56534,P0733,S0023,,
56535,P0483,S0088,,
56536,P0435,S0049,,
56537,P0639,S0105,,
56538,P0289,S0028,,
56539,P0256,S0132,,
56540,P0186,S0026,,
56541,P0087,S0096,,
56542,P0704,S0057,,
56543,P0189,S0044,,
56544,P0747,S0083,,
56545,P0164,S0115,,
56546,P0658,S0064,,
56547,P0426,S0038,,
56548,P0014,S0085,,
56549,P0664,S0131,,
56550,P0543,S0049,,
56551,P0373,S0070,,
56552,P0400,S0138,,
56553,P0663,S0040,,
56554,P0477,S0137,,
56555,P0134,S0012,,
56556,P0531,S0108,,
56557,P0420,S0113,,
56558,P0041,S0115,,
56559,P0559,S0125,,
56560,P0373,S0087,,
56561,P0245,S0069,,
56562,P0026,S0070,,
56563,P0129,S0072,,
56564,P0569,S0097,,
56565,P0560,S0040,,
56566,P0441,S0052,,
56567,P0373,S0046,,
56568,P0642,S0038,,
56569,P0185,S0082,,
56570,P0718,S0049,,
56571,P0501,S0002,,
56572,P0229,S0115,,
56573,P0291,S0097,,
56574,P0718,S0073,,
56575,P0376,S0104,,
56576,P0664,S0058,,
56577,P0171,S0013,,
56578,P0421,S0008,,
56579,P0252,S0087,,
56580,P0333,S0004,,
56581,P0705,S0071,,
56582,P0272,S0095,,
56583,P0712,S0071,,
56584,P0204,S0130,,
56585,P0501,S0013,,
56586,P0311,S0026,,
56587,P0549,S0045,,
56588,P0377,S0021,,
56589,P0177,S0090,,
56590,P0587,S0013,,
56591,P0512,S0139,,
56592,P0682,S0003,,
56593,P0453,S0042,,
56594,P0390,S0123,,
56595,P0088,S0035,,
56596,P0366,S0069,,
56597,P0559,S0113,,
56598,P0718,S0068,,
56599,P0658,S0038,,
56600,P0140,S0129,,
56601,P0546,S0043,,
56602,P0372,S0082,,
56603,P0296,S0009,,
56604,P0390,S0070,,
56605,P0237,S0115,,
56606,P0451,S0144,,
56607,P0680,S0089,,
56608,P0499,S0036,,
56609,P0039,S0016,,
56610,P0117,S0031,,
56611,P0261,S0110,,
56612,P0441,S0061,,
56613,P0694,S0129,,
56614,P0459,S0049,,
56615,P0701,S0040,,
56616,P0372,S0102,,
56617,P0090,S0104,,
56618,P0705,S0028,,
56619,P0606,S0097,,
56620,P0572,S0018,,
56621,P0141,S0055,,
56622,P0039,S0136,,
56623,P0054,S0002,,
56624,P0500,S0135,,
56625,P0520,S0024,,
56626,P0140,S0030,,
56627,P0157,S0125,,
56628,P0483,S0024,,
56629,P0324,S0106,,
56630,P0512,S0026,,
56631,P0333,S0088,,
56632,P0718,S0091,,
56633,P0565,S0105,,
56634,P0088,S0023,,
56635,P0185,S0014,,
56636,P0730,S0095,,
56637,P0286,S0117,,
56638,P0499,S0126,,
56639,P0663,S0141,,
56640,P0256,S0104,,
56641,P0348,S0024,,
56642,P0664,S0112,,
56643,P0333,S0021,,
56644,P0549,S0096,,
56645,P0436,S0087,,
56646,P0527,S0067,,
56647,P0362,S0082,,
56648,P0400,S0070,,
56649,P0383,S0028,,
56650,P0680,S0141,,
56651,P0129,S0057,,
56652,P0219,S0065,,
56653,P0088,S0061,,
56654,P0527,S0078,,
56655,P0317,S0050,,
56656,P0536,S0104,,
56657,P0186,S0108,,
56658,P0051,S0107,,
56659,P0373,S0083,,
56660,P0206,S0087,,
56661,P0220,S0002,,
56662,P0733,S0051,,
56663,P0395,S0115,,
56664,P0598,S0069,,
56665,P0341,S0117,,
56666,P0140,S0104,,
56667,P0694,S0107,,
56668,P0701,S0102,,
56669,P0499,S0032,,
56670,P0482,S0082,,
56671,P0047,S0133,,
56672,P0277,S0122,,
56673,P0619,S0013,,
56674,P0283,S0106,,
56675,P0374,S0051,,
56676,P0574,S0092,,
56677,P0041,S0002,,
56678,P0094,S0132,,
56679,P0112,S0013,,
56680,P0333,S0096,,
56681,P0619,S0087,,
56682,P0629,S0092,,
56683,P0170,S0095,,
56684,P0350,S0024,,
56685,P0351,S0104,,
56686,P0103,S0027,,
56687,P0663,S0077,,
56688,P0144,S0101,,
56689,P0131,S0090,,
56690,P0399,S0126,,
56691,P0532,S0049,,
56692,P0051,S0132,,
56693,P0370,S0108,,
56694,P0127,S0095,,
56695,P0325,S0070,,
56696,P0637,S0026,,
56697,P0341,S0056,,
56698,P0531,S0031,,
56699,P0421,S0031,,
56700,P0450,S0095,,
56701,P0400,S0022,,
56702,P0608,S0125,,
56703,P0724,S0095,,
56704,P0543,S0043,,
56705,P0150,S0023,,
56706,P0055,S0136,,
56707,P0185,S0051,,
56708,P0261,S0108,,
56709,P0414,S0024,,
56710,P0400,S0017,,
56711,P0219,S0058,,
56712,P0147,S0061,,
56713,P0001,S0057,,
56714,P0103,S0144,,
56715,P0662,S0122,,
56716,P0655,S0082,,
56717,P0704,S0104,,
56718,P0114,S0112,,
56719,P0333,S0030,,
56720,P0694,S0007,,
56721,P0108,S0062,,
56722,P0628,S0105,,
56723,P0733,S0133,,
56724,P0055,S0068,,
56725,P0531,S0071,,
56726,P0664,S0078,,
56727,P0663,S0065,,
56728,P0048,S0094,,
56729,P0709,S0066,,
56730,P0173,S0113,,
56731,P0585,S0097,,
56732,P0008,S0094,,
56733,P0500,S0051,,
56734,P0182,S0079,,
56735,P0247,S0038,,
56736,P0333,S0019,,
56737,P0491,S0115,,
56738,P0182,S0141,,
56739,P0142,S0113,,
56740,P0639,S0062,,
56741,P0198,S0048,,
56742,P0671,S0063,,
56743,P0537,S0066,,
56744,P0336,S0097,,
56745,P0702,S0082,,
56746,P0131,S0016,,
56747,P0185,S0092,,
56748,P0269,S0086,,
56749,P0096,S0065,,
56750,P0129,S0002,,
56751,P0204,S0068,,
56752,P0390,S0095,,
56753,P0296,S0042,,
56754,P0286,S0047,,
56755,P0441,S0004,,
56756,P0658,S0055,,
56757,P0219,S0138,,
56758,P0569,S0092,,
56759,P0324,S0020,,
56760,P0626,S0069,,
56761,P0695,S0115,,
56762,P0195,S0023,,
56763,P0545,S0020,,
56764,P0400,S0071,,
56765,P0664,S0112,,
56766,P0317,S0126,,
56767,P0614,S0062,,
56768,P0015,S0065,,
56769,P0321,S0049,,
56770,P0296,S0003,,
56771,P0441,S0036,,
56772,P0083,S0108,,
56773,P0742,S0083,,
56774,P0296,S0018,,
56775,P0747,S0095,,
56776,P0655,S0036,,
56777,P0140,S0045,,
56778,P0141,S0052,,
56779,P0039,S0095,,
56780,P0051,S0141,,
56781,P0112,S0079,,
56782,P0260,S0003,,
56783,P0060,S0094,,
56784,P0131,S0116,,
56785,P0546,S0038,,
56786,P0665,S0025,,
56787,P0458,S0013,,
56788,P0705,S0020,,
56789,P0470,S0095,,
56790,P0140,S0020,,
56791,P0737,S0132,,
56792,P0741,S0066,,
56793,P0015,S0136,,
56794,P0312,S0062,,
56795,P0051,S0023,,
56796,P0325,S0094,,
56797,P0654,S0109,,
56798,P0738,S0048,,
56799,P0741,S0051,,
56800,P0682,S0014,,
56801,P0511,S0026,,
56802,P0328,S0045,,
56803,P0709,S0081,,
56804,P0129,S0075,,
56805,P0536,S0065,,
56806,P0071,S0040,,
56807,P0572,S0139,,
56808,P0405,S0096,,
56809,P0078,S0071,,
56810,P0534,S0126,,
56811,P0144,S0051,,
56812,P0498,S0094,,
56813,P0651,S0020,,
56814,P0635,S0044,,
56815,P0522,S0138,,
56816,P0114,S0024,,
56817,P0598,S0058,,
56818,P0658,S0143,,
56819,P0614,S0032,,
56820,P0608,S0091,,
56821,P0340,S0023,,
56822,P0169,S0138,,
56823,P0005,S0142,,
56824,P0668,S0010,,
56825,P0729,S0027,,
56826,P0682,S0010,,
56827,P0131,S0032,,
56828,P0563,S0038,,
56829,P0733,S0022,,
56830,P0747,S0077,,
56831,P0258,S0055,,
56832,P0572,S0048,,
56833,P0639,S0137,,
56834,P0639,S0008,,
56835,P0280,S0078,,
56836,P0608,S0004,,
56837,P0551,S0044,,
56838,P0704,S0125,,
56839,P0483,S0144,,
56840,P0067,S0015,,
56841,P0708,S0097,,
56842,P0613,S0078,,
56843,P0156,S0031,,
56844,P0356,S0031,,
56845,P0560,S0051,,
56846,P0490,S0115,,
56847,P0509,S0077,,
56848,P0016,S0032,,
56849,P0165,S0056,,
56850,P0737,S0066,,
56851,P0177,S0126,,
56852,P0536,S0064,,
56853,P0181,S0048,,
56854,P0427,S0036,,
56855,P0373,S0026,,
56856,P0531,S0049,,
56857,P0680,S0111,,
56858,P0550,S0095,,
56859,P0414,S0115,,
56860,P0481,S0062,,
56861,P0687,S0090,,
56862,P0680,S0035,,
56863,P0147,S0045,,
56864,P0026,S0037,,
56865,P0428,S0002,,
56866,P0642,S0025,,
56867,P0277,S0094,,
56868,P0537,S0040,,
56869,P0182,S0033,,
56870,P0088,S0107,,
56871,P0718,S0143,,
56872,P0431,S0020,,
56873,P0348,S0018,,
56874,P0219,S0050,,
56875,P0296,S0134,,
56876,P0328,S0078,,
56877,P0241,S0088,,
56878,P0017,S0132,,
56879,P0628,S0018,,
56880,P0729,S0054,,
56881,P0716,S0060,,
56882,P0090,S0104,,
56883,P0628,S0010,,
56884,P0196,S0056,,
56885,P0470,S0038,,
56886,P0051,S0085,,
56887,P0613,S0131,,
56888,P0501,S0038,,
56889,P0299,S0085,,
56890,P0100,S0097,,
56891,P0504,S0067,,
56892,P0371,S0094,,
56893,P0638,S0038,,
56894,P0261,S0013,,
56895,P0045,S0056,,
56896,P0724,S0055,,
56897,P0211,S0018,,
56898,P0652,S0065,,
56899,P0083,S0063,,
56900,P0716,S0018,,
56901,P0067,S0024,,
56902,P0147,S0058,,
56903,P0215,S0052,,
56904,P0067,S0126,,
56905,P0025,S0038,,
56906,P0691,S0021,,
56907,P0018,S0063,,
56908,P0297,S0087,,
56909,P0090,S0105,,
56910,P0206,S0117,,
56911,P0452,S0112,,
56912,P0400,S0058,,
56913,P0731,S0051,,
56914,P0414,S0112,,
56915,P0125,S0008,,
56916,P0709,S0088,,
56917,P0379,S0028,,
56918,P0587,S0002,,
56919,P0097,S0065,,
56920,P0531,S0132,,
56921,P0277,S0008,,
56922,P0039,S0032,,
56923,P0652,S0105,,
56924,P0435,S0046,,
56925,P0709,S0065,,
56926,P0642,S0113,,
56927,P0117,S0050,,
56928,P0704,S0102,,
56929,P0131,S0085,,
56930,P0390,S0124,,
56931,P0574,S0066,,
56932,P0010,S0090,,
56933,P0419,S0061,,
56934,P0436,S0068,,
56935,P0007,S0038,,
56936,P0090,S0058,,
56937,P0211,S0072,,
56938,P0563,S0085,,
56939,P0054,S0002,,
56940,P0085,S0097,,
56941,P0198,S0038,,
56942,P0222,S0040,,
56943,P0239,S0101,,
56944,P0421,S0084,,
56945,P0512,S0038,,
56946,P0585,S0028,,
56947,P0181,S0097,,
56948,P0206,S0124,,
56949,P0575,S0091,,
56950,P0490,S0018,,
56951,P0451,S0017,,
56952,P0324,S0085,,
56953,P0663,S0090,,
56954,P0536,S0135,,
56955,P0188,S0002,,
56956,P0229,S0055,,
56957,P0188,S0013,,
56958,P0182,S0059,,
56959,P0078,S0071,,
56960,P0165,S0094,,
56961,P0499,S0081,,
56962,P0181,S0112,,
56963,P0088,S0117,,
56964,P0512,S0130,,
56965,P0171,S0010,,
56966,P0718,S0026,,
56967,P0296,S0125,,
56968,P0613,S0088,,
56969,P0245,S0020,,
56970,P0129,S0060,,
56971,P0005,S0110,,
56972,P0399,S0097,,
56973,P0654,S0109,,
56974,P0100,S0096,,
56975,P0390,S0122,,
56976,P0269,S0082,,
56977,P0171,S0118,,
56978,P0572,S0040,,
56979,P0196,S0020,,
56980,P0733,S0104,,
56981,P0147,S0085,,
56982,P0426,S0036,,
56983,P0185,S0139,,
56984,P0572,S0123,,
56985,P0709,S0095,,
56986,P0350,S0101,,
56987,P0563,S0013,,
56988,P0035,S0095,,
56989,P0103,S0021,,
56990,P0540,S0038,,
56991,P0100,S0112,,
56992,P0239,S0051,,
56993,P0637,S0108,,
56994,P0083,S0144,,
56995,P0217,S0125,,
56996,P0083,S0024,,
56997,P0451,S0032,,
56998,P0658,S0030,,
56999,P0376,S0020,,
57000,P0372,S0120,,
57001,P0549,S0073,,
57002,P0421,S0066,,
57003,P0114,S0081,,
57004,P0335,S0083,,
57005,P0435,S0133,,
57006,P0233,S0122,,
57007,P0702,S0129,,
57008,P0297,S0012,,
57009,P0186,S0056,,
57010,P0390,S0047,,
57011,P0572,S0020,,
57012,P0088,S0139,,
57013,P0665,S0093,,
57014,P0670,S0113,,
57015,P0008,S0020,,
57016,P0414,S0096,,
57017,P0477,S0056,,
57018,P0268,S0062,,
57019,P0332,S0084,,
57020,P0608,S0144,,
57021,P0532,S0072,,
57022,P0061,S0082,,
57023,P0337,S0002,,
57024,P0055,S0108,,
57025,P0628,S0007,,
57026,P0390,S0110,,
57027,P0614,S0139,,
57028,P0079,S0063,,
57029,P0039,S0078,,
57030,P0220,S0002,,
57031,P0256,S0028,,
57032,P0587,S0137,,
57033,P0312,S0050,,
57034,P0622,S0008,,
57035,P0459,S0097,,
57036,P0362,S0088,,
57037,P0141,S0058,,
57038,P0045,S0094,,
57039,P0260,S0130,,
57040,P0454,S0067,,
57041,P0490,S0065,,
57042,P0658,S0002,,
57043,P0219,S0001,,
57044,P0060,S0031,,
57045,P0657,S0109,,
57046,P0514,S0109,,
57047,P0015,S0004,,
57048,P0175,S0103,,
57049,P0425,S0092,,
57050,P0355,S0055,,
57051,P0341,S0020,,
57052,P0477,S0096,,
57053,P0639,S0013,,
57054,P0554,S0028,,
57055,P0718,S0063,,
57056,P0572,S0064,,
57057,P0103,S0052,,
57058,P0372,S0143,,
57059,P0598,S0052,,
57060,P0116,S0005,,
57061,P0212,S0018,,
57062,P0456,S0050,,
57063,P0211,S0002,,
57064,P0211,S0013,,
57065,P0182,S0075,,
57066,P0454,S0008,,
57067,P0637,S0051,,
57068,P0042,S0106,,
57069,P0709,S0028,,
57070,P0350,S0066,,
57071,P0221,S0065,,
57072,P0286,S0004,,
57073,P0684,S0129,,
57074,P0483,S0048,,
57075,P0663,S0047,,
57076,P0450,S0038,,
57077,P0063,S0102,,
57078,P0110,S0087,,
57079,P0112,S0093,,
57080,P0709,S0040,,
57081,P0553,S0001,,
57082,P0045,S0104,,
57083,P0372,S0025,,
57084,P0475,S0085,,
57085,P0372,S0101,,
57086,P0439,S0125,,
57087,P0500,S0129,,
