,Created Date,Closed Date,Location Type,Incident Zip,City,Borough,Latitude,Longitude
152798,2016-09-02 23:47:18,2016-09-03 04:25:49,Store/Commercial,11103.0,ASTORIA,QUEENS,40.75856778810496,-73.91810846906326
70935,2016-05-22 02:21:12,2016-05-22 03:56:02,Club/Bar/Restaurant,10029.0,NEW YORK,MANHATTAN,40.791861155229675,-73.94539159044065
131018,2016-08-01 13:14:20,2016-08-01 20:36:46,Residential Building/House,10035.0,NEW YORK,MANHATTAN,40.79782317257732,-73.93565302666104
206509,2016-11-23 22:16:34,2016-11-23 23:22:55,Residential Building/House,10451.0,BRONX,BRONX,40.823870369614994,-73.92612159777369
190377,2016-10-22 22:25:48,2016-10-22 22:39:56,Club/Bar/Restaurant,11214.0,BROOKLYN,BROOKLYN,40.61265190781389,-73.99671882119719
196937,2016-11-03 20:34:43,2016-11-03 23:01:20,Street/Sidewalk,11432.0,JAMAICA,QUEENS,40.7055370825174,-73.80150947098736
90256,2016-06-12 17:56:30,2016-06-12 19:40:33,Street/Sidewalk,10035.0,NEW YORK,MANHATTAN,40.79643632942535,-73.93431443486584
109493,2016-07-03 16:49:18,2016-07-03 18:36:17,Residential Building/House,11203.0,BROOKLYN,BROOKLYN,40.65692075093694,-73.92594607362449
2669,2016-01-03 03:35:58,2016-01-03 15:55:24,Residential Building/House,10451.0,BRONX,BRONX,40.82639323628107,-73.9148633549946
197388,2016-11-04 22:30:01,2016-11-05 04:17:45,Residential Building/House,11236.0,BROOKLYN,BROOKLYN,40.65030285829364,-73.89408890670363
4045,2016-01-08 22:16:25,2016-01-09 01:00:51,Residential Building/House,10472.0,BRONX,BRONX,40.82672463462644,-73.87493209797937
201254,2016-11-12 18:29:01,2016-11-13 03:32:39,Residential Building/House,10458.0,BRONX,BRONX,40.85414123539392,-73.88245719312344
5088,2016-01-10 01:42:01,2016-01-10 02:39:25,Residential Building/House,10040.0,NEW YORK,MANHATTAN,40.85908872412456,-73.92768757158264
43030,2016-04-10 23:59:32,2016-04-11 02:24:06,Club/Bar/Restaurant,10040.0,NEW YORK,MANHATTAN,40.864377032267505,-73.92653574970558
1908,2016-01-02 04:28:19,2016-01-02 06:07:01,Residential Building/House,10027.0,NEW YORK,MANHATTAN,40.81236461133172,-73.95236864734623
203476,2016-11-17 22:40:24,2016-11-18 02:24:22,Club/Bar/Restaurant,10009.0,NEW YORK,MANHATTAN,40.72115965628824,-73.98097353312654
50626,2016-04-23 23:39:30,2016-04-24 03:27:55,Street/Sidewalk,10040.0,NEW YORK,MANHATTAN,40.86213716827355,-73.92623815859943
128347,2016-07-28 23:54:12,2016-07-29 04:55:03,Park/Playground,10459.0,BRONX,BRONX,40.82649961816917,-73.8883523598215
107426,2016-07-02 20:01:17,2016-07-03 02:49:11,Residential Building/House,11361.0,BAYSIDE,QUEENS,40.75432450620434,-73.77710168528134
205851,2016-11-21 01:56:47,2016-11-21 08:00:07,Residential Building/House,11222.0,BROOKLYN,BROOKLYN,40.721784642253326,-73.95053577066717
93330,2016-06-17 23:24:41,,Street/Sidewalk,,,Unspecified,,
45589,2016-04-16 23:00:55,2016-04-17 03:53:08,Residential Building/House,10009.0,NEW YORK,MANHATTAN,40.72635233104682,-73.97865218488525
178718,2016-10-02 13:57:56,2016-10-02 16:45:20,Residential Building/House,10009.0,NEW YORK,MANHATTAN,40.7234918055945,-73.97616377204547
157731,2016-09-05 03:33:38,2016-09-05 15:42:45,Residential Building/House,11218.0,BROOKLYN,BROOKLYN,40.64762655176071,-73.97726475451302
177776,2016-10-01 23:11:42,2016-10-02 01:41:58,Residential Building/House,11209.0,BROOKLYN,BROOKLYN,40.61545029919239,-74.03066283940244
200566,2016-11-11 19:57:01,2016-11-12 12:14:33,Residential Building/House,11224.0,BROOKLYN,BROOKLYN,40.573620845456965,-73.9961267998414
118322,2016-07-13 19:53:08,2016-07-14 04:29:18,Residential Building/House,10461.0,BRONX,BRONX,40.85497078262856,-73.85635644542675
195350,2016-10-30 07:32:44,2016-10-30 09:49:43,Club/Bar/Restaurant,11101.0,LONG ISLAND CITY,QUEENS,40.7533620310147,-73.93237898959907
184076,2016-10-11 19:41:17,2016-10-11 20:18:46,Park/Playground,11226.0,BROOKLYN,BROOKLYN,40.6598565706236,-73.96372290337403
95172,2016-06-18 23:11:22,2016-06-18 23:45:05,Residential Building/House,11203.0,BROOKLYN,BROOKLYN,40.65117670975687,-73.94161822813875
121581,2016-07-17 03:22:31,2016-07-17 05:36:02,Street/Sidewalk,10026.0,NEW YORK,MANHATTAN,40.80133264239196,-73.95018770411934
177056,2016-10-01 07:32:32,2016-10-01 12:16:20,Street/Sidewalk,11213.0,BROOKLYN,BROOKLYN,40.667751468125374,-73.93003620830892
43358,2016-04-12 11:11:29,2016-04-12 15:01:10,Residential Building/House,11109.0,LONG ISLAND CITY,QUEENS,40.74457947195603,-73.9564482129711
156294,2016-09-04 19:49:01,2016-09-04 23:39:56,Residential Building/House,11418.0,RICHMOND HILL,QUEENS,40.69259652671986,-73.83714701176163
116901,2016-07-10 22:12:05,2016-07-11 05:13:16,Residential Building/House,10465.0,BRONX,BRONX,40.82755877019136,-73.82423132036098
224664,2016-12-30 23:09:49,2016-12-31 15:36:24,Residential Building/House,10452.0,BRONX,BRONX,40.83172562406914,-73.93033716597853
154402,2016-09-03 22:37:24,2016-09-04 00:21:40,Residential Building/House,11216.0,BROOKLYN,BROOKLYN,40.679704709386094,-73.95072561807281
53707,2016-04-29 17:25:41,2016-04-29 21:05:05,Residential Building/House,10306.0,STATEN ISLAND,STATEN ISLAND,40.58784182201275,-74.10035743053116
203259,2016-11-17 00:56:57,2016-11-17 05:13:18,Residential Building/House,10472.0,BRONX,BRONX,40.830479560431925,-73.8562250293595
170024,2016-09-20 19:57:17,2016-09-20 20:51:09,Residential Building/House,11205.0,BROOKLYN,BROOKLYN,40.69486451742089,-73.9792140115764
109269,2016-07-03 04:15:57,2016-07-03 05:40:14,Residential Building/House,11207.0,BROOKLYN,BROOKLYN,40.66458751686576,-73.89200803329086
132980,2016-08-05 19:12:56,2016-08-05 21:54:46,Residential Building/House,11206.0,BROOKLYN,BROOKLYN,40.70910162133153,-73.94007782735152
177368,2016-10-01 19:38:55,2016-10-01 22:21:35,Residential Building/House,11221.0,BROOKLYN,BROOKLYN,40.69196464221992,-73.9427184097739
33000,2016-03-20 23:56:39,2016-03-21 01:46:58,Residential Building/House,10453.0,BRONX,BRONX,40.84643096164128,-73.90940166279462
51692,2016-04-24 20:24:32,2016-04-24 22:17:02,Residential Building/House,11365.0,FRESH MEADOWS,QUEENS,40.7349131932339,-73.81062325677578
92924,2016-06-17 19:50:50,2016-06-17 22:56:47,Street/Sidewalk,10035.0,NEW YORK,MANHATTAN,40.796518780180065,-73.93450577265159
71155,2016-05-22 10:57:17,2016-05-22 14:46:42,Residential Building/House,10034.0,NEW YORK,MANHATTAN,40.8685352762629,-73.91840691672459
21960,2016-02-26 23:01:33,2016-02-27 01:48:18,Club/Bar/Restaurant,11238.0,BROOKLYN,BROOKLYN,40.6827204207205,-73.96329222525986
135701,2016-08-07 03:51:36,2016-08-07 04:01:24,Street/Sidewalk,11224.0,BROOKLYN,BROOKLYN,40.57432596069376,-73.99084604833183
95046,2016-06-18 22:51:17,2016-06-19 00:13:02,Residential Building/House,10009.0,NEW YORK,MANHATTAN,40.72818078049698,-73.98118439915173
113900,2016-07-08 13:42:34,2016-07-08 18:18:05,Residential Building/House,10452.0,BRONX,BRONX,40.831527104822605,-73.92886303221528
218270,2016-12-17 22:16:15,2016-12-17 22:43:05,Residential Building/House,10031.0,NEW YORK,MANHATTAN,40.821792243683134,-73.95122017445401
40453,2016-04-05 23:26:55,2016-04-06 05:55:40,Residential Building/House,10031.0,NEW YORK,MANHATTAN,40.82513201562631,-73.94397319081621
137755,2016-08-11 21:38:58,2016-08-11 23:02:43,Residential Building/House,11106.0,ASTORIA,QUEENS,40.76076831714529,-73.93902061768334
188148,2016-10-17 19:52:09,2016-10-17 23:32:17,Street/Sidewalk,11238.0,BROOKLYN,BROOKLYN,40.688331796977465,-73.95835276680367
120010,2016-07-16 19:22:14,2016-07-16 22:53:46,Street/Sidewalk,10033.0,NEW YORK,MANHATTAN,40.8455577007805,-73.93283464998305
121114,2016-07-17 00:49:56,2016-07-18 16:57:06,Residential Building/House,10469.0,BRONX,BRONX,40.88177261268808,-73.85404557267806
204072,2016-11-18 23:31:14,2016-11-19 08:00:25,Street/Sidewalk,10003.0,NEW YORK,MANHATTAN,40.728928314377,-73.98847238374199
157325,2016-09-05 00:35:36,2016-09-05 03:27:04,Street/Sidewalk,11221.0,BROOKLYN,BROOKLYN,40.689978158968955,-73.91691261041575
29870,2016-03-13 22:51:03,2016-03-13 22:57:32,Residential Building/House,11433.0,JAMAICA,QUEENS,40.69647482095065,-73.7989110857097
153410,2016-09-03 03:08:49,2016-09-03 07:32:26,Residential Building/House,11220.0,BROOKLYN,BROOKLYN,40.638498518593465,-74.01608796710441
135288,2016-08-07 01:16:12,2016-08-07 02:17:29,Park/Playground,11102.0,ASTORIA,QUEENS,40.7736670105528,-73.93608434801239
99064,2016-06-21 23:54:41,2016-06-22 02:15:47,Street/Sidewalk,10029.0,NEW YORK,MANHATTAN,40.78880833298761,-73.9499370636005
11784,2016-01-30 22:18:44,2016-01-31 12:29:05,Residential Building/House,10465.0,BRONX,BRONX,40.817662418402186,-73.81443415736891
198476,2016-11-05 23:40:10,2016-11-06 07:53:21,Residential Building/House,11417.0,OZONE PARK,QUEENS,40.67552838114428,-73.86143321609974
17956,2016-02-14 23:52:26,2016-02-15 04:03:55,Residential Building/House,11370.0,EAST ELMHURST,QUEENS,40.7573370533246,-73.88475765975562
143466,2016-08-20 22:27:48,2016-08-21 01:51:48,Residential Building/House,10034.0,NEW YORK,MANHATTAN,40.86373196853288,-73.92225590861595
141525,2016-08-18 00:17:04,2016-08-18 03:56:15,Residential Building/House,11221.0,BROOKLYN,BROOKLYN,40.69498528069128,-73.91783315942422
67023,2016-05-18 13:15:43,2016-05-19 16:00:19,Residential Building/House,10466.0,BRONX,BRONX,40.8878091664108,-73.8638298112311
57700,2016-05-06 00:56:45,2016-05-06 02:46:49,Residential Building/House,10473.0,BRONX,BRONX,40.808111365949756,-73.85076095496186
138541,2016-08-13 01:44:16,2016-08-13 04:24:06,Street/Sidewalk,10029.0,NEW YORK,MANHATTAN,40.7913079793588,-73.94811865033147
34069,2016-03-24 16:44:22,2016-03-28 08:44:35,Residential Building/House,10452.0,BRONX,BRONX,40.831527104822605,-73.92886303221528
31954,2016-03-19 21:53:39,2016-03-20 05:13:20,Residential Building/House,11385.0,RIDGEWOOD,QUEENS,40.70136281330125,-73.9021224776948
46977,2016-04-17 22:30:15,2016-04-18 01:03:41,Residential Building/House,11208.0,BROOKLYN,BROOKLYN,40.68084042635096,-73.88463747552123
77300,2016-05-29 02:02:40,2016-05-29 13:47:57,Street/Sidewalk,10451.0,BRONX,BRONX,40.826104344727696,-73.92577224178703
215348,2016-12-11 00:50:41,2016-12-11 05:03:08,Residential Building/House,11208.0,BROOKLYN,BROOKLYN,40.68052103567932,-73.86365098114405
27675,2016-03-11 09:09:29,2016-03-11 10:04:45,Residential Building/House,10031.0,NEW YORK,MANHATTAN,40.82835038963275,-73.94160008424866
44538,2016-04-15 22:11:22,2016-04-15 23:27:03,Residential Building/House,11374.0,REGO PARK,QUEENS,40.733468453882224,-73.85756012999359
13288,2016-02-03 20:32:12,2016-02-04 01:25:08,Street/Sidewalk,10465.0,BRONX,BRONX,40.841183827338476,-73.81734657628392
167449,2016-09-17 23:42:11,2016-09-18 02:46:46,Residential Building/House,10024.0,NEW YORK,MANHATTAN,40.78614047912379,-73.97545884231658
137006,2016-08-09 00:43:14,2016-08-19 16:51:47,Residential Building/House,10451.0,BRONX,BRONX,40.82878318281196,-73.92161741816375
194471,2016-10-30 00:23:02,2016-10-30 03:33:04,Residential Building/House,11374.0,REGO PARK,QUEENS,40.730666977572405,-73.85609400675855
30867,2016-03-17 21:38:04,2016-03-17 22:27:34,Residential Building/House,10312.0,STATEN ISLAND,STATEN ISLAND,40.54676503081475,-74.1688915574833
144712,2016-08-21 12:43:30,2016-08-21 13:25:33,Residential Building/House,10457.0,BRONX,BRONX,40.85512383752843,-73.89991525957247
31093,2016-03-18 10:23:06,2016-03-18 13:08:28,Residential Building/House,11221.0,BROOKLYN,BROOKLYN,40.692779796865146,-73.9158489365847
149890,2016-08-28 18:49:12,2016-08-28 19:37:28,Residential Building/House,10024.0,NEW YORK,MANHATTAN,40.78307933468213,-73.97209095230653
140218,2016-08-14 16:14:16,2016-08-14 18:50:16,Park/Playground,11419.0,SOUTH RICHMOND HILL,QUEENS,40.694317206762534,-73.82034896129332
8296,2016-01-19 00:23:53,2016-01-19 02:25:41,Residential Building/House,11377.0,WOODSIDE,QUEENS,40.74421746720316,-73.9097247115643
43860,2016-04-14 01:06:27,2016-04-14 03:03:38,Store/Commercial,11249.0,BROOKLYN,BROOKLYN,40.71299887749037,-73.96633081126946
43063,2016-04-11 00:55:36,2016-04-11 01:48:33,Residential Building/House,11385.0,RIDGEWOOD,QUEENS,40.69725220682983,-73.90337268782297
114049,2016-07-08 23:21:43,2016-07-09 01:55:55,Residential Building/House,10466.0,BRONX,BRONX,40.886168864414884,-73.84505239404827
16696,2016-02-12 23:36:01,2016-02-13 00:48:27,Residential Building/House,10032.0,NEW YORK,MANHATTAN,40.834427306739336,-73.94184048438967
134674,2016-08-06 23:10:29,2016-08-07 00:09:34,Residential Building/House,10016.0,NEW YORK,MANHATTAN,40.74359966316514,-73.97516415461659
577,2016-01-01 00:19:18,2016-01-01 08:32:50,Residential Building/House,11207.0,BROOKLYN,BROOKLYN,40.65551660248385,-73.88415147136058
157924,2016-09-05 14:07:01,2016-09-05 17:05:05,Residential Building/House,11225.0,BROOKLYN,BROOKLYN,40.65662129596871,-73.95806621423951
162411,2016-09-11 02:31:02,2016-09-11 03:54:04,Residential Building/House,11417.0,OZONE PARK,QUEENS,40.68140269616415,-73.83669842819238
220274,2016-12-22 01:49:35,2016-12-22 03:16:41,Store/Commercial,10457.0,BRONX,BRONX,40.847347029510324,-73.90187875980624
63151,2016-05-13 21:07:25,2016-05-13 21:36:36,Residential Building/House,11238.0,BROOKLYN,BROOKLYN,40.683600700174395,-73.96088682854742
70877,2016-05-22 01:53:08,2016-05-22 02:25:53,Residential Building/House,10009.0,NEW YORK,MANHATTAN,40.730175965340905,-73.97969730467524
54881,2016-04-30 22:09:55,2016-05-02 15:32:39,Residential Building/House,10456.0,BRONX,BRONX,40.83480729197539,-73.91320109918053
147922,2016-08-27 20:20:32,2016-08-27 23:20:05,Residential Building/House,11373.0,ELMHURST,QUEENS,40.74170332265832,-73.87210368437196
138296,2016-08-12 23:17:25,2016-08-13 01:34:37,Residential Building/House,10016.0,NEW YORK,MANHATTAN,40.74694077142552,-73.97891626202973
60001,2016-05-08 02:09:26,2016-05-08 09:48:31,Residential Building/House,11237.0,BROOKLYN,BROOKLYN,40.69484474782031,-73.90976992553388
139182,2016-08-13 22:20:03,2016-08-14 00:43:44,Street/Sidewalk,10457.0,BRONX,BRONX,40.847710712619254,-73.89117941312054
863,2016-01-01 01:46:49,2016-01-01 03:09:20,Residential Building/House,10468.0,BRONX,BRONX,40.87071884552848,-73.89948321129036
18205,2016-02-15 18:54:57,2016-02-15 19:45:18,Residential Building/House,11205.0,BROOKLYN,BROOKLYN,40.690243604946,-73.97225962383666
39916,2016-04-03 20:55:04,2016-04-03 21:21:36,Store/Commercial,11211.0,BROOKLYN,BROOKLYN,40.71895912885685,-73.95438343968911
79010,2016-05-30 00:18:27,2016-05-30 09:36:39,Residential Building/House,11203.0,BROOKLYN,BROOKLYN,40.64132108657034,-73.93318436276294
101185,2016-06-25 02:34:45,2016-06-25 03:53:11,Club/Bar/Restaurant,11211.0,BROOKLYN,BROOKLYN,40.714950705978474,-73.9517528821412
205994,2016-11-21 22:59:03,2016-11-22 05:24:38,Club/Bar/Restaurant,10040.0,NEW YORK,MANHATTAN,40.863282054634674,-73.92678280024691
96671,2016-06-19 04:53:56,2016-06-19 05:26:11,Store/Commercial,10031.0,NEW YORK,MANHATTAN,40.82465814492888,-73.95221531916319
198738,2016-11-06 01:00:32,2016-11-06 01:45:53,Store/Commercial,11206.0,BROOKLYN,BROOKLYN,40.699405690173975,-73.93741057796946
160666,2016-09-10 00:59:10,2016-09-10 08:05:53,Store/Commercial,11223.0,BROOKLYN,BROOKLYN,40.59596770773359,-73.98221908607593
188095,2016-10-17 16:13:11,2016-10-17 21:33:51,Street/Sidewalk,10029.0,NEW YORK,MANHATTAN,40.7988432311122,-73.94431315586664
44407,2016-04-15 19:25:04,2016-04-15 19:36:15,Street/Sidewalk,11220.0,BROOKLYN,BROOKLYN,40.63197391416893,-74.01775087670269
7430,2016-01-17 00:52:49,2016-01-17 01:29:14,Residential Building/House,11235.0,BROOKLYN,BROOKLYN,40.57863240022993,-73.96283464681851
98652,2016-06-21 00:35:39,2016-06-21 04:29:31,Street/Sidewalk,10467.0,BRONX,BRONX,40.87698655588999,-73.87321032891687
108160,2016-07-02 23:29:21,2016-07-04 00:33:47,Residential Building/House,10456.0,BRONX,BRONX,40.83401440441379,-73.91364662091516
31791,2016-03-19 18:58:09,2016-03-20 08:53:41,Residential Building/House,10003.0,NEW YORK,MANHATTAN,40.73151080123301,-73.98556376206908
17167,2016-02-13 22:07:13,2016-02-14 05:01:55,Residential Building/House,11221.0,BROOKLYN,BROOKLYN,40.68696281874314,-73.93114825601698
117053,2016-07-10 23:04:27,2016-07-11 08:05:23,Residential Building/House,11233.0,BROOKLYN,BROOKLYN,40.67887055067578,-73.91025301845082
47857,2016-04-19 21:20:10,2016-04-19 22:55:53,Residential Building/House,10014.0,NEW YORK,MANHATTAN,40.73605964848975,-74.00514558375309
17493,2016-02-14 01:56:28,2016-02-14 03:53:57,Residential Building/House,10462.0,BRONX,BRONX,40.8559844119099,-73.86383351463321
145499,2016-08-23 01:27:44,2016-08-23 08:01:39,Club/Bar/Restaurant,11434.0,JAMAICA,QUEENS,40.68187089534303,-73.7660623046722
157437,2016-09-05 01:06:40,2016-09-05 03:29:29,Street/Sidewalk,11208.0,BROOKLYN,BROOKLYN,40.67991612044533,-73.86743785658173
67678,2016-05-19 23:04:41,2016-05-19 23:25:07,Club/Bar/Restaurant,10003.0,NEW YORK,MANHATTAN,40.73413951274722,-73.9803997154837
181723,2016-10-08 05:01:19,2016-10-08 08:16:08,Street/Sidewalk,10455.0,BRONX,BRONX,40.81280194497268,-73.91562492984312
198200,2016-11-05 21:56:30,2016-11-06 07:45:31,Street/Sidewalk,11226.0,BROOKLYN,BROOKLYN,40.64127254993022,-73.95829565997418
32154,2016-03-19 23:24:10,2016-03-20 03:40:37,Residential Building/House,10457.0,BRONX,BRONX,40.84096775231571,-73.91133903015907
65472,2016-05-15 01:57:10,2016-05-15 07:17:27,Residential Building/House,11435.0,JAMAICA,QUEENS,40.6852865793806,-73.80018156855344
182447,2016-10-08 23:26:51,2016-10-09 06:01:08,Residential Building/House,11214.0,BROOKLYN,BROOKLYN,40.60560877743053,-73.99722335677588
182211,2016-10-08 22:18:20,2016-10-08 23:11:18,Residential Building/House,10025.0,NEW YORK,MANHATTAN,40.79862370810118,-73.96550374417565
144594,2016-08-21 03:21:38,2016-08-21 08:26:26,Residential Building/House,11233.0,BROOKLYN,BROOKLYN,40.68096264382219,-73.92236442793505
180692,2016-10-07 00:08:06,2016-10-07 01:52:52,Residential Building/House,11419.0,SOUTH RICHMOND HILL,QUEENS,40.69438696168278,-73.8193210188726
46856,2016-04-17 20:50:17,2016-04-17 23:31:20,Residential Building/House,11226.0,BROOKLYN,BROOKLYN,40.64498092944949,-73.95877981171365
173515,2016-09-24 23:44:52,2016-09-25 03:06:50,Residential Building/House,10009.0,NEW YORK,MANHATTAN,40.73019006689779,-73.98196678647331
221653,2016-12-24 23:34:07,2016-12-25 01:58:38,Club/Bar/Restaurant,11103.0,ASTORIA,QUEENS,40.759723049277646,-73.91396312762788
202912,2016-11-15 20:51:27,2016-11-15 23:03:02,Residential Building/House,10463.0,NEW YORK,MANHATTAN,40.877449669903285,-73.9104984611231
224618,2016-12-30 22:19:37,2016-12-30 22:38:12,Street/Sidewalk,10018.0,NEW YORK,MANHATTAN,40.754437993100346,-73.98811424806044
22457,2016-02-27 17:50:21,2016-02-27 22:39:54,Residential Building/House,10033.0,NEW YORK,MANHATTAN,40.85110265547368,-73.9389414166606
10239,2016-01-26 12:04:25,2016-01-26 20:37:13,Residential Building/House,10457.0,BRONX,BRONX,40.84999893979485,-73.90249655680688
79022,2016-05-30 00:21:50,2016-05-30 02:25:38,Residential Building/House,11419.0,SOUTH RICHMOND HILL,QUEENS,40.68438249649901,-73.82123386266656
176795,2016-10-01 00:25:38,2016-10-01 04:17:06,Residential Building/House,10306.0,STATEN ISLAND,STATEN ISLAND,40.57906513842803,-74.10811287953392
59330,2016-05-07 23:14:27,2016-05-08 01:18:01,Residential Building/House,11419.0,SOUTH RICHMOND HILL,QUEENS,40.682111877897576,-73.82983183641889
29847,2016-03-13 22:19:28,2016-03-14 02:51:07,Store/Commercial,10034.0,NEW YORK,MANHATTAN,40.86597800798226,-73.9195308453907
162697,2016-09-11 13:06:54,2016-09-11 19:21:44,Residential Building/House,11428.0,QUEENS VILLAGE,QUEENS,40.716859155802325,-73.7519248359598
126478,2016-07-24 02:57:55,2016-07-24 05:33:49,Street/Sidewalk,10033.0,NEW YORK,MANHATTAN,40.852777513002465,-73.930293428889
134967,2016-08-07 00:09:43,2016-08-07 03:25:43,Residential Building/House,10033.0,NEW YORK,MANHATTAN,40.85238025009429,-73.93149393068829
216670,2016-12-14 07:48:39,2016-12-14 22:24:41,Residential Building/House,10467.0,BRONX,BRONX,40.8587476839271,-73.86562454420242
2739,2016-01-03 05:43:24,2016-01-03 07:51:13,Residential Building/House,11221.0,BROOKLYN,BROOKLYN,40.688687992538036,-73.91674113765757
258,2015-12-31 17:50:04,2015-12-31 22:42:41,Residential Building/House,11420.0,SOUTH OZONE PARK,QUEENS,40.670420293651155,-73.81123174841919
204361,2016-11-19 01:55:35,2016-11-19 02:04:55,Residential Building/House,10453.0,BRONX,BRONX,40.85798821858457,-73.90512380963419
196340,2016-11-01 21:17:39,2016-11-02 08:18:28,Residential Building/House,11420.0,SOUTH OZONE PARK,QUEENS,40.676730810826,-73.81648469165543
122954,2016-07-19 20:30:56,2016-07-19 21:18:52,Street/Sidewalk,11215.0,BROOKLYN,BROOKLYN,40.655857041120036,-73.96252492429262
117872,2016-07-12 17:13:11,2016-07-12 23:20:23,Residential Building/House,11206.0,BROOKLYN,BROOKLYN,40.69539482087356,-73.93602234853374
200253,2016-11-10 21:27:24,2016-11-10 22:13:25,Residential Building/House,11212.0,BROOKLYN,BROOKLYN,40.66464226432536,-73.90759398721639
185419,2016-10-14 23:07:02,2016-10-15 07:29:15,Residential Building/House,11221.0,BROOKLYN,BROOKLYN,40.69332116836336,-73.92062993172776
57281,2016-05-05 10:17:24,2016-05-05 10:43:35,Street/Sidewalk,10007.0,NEW YORK,MANHATTAN,40.713809944084936,-74.01371457152324
143143,2016-08-20 20:24:20,2016-08-20 21:17:47,Residential Building/House,11236.0,BROOKLYN,BROOKLYN,40.62992841156994,-73.90690710802521
10602,2016-01-27 23:41:39,2016-01-28 03:32:41,Store/Commercial,11238.0,BROOKLYN,BROOKLYN,40.68033712790219,-73.9607769756192
90057,2016-06-12 12:09:51,2016-06-12 17:18:05,Residential Building/House,11233.0,BROOKLYN,BROOKLYN,40.67005685684769,-73.92119834131182
88596,2016-06-11 21:26:33,2016-06-11 22:09:39,Residential Building/House,10029.0,NEW YORK,MANHATTAN,40.78812419855567,-73.94835947221164
6288,2016-01-15 03:02:26,2016-01-15 04:19:33,Residential Building/House,10027.0,NEW YORK,MANHATTAN,40.81422432071962,-73.94952055422276
211022,2016-12-03 00:15:49,2016-12-03 01:39:12,Residential Building/House,11233.0,BROOKLYN,BROOKLYN,40.68038451345464,-73.92388657665241
55895,2016-05-01 03:52:34,2016-05-01 07:24:54,Residential Building/House,10009.0,NEW YORK,MANHATTAN,40.72275223350125,-73.9851724218267
117545,2016-07-11 20:57:56,2016-07-12 02:25:42,Store/Commercial,11209.0,BROOKLYN,BROOKLYN,40.63456879940975,-74.0265030500192
154940,2016-09-04 00:12:58,2016-09-04 11:15:01,Residential Building/House,10468.0,BRONX,BRONX,40.86089705155353,-73.90783104422655
65129,2016-05-15 00:24:45,2016-05-15 02:29:43,Residential Building/House,11209.0,BROOKLYN,BROOKLYN,40.61256187574632,-74.0338706526986
128597,2016-07-29 21:30:09,2016-07-29 21:45:21,Residential Building/House,11203.0,BROOKLYN,BROOKLYN,40.64964391266528,-73.92529827142965
193565,2016-10-29 18:15:06,2016-10-30 08:44:10,Club/Bar/Restaurant,11211.0,BROOKLYN,BROOKLYN,40.71450142127454,-73.96128713500472
205367,2016-11-20 01:14:08,2016-11-20 02:29:43,Residential Building/House,10030.0,NEW YORK,MANHATTAN,40.81759091897002,-73.94124824367849
148018,2016-08-27 21:11:16,2016-08-28 01:13:45,Residential Building/House,11417.0,OZONE PARK,QUEENS,40.66950983809094,-73.83688976263011
14072,2016-02-06 00:22:01,2016-02-06 01:04:00,Club/Bar/Restaurant,10017.0,NEW YORK,MANHATTAN,40.753184110416676,-73.9741896710539
110883,2016-07-04 00:36:37,2016-07-04 01:30:28,Residential Building/House,10302.0,STATEN ISLAND,STATEN ISLAND,40.625672127318815,-74.14301675972162
96187,2016-06-19 01:38:05,2016-06-19 03:37:55,Residential Building/House,11207.0,BROOKLYN,BROOKLYN,40.67244867397557,-73.89212508340613
2097,2016-01-02 21:33:31,2016-01-02 22:30:46,Club/Bar/Restaurant,11694.0,ROCKAWAY PARK,QUEENS,40.5831538954467,-73.822599270947
53273,2016-04-28 17:39:18,2016-04-28 18:43:53,Residential Building/House,10002.0,NEW YORK,MANHATTAN,40.71660462938471,-73.99171391593738
147089,2016-08-26 23:24:17,2016-08-26 23:30:22,Store/Commercial,10308.0,STATEN ISLAND,STATEN ISLAND,40.544307743887856,-74.14090687102627
131528,2016-08-02 20:31:52,2016-08-02 21:00:15,Park/Playground,10471.0,BRONX,BRONX,40.889458535996,-73.89827220400643
214054,2016-12-09 21:50:42,2016-12-10 04:55:55,Residential Building/House,10039.0,NEW YORK,MANHATTAN,40.820533288941945,-73.93614411094367
118151,2016-07-12 23:56:30,2016-07-13 10:32:50,Street/Sidewalk,10453.0,BRONX,BRONX,40.84935305610719,-73.90811451698241
130578,2016-07-31 15:18:46,2016-08-02 18:47:13,Residential Building/House,10470.0,BRONX,BRONX,40.903985889539534,-73.85446345160416
121591,2016-07-17 03:30:31,2016-07-17 03:40:14,Residential Building/House,11221.0,BROOKLYN,BROOKLYN,40.69003106558922,-73.93047078182597
94531,2016-06-18 21:02:18,2016-06-18 23:47:33,Street/Sidewalk,11367.0,FLUSHING,QUEENS,40.73472616870575,-73.83730745403359
196315,2016-11-01 20:17:25,2016-11-02 00:27:45,Residential Building/House,10457.0,BRONX,BRONX,40.854957675497005,-73.89822375671494
38576,2016-04-02 03:54:20,2016-04-02 07:59:08,Residential Building/House,11212.0,BROOKLYN,BROOKLYN,40.6586765393415,-73.92052698283617
151661,2016-08-31 22:08:35,2016-08-31 22:21:51,Street/Sidewalk,11226.0,BROOKLYN,BROOKLYN,40.65494689537713,-73.95783660963446
222786,2016-12-26 00:22:16,2016-12-26 03:39:28,Residential Building/House,10462.0,BRONX,BRONX,40.85267001443538,-73.86485965492638
