,id,original_title,original_language,release_date,popularity,vote_average,vote_count,media_type,adult
6905,603692,John Wick: Chapter 4,English,2023-03-22,2569.508,8.161,635,movie,False
6906,493529,Dungeons & Dragons: Honor Among Thieves,English,2023-03-23,702.523,7.598,128,movie,False
6907,932430,Prom Pact,English,2023-03-30,85.403,8.0,10,movie,False
6908,95558,,English,,64.625,8.0,8,tv,False
6909,816904,Momias,Spain,2023-01-05,1224.45,7.008,64,movie,False
6910,514999,Murder Mystery,English,2019-05-25,197.421,6.252,3642,movie,False
6911,1049638,Rye Lane,English,2023-03-17,30.374,7.778,18,movie,False
6912,739405,Operation Fortune: Ruse de Guerre,English,2023-01-04,184.229,6.721,297,movie,False
6913,158876,,Chinese,,58.304,8.4,9,tv,False
6914,921355,Assassin,English,2023-03-31,80.805,4.8,11,movie,False
6915,117465,,Japanese,,62.392,10.0,4,tv,False
6916,933419,Champions,English,2023-03-09,104.315,6.512,43,movie,False
6917,208891,,Japanese,,59.825,8.667,3,tv,False
6918,878375,On a Wing and a Prayer,English,2023-04-06,53.714,8.0,4,movie,False
6919,82856,,English,,1108.646,8.488,8697,tv,False
6920,638974,Murder Mystery 2,English,2023-03-26,235.901,6.8,187,movie,False
6921,677179,Creed III,English,2023-03-01,1537.879,7.2,561,movie,False
6922,726759,Tetris,English,2023-03-15,66.661,7.7,100,movie,False
6923,76600,Avatar: The Way of Water,English,2022-12-14,10224.28,7.742,6335,movie,False
6924,849869,길복순,Korean,2023-02-17,33.985,6.9,39,movie,False
6925,603692,John Wick: Chapter 4,English,2023-03-22,2569.508,8.161,635,movie,False
6926,493529,Dungeons & Dragons: Honor Among Thieves,English,2023-03-23,702.523,7.598,128,movie,False
6927,932430,Prom Pact,English,2023-03-30,85.403,8.0,10,movie,False
6928,95558,,English,,64.625,8.0,8,tv,False
6929,816904,Momias,Spain,2023-01-05,1224.45,7.008,64,movie,False
6930,514999,Murder Mystery,English,2019-05-25,197.421,6.252,3642,movie,False
6931,1049638,Rye Lane,English,2023-03-17,30.374,7.778,18,movie,False
6932,739405,Operation Fortune: Ruse de Guerre,English,2023-01-04,184.229,6.721,297,movie,False
6933,158876,,Chinese,,58.304,8.4,9,tv,False
6934,921355,Assassin,English,2023-03-31,80.805,4.8,11,movie,False
6935,117465,,Japanese,,62.392,10.0,4,tv,False
6936,933419,Champions,English,2023-03-09,104.315,6.512,43,movie,False
6937,208891,,Japanese,,59.825,8.667,3,tv,False
6938,878375,On a Wing and a Prayer,English,2023-04-06,53.714,8.0,4,movie,False
6939,82856,,English,,1108.646,8.488,8697,tv,False
6940,638974,Murder Mystery 2,English,2023-03-26,235.901,6.8,187,movie,False
6941,677179,Creed III,English,2023-03-01,1537.879,7.2,561,movie,False
6942,726759,Tetris,English,2023-03-15,66.661,7.7,100,movie,False
6943,76600,Avatar: The Way of Water,English,2022-12-14,10224.28,7.742,6335,movie,False
6944,849869,길복순,Korean,2023-02-17,33.985,6.9,39,movie,False
6945,603692,John Wick: Chapter 4,English,2023-03-22,2569.508,8.161,635,movie,False
6946,493529,Dungeons & Dragons: Honor Among Thieves,English,2023-03-23,702.523,7.598,128,movie,False
6947,932430,Prom Pact,English,2023-03-30,85.403,8.0,10,movie,False
6948,95558,,English,,64.625,8.0,8,tv,False
6949,816904,Momias,Spain,2023-01-05,1224.45,7.008,64,movie,False
6950,514999,Murder Mystery,English,2019-05-25,197.421,6.252,3642,movie,False
6951,1049638,Rye Lane,English,2023-03-17,30.374,7.778,18,movie,False
6952,739405,Operation Fortune: Ruse de Guerre,English,2023-01-04,184.229,6.721,297,movie,False
6953,158876,,Chinese,,58.304,8.4,9,tv,False
6954,921355,Assassin,English,2023-03-31,80.805,4.8,11,movie,False
6955,117465,,Japanese,,62.392,10.0,4,tv,False
6956,933419,Champions,English,2023-03-09,104.315,6.512,43,movie,False
6957,208891,,Japanese,,59.825,8.667,3,tv,False
6958,878375,On a Wing and a Prayer,English,2023-04-06,53.714,8.0,4,movie,False
6959,82856,,English,,1108.646,8.488,8697,tv,False
6960,638974,Murder Mystery 2,English,2023-03-26,235.901,6.8,187,movie,False
6961,677179,Creed III,English,2023-03-01,1537.879,7.2,561,movie,False
6962,726759,Tetris,English,2023-03-15,66.661,7.7,100,movie,False
6963,76600,Avatar: The Way of Water,English,2022-12-14,10224.28,7.742,6335,movie,False
6964,849869,길복순,Korean,2023-02-17,33.985,6.9,39,movie,False
6965,603692,John Wick: Chapter 4,English,2023-03-22,2569.508,8.161,635,movie,False
6966,493529,Dungeons & Dragons: Honor Among Thieves,English,2023-03-23,702.523,7.598,128,movie,False
6967,932430,Prom Pact,English,2023-03-30,85.403,8.0,10,movie,False
6968,95558,,English,,64.625,8.0,8,tv,False
6969,816904,Momias,Spain,2023-01-05,1224.45,7.008,64,movie,False
6970,514999,Murder Mystery,English,2019-05-25,197.421,6.252,3642,movie,False
6971,1049638,Rye Lane,English,2023-03-17,30.374,7.778,18,movie,False
6972,739405,Operation Fortune: Ruse de Guerre,English,2023-01-04,184.229,6.721,297,movie,False
6973,158876,,Chinese,,58.304,8.4,9,tv,False
6974,921355,Assassin,English,2023-03-31,80.805,4.8,11,movie,False
6975,117465,,Japanese,,62.392,10.0,4,tv,False
6976,933419,Champions,English,2023-03-09,104.315,6.512,43,movie,False
6977,208891,,Japanese,,59.825,8.667,3,tv,False
6978,878375,On a Wing and a Prayer,English,2023-04-06,53.714,8.0,4,movie,False
6979,82856,,English,,1108.646,8.488,8697,tv,False
6980,638974,Murder Mystery 2,English,2023-03-26,235.901,6.8,187,movie,False
6981,677179,Creed III,English,2023-03-01,1537.879,7.2,561,movie,False
6982,726759,Tetris,English,2023-03-15,66.661,7.7,100,movie,False
6983,76600,Avatar: The Way of Water,English,2022-12-14,10224.28,7.742,6335,movie,False
6984,849869,길복순,Korean,2023-02-17,33.985,6.9,39,movie,False
6985,603692,John Wick: Chapter 4,English,2023-03-22,2569.508,8.161,635,movie,False
6986,493529,Dungeons & Dragons: Honor Among Thieves,English,2023-03-23,702.523,7.598,128,movie,False
6987,932430,Prom Pact,English,2023-03-30,85.403,8.0,10,movie,False
6988,95558,,English,,64.625,8.0,8,tv,False
6989,816904,Momias,Spain,2023-01-05,1224.45,7.008,64,movie,False
6990,514999,Murder Mystery,English,2019-05-25,197.421,6.252,3642,movie,False
6991,1049638,Rye Lane,English,2023-03-17,30.374,7.778,18,movie,False
6992,739405,Operation Fortune: Ruse de Guerre,English,2023-01-04,184.229,6.721,297,movie,False
6993,158876,,Chinese,,58.304,8.4,9,tv,False
6994,921355,Assassin,English,2023-03-31,80.805,4.8,11,movie,False
6995,117465,,Japanese,,62.392,10.0,4,tv,False
6996,933419,Champions,English,2023-03-09,104.315,6.512,43,movie,False
6997,208891,,Japanese,,59.825,8.667,3,tv,False
6998,878375,On a Wing and a Prayer,English,2023-04-06,53.714,8.0,4,movie,False
6999,82856,,English,,1108.646,8.488,8697,tv,False
7000,638974,Murder Mystery 2,English,2023-03-26,235.901,6.8,187,movie,False
7001,677179,Creed III,English,2023-03-01,1537.879,7.2,561,movie,False
7002,726759,Tetris,English,2023-03-15,66.661,7.7,100,movie,False
7003,76600,Avatar: The Way of Water,English,2022-12-14,10224.28,7.742,6335,movie,False
7004,849869,길복순,Korean,2023-02-17,33.985,6.9,39,movie,False
7005,603692,John Wick: Chapter 4,English,2023-03-22,2569.508,8.161,635,movie,False
7006,493529,Dungeons & Dragons: Honor Among Thieves,English,2023-03-23,702.523,7.598,128,movie,False
7007,932430,Prom Pact,English,2023-03-30,85.403,8.0,10,movie,False
7008,95558,,English,,64.625,8.0,8,tv,False
7009,816904,Momias,Spain,2023-01-05,1224.45,7.008,64,movie,False
7010,514999,Murder Mystery,English,2019-05-25,197.421,6.252,3642,movie,False
7011,1049638,Rye Lane,English,2023-03-17,30.374,7.778,18,movie,False
7012,739405,Operation Fortune: Ruse de Guerre,English,2023-01-04,184.229,6.721,297,movie,False
7013,158876,,Chinese,,58.304,8.4,9,tv,False
7014,921355,Assassin,English,2023-03-31,80.805,4.8,11,movie,False
7015,117465,,Japanese,,62.392,10.0,4,tv,False
7016,933419,Champions,English,2023-03-09,104.315,6.512,43,movie,False
7017,208891,,Japanese,,59.825,8.667,3,tv,False
7018,878375,On a Wing and a Prayer,English,2023-04-06,53.714,8.0,4,movie,False
7019,82856,,English,,1108.646,8.488,8697,tv,False
7020,638974,Murder Mystery 2,English,2023-03-26,235.901,6.8,187,movie,False
7021,677179,Creed III,English,2023-03-01,1537.879,7.2,561,movie,False
7022,726759,Tetris,English,2023-03-15,66.661,7.7,100,movie,False
7023,76600,Avatar: The Way of Water,English,2022-12-14,10224.28,7.742,6335,movie,False
7024,849869,길복순,Korean,2023-02-17,33.985,6.9,39,movie,False
7025,603692,John Wick: Chapter 4,English,2023-03-22,2569.508,8.161,635,movie,False
7026,493529,Dungeons & Dragons: Honor Among Thieves,English,2023-03-23,702.523,7.598,128,movie,False
7027,932430,Prom Pact,English,2023-03-30,85.403,8.0,10,movie,False
7028,95558,,English,,64.625,8.0,8,tv,False
7029,816904,Momias,Spain,2023-01-05,1224.45,7.008,64,movie,False
7030,514999,Murder Mystery,English,2019-05-25,197.421,6.252,3642,movie,False
7031,1049638,Rye Lane,English,2023-03-17,30.374,7.778,18,movie,False
7032,739405,Operation Fortune: Ruse de Guerre,English,2023-01-04,184.229,6.721,297,movie,False
7033,158876,,Chinese,,58.304,8.4,9,tv,False
7034,921355,Assassin,English,2023-03-31,80.805,4.8,11,movie,False
7035,117465,,Japanese,,62.392,10.0,4,tv,False
7036,933419,Champions,English,2023-03-09,104.315,6.512,43,movie,False
7037,208891,,Japanese,,59.825,8.667,3,tv,False
7038,878375,On a Wing and a Prayer,English,2023-04-06,53.714,8.0,4,movie,False
7039,82856,,English,,1108.646,8.488,8697,tv,False
7040,638974,Murder Mystery 2,English,2023-03-26,235.901,6.8,187,movie,False
7041,677179,Creed III,English,2023-03-01,1537.879,7.2,561,movie,False
7042,726759,Tetris,English,2023-03-15,66.661,7.7,100,movie,False
7043,76600,Avatar: The Way of Water,English,2022-12-14,10224.28,7.742,6335,movie,False
7044,849869,길복순,Korean,2023-02-17,33.985,6.9,39,movie,False
7045,603692,John Wick: Chapter 4,English,2023-03-22,2569.508,8.161,635,movie,False
7046,493529,Dungeons & Dragons: Honor Among Thieves,English,2023-03-23,702.523,7.598,128,movie,False
7047,932430,Prom Pact,English,2023-03-30,85.403,8.0,10,movie,False
7048,95558,,English,,64.625,8.0,8,tv,False
7049,816904,Momias,Spain,2023-01-05,1224.45,7.008,64,movie,False
7050,514999,Murder Mystery,English,2019-05-25,197.421,6.252,3642,movie,False
7051,1049638,Rye Lane,English,2023-03-17,30.374,7.778,18,movie,False
7052,739405,Operation Fortune: Ruse de Guerre,English,2023-01-04,184.229,6.721,297,movie,False
7053,158876,,Chinese,,58.304,8.4,9,tv,False
7054,921355,Assassin,English,2023-03-31,80.805,4.8,11,movie,False
7055,117465,,Japanese,,62.392,10.0,4,tv,False
7056,933419,Champions,English,2023-03-09,104.315,6.512,43,movie,False
7057,208891,,Japanese,,59.825,8.667,3,tv,False
7058,878375,On a Wing and a Prayer,English,2023-04-06,53.714,8.0,4,movie,False
7059,82856,,English,,1108.646,8.488,8697,tv,False
7060,638974,Murder Mystery 2,English,2023-03-26,235.901,6.8,187,movie,False
7061,677179,Creed III,English,2023-03-01,1537.879,7.2,561,movie,False
7062,726759,Tetris,English,2023-03-15,66.661,7.7,100,movie,False
7063,76600,Avatar: The Way of Water,English,2022-12-14,10224.28,7.742,6335,movie,False
7064,849869,길복순,Korean,2023-02-17,33.985,6.9,39,movie,False
7065,603692,John Wick: Chapter 4,English,2023-03-22,2569.508,8.161,635,movie,False
7066,493529,Dungeons & Dragons: Honor Among Thieves,English,2023-03-23,702.523,7.598,128,movie,False
7067,932430,Prom Pact,English,2023-03-30,85.403,8.0,10,movie,False
7068,95558,,English,,64.625,8.0,8,tv,False
7069,816904,Momias,Spain,2023-01-05,1224.45,7.008,64,movie,False
7070,514999,Murder Mystery,English,2019-05-25,197.421,6.252,3642,movie,False
7071,1049638,Rye Lane,English,2023-03-17,30.374,7.778,18,movie,False
7072,739405,Operation Fortune: Ruse de Guerre,English,2023-01-04,184.229,6.721,297,movie,False
7073,158876,,Chinese,,58.304,8.4,9,tv,False
7074,921355,Assassin,English,2023-03-31,80.805,4.8,11,movie,False
7075,117465,,Japanese,,62.392,10.0,4,tv,False
7076,933419,Champions,English,2023-03-09,104.315,6.512,43,movie,False
7077,208891,,Japanese,,59.825,8.667,3,tv,False
7078,878375,On a Wing and a Prayer,English,2023-04-06,53.714,8.0,4,movie,False
7079,82856,,English,,1108.646,8.488,8697,tv,False
7080,638974,Murder Mystery 2,English,2023-03-26,235.901,6.8,187,movie,False
7081,677179,Creed III,English,2023-03-01,1537.879,7.2,561,movie,False
7082,726759,Tetris,English,2023-03-15,66.661,7.7,100,movie,False
7083,76600,Avatar: The Way of Water,English,2022-12-14,10224.28,7.742,6335,movie,False
7084,849869,길복순,Korean,2023-02-17,33.985,6.9,39,movie,False
7085,603692,John Wick: Chapter 4,English,2023-03-22,2569.508,8.161,635,movie,False
7086,493529,Dungeons & Dragons: Honor Among Thieves,English,2023-03-23,702.523,7.598,128,movie,False
7087,932430,Prom Pact,English,2023-03-30,85.403,8.0,10,movie,False
7088,95558,,English,,64.625,8.0,8,tv,False
7089,816904,Momias,Spain,2023-01-05,1224.45,7.008,64,movie,False
7090,514999,Murder Mystery,English,2019-05-25,197.421,6.252,3642,movie,False
7091,1049638,Rye Lane,English,2023-03-17,30.374,7.778,18,movie,False
7092,739405,Operation Fortune: Ruse de Guerre,English,2023-01-04,184.229,6.721,297,movie,False
7093,158876,,Chinese,,58.304,8.4,9,tv,False
7094,921355,Assassin,English,2023-03-31,80.805,4.8,11,movie,False
7095,117465,,Japanese,,62.392,10.0,4,tv,False
7096,933419,Champions,English,2023-03-09,104.315,6.512,43,movie,False
7097,208891,,Japanese,,59.825,8.667,3,tv,False
7098,878375,On a Wing and a Prayer,English,2023-04-06,53.714,8.0,4,movie,False
7099,82856,,English,,1108.646,8.488,8697,tv,False
7100,638974,Murder Mystery 2,English,2023-03-26,235.901,6.8,187,movie,False
7101,677179,Creed III,English,2023-03-01,1537.879,7.2,561,movie,False
7102,726759,Tetris,English,2023-03-15,66.661,7.7,100,movie,False
7103,76600,Avatar: The Way of Water,English,2022-12-14,10224.28,7.742,6335,movie,False
7104,849869,길복순,Korean,2023-02-17,33.985,6.9,39,movie,False
7105,603692,John Wick: Chapter 4,English,2023-03-22,2569.508,8.161,635,movie,False
7106,493529,Dungeons & Dragons: Honor Among Thieves,English,2023-03-23,702.523,7.598,128,movie,False
7107,932430,Prom Pact,English,2023-03-30,85.403,8.0,10,movie,False
7108,95558,,English,,64.625,8.0,8,tv,False
7109,816904,Momias,Spain,2023-01-05,1224.45,7.008,64,movie,False
7110,514999,Murder Mystery,English,2019-05-25,197.421,6.252,3642,movie,False
7111,1049638,Rye Lane,English,2023-03-17,30.374,7.778,18,movie,False
7112,739405,Operation Fortune: Ruse de Guerre,English,2023-01-04,184.229,6.721,297,movie,False
7113,158876,,Chinese,,58.304,8.4,9,tv,False
7114,921355,Assassin,English,2023-03-31,80.805,4.8,11,movie,False
7115,117465,,Japanese,,62.392,10.0,4,tv,False
7116,933419,Champions,English,2023-03-09,104.315,6.512,43,movie,False
7117,208891,,Japanese,,59.825,8.667,3,tv,False
7118,878375,On a Wing and a Prayer,English,2023-04-06,53.714,8.0,4,movie,False
7119,82856,,English,,1108.646,8.488,8697,tv,False
7120,638974,Murder Mystery 2,English,2023-03-26,235.901,6.8,187,movie,False
7121,677179,Creed III,English,2023-03-01,1537.879,7.2,561,movie,False
7122,726759,Tetris,English,2023-03-15,66.661,7.7,100,movie,False
7123,76600,Avatar: The Way of Water,English,2022-12-14,10224.28,7.742,6335,movie,False
7124,849869,길복순,Korean,2023-02-17,33.985,6.9,39,movie,False
7125,603692,John Wick: Chapter 4,English,2023-03-22,2569.508,8.161,635,movie,False
7126,493529,Dungeons & Dragons: Honor Among Thieves,English,2023-03-23,702.523,7.598,128,movie,False
7127,932430,Prom Pact,English,2023-03-30,85.403,8.0,10,movie,False
7128,95558,,English,,64.625,8.0,8,tv,False
7129,816904,Momias,Spain,2023-01-05,1224.45,7.008,64,movie,False
7130,514999,Murder Mystery,English,2019-05-25,197.421,6.252,3642,movie,False
7131,1049638,Rye Lane,English,2023-03-17,30.374,7.778,18,movie,False
7132,739405,Operation Fortune: Ruse de Guerre,English,2023-01-04,184.229,6.721,297,movie,False
7133,158876,,Chinese,,58.304,8.4,9,tv,False
7134,921355,Assassin,English,2023-03-31,80.805,4.8,11,movie,False
7135,117465,,Japanese,,62.392,10.0,4,tv,False
7136,933419,Champions,English,2023-03-09,104.315,6.512,43,movie,False
7137,208891,,Japanese,,59.825,8.667,3,tv,False
7138,878375,On a Wing and a Prayer,English,2023-04-06,53.714,8.0,4,movie,False
7139,82856,,English,,1108.646,8.488,8697,tv,False
7140,638974,Murder Mystery 2,English,2023-03-26,235.901,6.8,187,movie,False
7141,677179,Creed III,English,2023-03-01,1537.879,7.2,561,movie,False
7142,726759,Tetris,English,2023-03-15,66.661,7.7,100,movie,False
7143,76600,Avatar: The Way of Water,English,2022-12-14,10224.28,7.742,6335,movie,False
7144,849869,길복순,Korean,2023-02-17,33.985,6.9,39,movie,False
7145,603692,John Wick: Chapter 4,English,2023-03-22,2569.508,8.161,635,movie,False
7146,493529,Dungeons & Dragons: Honor Among Thieves,English,2023-03-23,702.523,7.598,128,movie,False
7147,932430,Prom Pact,English,2023-03-30,85.403,8.0,10,movie,False
7148,95558,,English,,64.625,8.0,8,tv,False
7149,816904,Momias,Spain,2023-01-05,1224.45,7.008,64,movie,False
7150,514999,Murder Mystery,English,2019-05-25,197.421,6.252,3642,movie,False
7151,1049638,Rye Lane,English,2023-03-17,30.374,7.778,18,movie,False
7152,739405,Operation Fortune: Ruse de Guerre,English,2023-01-04,184.229,6.721,297,movie,False
7153,158876,,Chinese,,58.304,8.4,9,tv,False
7154,921355,Assassin,English,2023-03-31,80.805,4.8,11,movie,False
7155,117465,,Japanese,,62.392,10.0,4,tv,False
7156,933419,Champions,English,2023-03-09,104.315,6.512,43,movie,False
7157,208891,,Japanese,,59.825,8.667,3,tv,False
7158,878375,On a Wing and a Prayer,English,2023-04-06,53.714,8.0,4,movie,False
7159,82856,,English,,1108.646,8.488,8697,tv,False
7160,638974,Murder Mystery 2,English,2023-03-26,235.901,6.8,187,movie,False
7161,677179,Creed III,English,2023-03-01,1537.879,7.2,561,movie,False
7162,726759,Tetris,English,2023-03-15,66.661,7.7,100,movie,False
7163,76600,Avatar: The Way of Water,English,2022-12-14,10224.28,7.742,6335,movie,False
7164,849869,길복순,Korean,2023-02-17,33.985,6.9,39,movie,False
7165,603692,John Wick: Chapter 4,English,2023-03-22,2569.508,8.161,635,movie,False
7166,493529,Dungeons & Dragons: Honor Among Thieves,English,2023-03-23,702.523,7.598,128,movie,False
7167,932430,Prom Pact,English,2023-03-30,85.403,8.0,10,movie,False
7168,95558,,English,,64.625,8.0,8,tv,False
7169,816904,Momias,Spain,2023-01-05,1224.45,7.008,64,movie,False
7170,514999,Murder Mystery,English,2019-05-25,197.421,6.252,3642,movie,False
7171,1049638,Rye Lane,English,2023-03-17,30.374,7.778,18,movie,False
7172,739405,Operation Fortune: Ruse de Guerre,English,2023-01-04,184.229,6.721,297,movie,False
7173,158876,,Chinese,,58.304,8.4,9,tv,False
7174,921355,Assassin,English,2023-03-31,80.805,4.8,11,movie,False
7175,117465,,Japanese,,62.392,10.0,4,tv,False
7176,933419,Champions,English,2023-03-09,104.315,6.512,43,movie,False
7177,208891,,Japanese,,59.825,8.667,3,tv,False
7178,878375,On a Wing and a Prayer,English,2023-04-06,53.714,8.0,4,movie,False
7179,82856,,English,,1108.646,8.488,8697,tv,False
7180,638974,Murder Mystery 2,English,2023-03-26,235.901,6.8,187,movie,False
7181,677179,Creed III,English,2023-03-01,1537.879,7.2,561,movie,False
7182,726759,Tetris,English,2023-03-15,66.661,7.7,100,movie,False
7183,76600,Avatar: The Way of Water,English,2022-12-14,10224.28,7.742,6335,movie,False
7184,849869,길복순,Korean,2023-02-17,33.985,6.9,39,movie,False
7185,603692,John Wick: Chapter 4,English,2023-03-22,2569.508,8.161,635,movie,False
7186,493529,Dungeons & Dragons: Honor Among Thieves,English,2023-03-23,702.523,7.598,128,movie,False
7187,932430,Prom Pact,English,2023-03-30,85.403,8.0,10,movie,False
7188,95558,,English,,64.625,8.0,8,tv,False
7189,816904,Momias,Spain,2023-01-05,1224.45,7.008,64,movie,False
7190,514999,Murder Mystery,English,2019-05-25,197.421,6.252,3642,movie,False
7191,1049638,Rye Lane,English,2023-03-17,30.374,7.778,18,movie,False
7192,739405,Operation Fortune: Ruse de Guerre,English,2023-01-04,184.229,6.721,297,movie,False
7193,158876,,Chinese,,58.304,8.4,9,tv,False
7194,921355,Assassin,English,2023-03-31,80.805,4.8,11,movie,False
7195,117465,,Japanese,,62.392,10.0,4,tv,False
7196,933419,Champions,English,2023-03-09,104.315,6.512,43,movie,False
7197,208891,,Japanese,,59.825,8.667,3,tv,False
7198,878375,On a Wing and a Prayer,English,2023-04-06,53.714,8.0,4,movie,False
7199,82856,,English,,1108.646,8.488,8697,tv,False
7200,638974,Murder Mystery 2,English,2023-03-26,235.901,6.8,187,movie,False
7201,677179,Creed III,English,2023-03-01,1537.879,7.2,561,movie,False
7202,726759,Tetris,English,2023-03-15,66.661,7.7,100,movie,False
7203,76600,Avatar: The Way of Water,English,2022-12-14,10224.28,7.742,6335,movie,False
7204,849869,길복순,Korean,2023-02-17,33.985,6.9,39,movie,False
7205,603692,John Wick: Chapter 4,English,2023-03-22,2569.508,8.161,635,movie,False
7206,493529,Dungeons & Dragons: Honor Among Thieves,English,2023-03-23,702.523,7.598,128,movie,False
7207,932430,Prom Pact,English,2023-03-30,85.403,8.0,10,movie,False
7208,95558,,English,,64.625,8.0,8,tv,False
7209,816904,Momias,Spain,2023-01-05,1224.45,7.008,64,movie,False
7210,514999,Murder Mystery,English,2019-05-25,197.421,6.252,3642,movie,False
7211,1049638,Rye Lane,English,2023-03-17,30.374,7.778,18,movie,False
7212,739405,Operation Fortune: Ruse de Guerre,English,2023-01-04,184.229,6.721,297,movie,False
7213,158876,,Chinese,,58.304,8.4,9,tv,False
7214,921355,Assassin,English,2023-03-31,80.805,4.8,11,movie,False
7215,117465,,Japanese,,62.392,10.0,4,tv,False
7216,933419,Champions,English,2023-03-09,104.315,6.512,43,movie,False
7217,208891,,Japanese,,59.825,8.667,3,tv,False
7218,878375,On a Wing and a Prayer,English,2023-04-06,53.714,8.0,4,movie,False
7219,82856,,English,,1108.646,8.488,8697,tv,False
7220,638974,Murder Mystery 2,English,2023-03-26,235.901,6.8,187,movie,False
7221,677179,Creed III,English,2023-03-01,1537.879,7.2,561,movie,False
7222,726759,Tetris,English,2023-03-15,66.661,7.7,100,movie,False
7223,76600,Avatar: The Way of Water,English,2022-12-14,10224.28,7.742,6335,movie,False
7224,849869,길복순,Korean,2023-02-17,33.985,6.9,39,movie,False
7225,603692,John Wick: Chapter 4,English,2023-03-22,2569.508,8.161,635,movie,False
7226,493529,Dungeons & Dragons: Honor Among Thieves,English,2023-03-23,702.523,7.598,128,movie,False
7227,932430,Prom Pact,English,2023-03-30,85.403,8.0,10,movie,False
7228,95558,,English,,64.625,8.0,8,tv,False
7229,816904,Momias,Spain,2023-01-05,1224.45,7.008,64,movie,False
7230,514999,Murder Mystery,English,2019-05-25,197.421,6.252,3642,movie,False
7231,1049638,Rye Lane,English,2023-03-17,30.374,7.778,18,movie,False
7232,739405,Operation Fortune: Ruse de Guerre,English,2023-01-04,184.229,6.721,297,movie,False
7233,158876,,Chinese,,58.304,8.4,9,tv,False
7234,921355,Assassin,English,2023-03-31,80.805,4.8,11,movie,False
7235,117465,,Japanese,,62.392,10.0,4,tv,False
7236,933419,Champions,English,2023-03-09,104.315,6.512,43,movie,False
7237,208891,,Japanese,,59.825,8.667,3,tv,False
7238,878375,On a Wing and a Prayer,English,2023-04-06,53.714,8.0,4,movie,False
7239,82856,,English,,1108.646,8.488,8697,tv,False
7240,638974,Murder Mystery 2,English,2023-03-26,235.901,6.8,187,movie,False
7241,677179,Creed III,English,2023-03-01,1537.879,7.2,561,movie,False
7242,726759,Tetris,English,2023-03-15,66.661,7.7,100,movie,False
7243,76600,Avatar: The Way of Water,English,2022-12-14,10224.28,7.742,6335,movie,False
7244,849869,길복순,Korean,2023-02-17,33.985,6.9,39,movie,False
7245,603692,John Wick: Chapter 4,English,2023-03-22,2569.508,8.161,635,movie,False
7246,493529,Dungeons & Dragons: Honor Among Thieves,English,2023-03-23,702.523,7.598,128,movie,False
7247,932430,Prom Pact,English,2023-03-30,85.403,8.0,10,movie,False
7248,95558,,English,,64.625,8.0,8,tv,False
7249,816904,Momias,Spain,2023-01-05,1224.45,7.008,64,movie,False
7250,514999,Murder Mystery,English,2019-05-25,197.421,6.252,3642,movie,False
7251,1049638,Rye Lane,English,2023-03-17,30.374,7.778,18,movie,False
7252,739405,Operation Fortune: Ruse de Guerre,English,2023-01-04,184.229,6.721,297,movie,False
7253,158876,,Chinese,,58.304,8.4,9,tv,False
7254,921355,Assassin,English,2023-03-31,80.805,4.8,11,movie,False
7255,117465,,Japanese,,62.392,10.0,4,tv,False
7256,933419,Champions,English,2023-03-09,104.315,6.512,43,movie,False
7257,208891,,Japanese,,59.825,8.667,3,tv,False
7258,878375,On a Wing and a Prayer,English,2023-04-06,53.714,8.0,4,movie,False
7259,82856,,English,,1108.646,8.488,8697,tv,False
7260,638974,Murder Mystery 2,English,2023-03-26,235.901,6.8,187,movie,False
7261,677179,Creed III,English,2023-03-01,1537.879,7.2,561,movie,False
7262,726759,Tetris,English,2023-03-15,66.661,7.7,100,movie,False
7263,76600,Avatar: The Way of Water,English,2022-12-14,10224.28,7.742,6335,movie,False
7264,849869,길복순,Korean,2023-02-17,33.985,6.9,39,movie,False
7265,603692,John Wick: Chapter 4,English,2023-03-22,2569.508,8.161,635,movie,False
7266,493529,Dungeons & Dragons: Honor Among Thieves,English,2023-03-23,702.523,7.598,128,movie,False
7267,932430,Prom Pact,English,2023-03-30,85.403,8.0,10,movie,False
7268,95558,,English,,64.625,8.0,8,tv,False
7269,816904,Momias,Spain,2023-01-05,1224.45,7.008,64,movie,False
7270,514999,Murder Mystery,English,2019-05-25,197.421,6.252,3642,movie,False
7271,1049638,Rye Lane,English,2023-03-17,30.374,7.778,18,movie,False
7272,739405,Operation Fortune: Ruse de Guerre,English,2023-01-04,184.229,6.721,297,movie,False
7273,158876,,Chinese,,58.304,8.4,9,tv,False
7274,921355,Assassin,English,2023-03-31,80.805,4.8,11,movie,False
7275,117465,,Japanese,,62.392,10.0,4,tv,False
7276,933419,Champions,English,2023-03-09,104.315,6.512,43,movie,False
7277,208891,,Japanese,,59.825,8.667,3,tv,False
7278,878375,On a Wing and a Prayer,English,2023-04-06,53.714,8.0,4,movie,False
7279,82856,,English,,1108.646,8.488,8697,tv,False
7280,638974,Murder Mystery 2,English,2023-03-26,235.901,6.8,187,movie,False
7281,677179,Creed III,English,2023-03-01,1537.879,7.2,561,movie,False
7282,726759,Tetris,English,2023-03-15,66.661,7.7,100,movie,False
7283,76600,Avatar: The Way of Water,English,2022-12-14,10224.28,7.742,6335,movie,False
7284,849869,길복순,Korean,2023-02-17,33.985,6.9,39,movie,False
7285,603692,John Wick: Chapter 4,English,2023-03-22,2569.508,8.161,635,movie,False
