VEHICLE_ID,POLICYHOLDER_ID,BODY_STYLE_CODE,YEAR
2649,2168,9,2013
2650,9852,19,1972
2651,7330,9,2006
2652,6960,3,1991
2653,4536,20,2013
2654,4872,20,1987
2655,5304,30,2006
2656,6348,30,2020
2657,3440,20,1986
2658,5197,19,2000
2659,8366,19,2020
2660,2757,3,1985
2661,5746,19,1985
2662,1004,20,1975
2663,8827,19,1974
2664,8328,30,2014
2665,8497,3,1978
2666,8209,20,1986
2667,5238,19,1976
2668,6023,19,2012
2669,6581,20,2016
2670,8796,19,1977
2671,637,3,1992
2672,6935,20,2010
2673,149,20,2014
2674,3769,3,1988
2675,5233,19,1981
2676,9556,30,1995
2677,5388,3,1997
2678,2105,19,2003
2679,6570,20,1985
2680,1855,3,2017
2681,9214,19,2009
2682,1001,20,1974
2683,562,30,2006
2684,6979,3,1983
2685,1280,20,2003
2686,3404,3,1977
2687,739,30,2019
2688,9464,20,2003
2689,9055,19,2011
2690,9978,20,1986
2691,4840,19,1978
2692,3033,3,2014
2693,6423,19,1994
2694,7836,20,2014
2695,7394,19,2023
2696,393,19,2022
2697,2880,20,2018
2698,8016,20,1982
2699,2055,20,1974
2700,6262,19,1986
2701,545,3,1996
2702,3240,19,2016
2703,7033,19,2013
2704,1734,20,1983
2705,6591,20,1972
2706,8962,20,2020
2707,3150,20,1995
2708,7796,20,1984
2709,6573,20,1995
2710,3433,20,2010
2711,7255,20,1996
2712,1084,19,1979
2713,4671,19,1988
2714,4588,20,2010
2715,4209,19,2020
2716,5755,20,2020
2717,6813,20,2023
2718,108,20,2017
2719,8533,3,1983
2720,3495,20,1998
2721,7122,20,2013
2722,3369,3,1981
2723,4644,9,2012
2724,9820,19,2009
2725,6264,20,1987
2726,5193,3,2003
2727,1006,3,1972
2728,8456,3,2022
2729,4739,30,2007
2730,3699,20,2022
2731,9237,19,1974
2732,3707,19,2004
2733,3799,20,2002
2734,3928,3,1977
2735,2338,9,1989
2736,3139,20,2019
2737,4886,19,1995
2738,6616,30,1975
2739,2704,19,2004
2740,1620,19,1996
2741,9431,20,1978
2742,5091,30,1971
2743,8655,20,2008
2744,4722,19,2001
2745,5217,20,2013
2746,2577,20,1979
2747,6210,20,1974
2748,8948,3,1980
2749,3113,30,2003
2750,2309,9,1984
2751,6264,3,1998
2752,8461,19,1992
2753,6396,20,1999
2754,1360,30,2015
2755,8590,3,1977
2756,54,20,1978
2757,6046,20,2010
2758,2518,20,1976
2759,4052,20,2023
2760,6223,19,1999
2761,8083,30,1992
2762,4278,30,1994
2763,1394,30,1996
2764,7913,3,2001
2765,3699,20,1987
2766,5557,20,2020
2767,8217,20,1979
2768,5281,30,2016
2769,7175,20,1989
2770,8942,20,2009
2771,1829,3,1975
2772,8247,30,2007
2773,8081,30,1999
2774,2239,9,1975
2775,8489,9,1983
2776,5051,19,1980
2777,2993,19,2023
2778,7067,30,2011
2779,4081,20,1985
2780,8878,19,2012
2781,1227,30,2007
2782,759,20,2009
2783,9595,19,2017
2784,332,30,2018
2785,9415,20,2019
2786,1539,20,1971
2787,8690,19,2017
2788,6359,20,1970
2789,8973,3,2023
2790,824,20,1975
2791,3608,3,1981
2792,1149,19,2020
2793,2789,19,2017
2794,7242,20,1971
2795,6315,20,1971
2796,6334,20,1993
2797,2995,20,2020
2798,3753,20,1980
2799,7975,20,1979
2800,4414,19,2018
2801,5481,19,2022
2802,5058,20,1993
2803,8111,19,1992
2804,6374,9,1981
2805,5845,19,2003
2806,1247,19,2000
2807,770,3,1991
2808,8038,30,1998
2809,3147,9,1980
2810,9861,3,2022
2811,2496,20,2023
2812,7676,20,2006
2813,78,20,2021
2814,3658,9,2019
2815,6701,3,1991
2816,2228,20,2001
2817,7248,30,1978
2818,7900,9,1981
2819,2740,30,1987
2820,6919,20,1978
2821,1991,9,1989
2822,4122,20,2017
2823,5940,3,1999
2824,636,19,1998
2825,6722,20,1992
2826,1031,30,1975
2827,6343,30,2009
2828,2169,20,2013
2829,4708,3,2019
2830,1291,20,1973
2831,1553,20,1987
2832,1043,20,1973
2833,6778,19,1990
2834,4125,3,1982
2835,9575,20,1973
2836,411,20,1978
2837,6838,30,2021
2838,9962,30,2000
2839,212,20,2005
2840,5253,20,1997
2841,4509,19,1995
2842,7411,3,1994
2843,6233,20,2012
2844,8450,9,2023
2845,50,20,2007
2846,771,19,1987
2847,2663,20,1989
2848,7297,3,1983
2849,9578,20,1979
2850,3108,19,2023
2851,968,20,2002
2852,8973,30,1985
2853,8945,20,1999
2854,4228,3,1992
2855,7550,20,2007
2856,1781,19,1995
2857,3621,20,1972
2858,9849,20,1993
2859,795,30,2023
2860,353,20,2018
2861,32,9,2001
2862,2727,20,1999
2863,2164,19,1974
2864,239,19,2010
2865,7922,19,2014
2866,9200,19,1978
2867,3384,30,2015
2868,2660,19,2021
2869,368,30,2019
2870,4795,30,1981
2871,7263,20,2009
2872,9877,9,1998
2873,1164,19,2015
2874,757,9,1991
2875,5309,3,1983
2876,2644,9,2016
2877,7998,20,2013
2878,2852,20,2009
2879,1560,20,2022
2880,9056,19,2002
2881,1765,20,1979
2882,9904,3,2003
2883,8056,20,2016
2884,4758,19,1982
2885,7746,20,1986
2886,729,20,1998
2887,3024,20,1970
2888,9222,19,2023
2889,5906,20,1979
2890,9992,20,2022
2891,6776,19,2019
2892,5213,20,2016
2893,4371,20,2018
2894,8675,3,1978
2895,1998,19,1983
2896,6014,20,1985
2897,1677,19,2021
2898,7095,9,2015
2899,6817,30,1984
2900,4955,20,1995
2901,2940,30,1989
2902,9304,19,2005
2903,959,19,2023
2904,765,20,1987
2905,9765,20,1985
2906,8288,20,2012
2907,8421,30,2003
2908,4253,3,1970
2909,8297,19,1975
2910,9271,20,1974
2911,4931,3,1987
2912,4902,19,2019
2913,5870,30,1989
2914,9222,3,2000
2915,3153,30,2010
2916,3703,3,2004
2917,8757,3,1979
2918,8733,20,2005
2919,5930,19,2000
2920,847,19,2023
2921,7422,30,1974
2922,4357,19,2001
2923,1439,20,2019
2924,3700,20,1980
2925,1113,30,2006
2926,6494,19,2002
2927,3771,20,2021
2928,7962,30,1997
2929,2986,19,1994
2930,1428,20,2022
2931,1899,20,1992
2932,9943,20,1984
2933,1778,20,2018
2934,1341,20,1995
2935,9263,3,1998
2936,2201,20,2014
2937,3312,30,2017
2938,7584,3,2015
2939,8116,19,1971
2940,6430,3,2005
2941,1880,19,1990
2942,4564,19,1996
2943,1078,3,2011
2944,3857,20,1993
2945,7446,30,2006
2946,829,20,2004
2947,3859,20,2007
2948,498,30,1975
2949,8996,20,2022
2950,6730,20,1999
2951,6148,20,1976
2952,861,20,1981
2953,7035,19,2008
2954,8723,19,1995
2955,4169,9,1983
2956,5070,9,1986
2957,3058,20,2022
2958,1604,3,1987
2959,4821,19,1979
2960,4815,20,1997
2961,2813,19,1984
2962,216,20,1981
2963,8522,20,2001
2964,3907,20,2011
2965,7888,20,1989
2966,4446,19,2013
2967,6148,20,1980
2968,9362,20,2007
2969,5586,3,1993
2970,6697,30,2003
2971,2622,9,1972
2972,9920,20,1997
2973,6596,20,1986
2974,8641,3,2004
2975,4124,19,1992
2976,7743,20,2008
2977,9861,19,1992
2978,6761,20,1976
2979,1696,20,1979
2980,2173,3,2014
2981,6659,20,1982
2982,5064,20,1973
2983,333,3,1989
2984,557,20,1975
2985,9349,3,1993
2986,3377,3,2021
2987,3655,30,1988
2988,8882,30,1983
2989,4859,30,1989
2990,3234,20,1998
2991,1520,30,1987
2992,9404,19,2007
2993,1192,30,1977
2994,6754,30,2003
2995,4897,19,1990
2996,8523,30,2015
2997,7683,30,2021
2998,7257,20,2005
2999,7992,20,2006
3000,7453,20,2005
3001,6855,3,2017
3002,2522,19,2007
3003,347,19,2004
3004,1500,30,1997
3005,7739,20,1973
3006,2131,19,2002
3007,5771,3,1981
3008,1867,3,1978
3009,2889,3,2012
3010,7573,3,2017
3011,2397,20,2016
3012,9215,30,1970
3013,5604,3,1992
3014,3893,19,1970
3015,7486,3,1986
3016,1718,30,2011
3017,1554,20,1985
3018,7704,20,1983
3019,7957,19,2011
3020,5702,19,1976
3021,4569,30,2000
3022,808,20,1993
3023,223,9,2015
3024,4921,20,1989
3025,3011,30,2004
3026,2923,19,1980
3027,4304,3,1977
3028,6138,19,1973
3029,3429,9,1994
3030,910,3,2019
3031,5135,19,2006
3032,9117,20,1986
3033,2560,30,1990
3034,1485,19,1994
3035,4351,3,1999
3036,2851,30,1988
3037,7658,30,1986
3038,8002,19,1972
3039,1863,20,1980
3040,3723,30,1982
3041,7491,3,1998
3042,8844,20,2002
3043,835,30,2008
3044,2780,19,2022
3045,7211,3,1999
3046,8850,30,2006
3047,4029,20,2019
3048,6818,9,1987
3049,4470,19,1974
3050,9070,9,2019
3051,5509,20,2018
3052,7174,19,1992
3053,143,20,1996
3054,8353,19,1977
3055,7509,20,1970
3056,5522,20,1990
3057,8697,3,2013
3058,7170,20,2000
3059,7242,20,1974
3060,1321,20,2011
3061,861,19,1979
3062,1878,20,1976
3063,3325,19,2011
3064,3142,20,2015
3065,9101,30,1996
3066,515,30,2010
3067,526,19,1993
3068,745,20,2003
3069,9945,30,1992
3070,2929,20,2004
3071,4150,30,2011
3072,2668,30,1972
3073,6010,20,1971
3074,8990,19,1999
3075,9696,3,1993
3076,99,20,1991
3077,6658,19,1980
3078,3114,19,1999
3079,5138,20,1977
3080,5846,20,1980
3081,8783,9,1982
3082,7744,20,2011
3083,7985,3,2000
3084,1107,19,1988
3085,5361,20,1998
3086,8852,20,1994
3087,2804,20,2006
3088,1077,20,2018
3089,1825,19,2000
3090,2015,19,2022
3091,663,20,1995
3092,319,30,2006
3093,1557,19,1998
3094,8482,9,2018
3095,1992,20,1996
3096,3808,19,1972
3097,423,19,2015
3098,3220,19,1978
3099,2616,20,1979
3100,95,20,2016
3101,4620,19,2000
3102,2454,9,1985
3103,3843,19,1994
3104,981,20,2001
3105,2695,19,2001
3106,4888,30,2005
3107,1011,19,2010
3108,9527,19,1977
3109,6570,19,2021
3110,2990,20,2006
3111,1785,20,1993
3112,1468,20,2005
3113,1461,19,2000
3114,8257,19,1980
3115,5519,20,1982
3116,6256,20,1998
3117,6100,19,2009
3118,4975,30,1978
3119,5076,20,2003
3120,4318,3,2020
3121,1224,19,1998
3122,5088,20,1988
3123,1728,20,2023
3124,8084,19,1991
3125,2599,19,1989
3126,9732,20,2008
3127,4733,20,2004
3128,8246,20,2018
3129,8612,20,1980
3130,6686,30,2007
3131,7218,30,1993
3132,7683,20,2008
3133,200,19,2015
3134,5688,19,1987
3135,6573,19,2021
3136,6129,20,2013
3137,8931,20,1997
3138,4253,20,2004
3139,5733,19,2023
3140,242,30,1981
3141,2487,20,1992
3142,6951,9,1981
3143,9928,3,1970
3144,6827,19,1993
3145,1217,20,1972
3146,2799,19,2021
3147,1252,3,2020
3148,6318,20,1990
3149,6845,19,1986
3150,3418,20,1972
3151,4208,3,2023
3152,3757,19,1996
3153,7366,30,2017
3154,6825,20,1978
3155,817,20,1990
3156,2796,30,2002
3157,3765,20,2023
3158,4521,9,1970
3159,3228,30,1994
3160,594,30,2012
3161,165,3,1985
3162,4138,19,1973
3163,9914,30,2008
3164,1351,20,1992
3165,8153,20,1983
3166,5196,19,2021
3167,6256,3,1974
3168,3003,3,2017
3169,8477,19,2003
3170,4528,20,1973
3171,266,30,2000
3172,715,30,1986
3173,465,20,1994
3174,6597,30,1993
3175,9253,30,1996
3176,8696,19,1995
3177,9486,19,1978
3178,4917,19,2010
3179,6341,20,2000
3180,1868,3,1995
3181,4106,20,2010
3182,307,30,2022
3183,3274,3,2023
3184,1832,20,2014
3185,7073,3,1974
3186,3566,20,2004
3187,8600,20,1981
3188,8948,20,1997
3189,2065,9,1989
3190,1929,20,1992
3191,3391,30,2004
3192,1583,20,1979
3193,8752,19,1998
3194,6489,19,2014
3195,3862,3,2005
3196,9203,19,2012
3197,4552,30,1989
3198,9041,19,2006
3199,8725,3,2012
3200,2702,20,2019
3201,7272,19,1974
3202,4436,3,2004
3203,3987,19,2013
3204,9777,20,1972
3205,8295,30,2011
3206,4235,9,2018
3207,249,30,1980
3208,6878,9,1983
3209,8161,20,1993
3210,5395,20,2004
3211,8030,3,2006
3212,9209,20,1976
3213,653,20,2014
3214,5132,20,2019
3215,7770,19,1993
3216,4992,9,2000
3217,1603,19,1999
3218,1761,19,2006
3219,5505,20,1996
3220,1725,30,2020
3221,5754,19,2001
3222,4895,20,2014
3223,4607,19,2006
3224,5798,19,1982
3225,6283,3,1994
3226,1345,3,1974
3227,848,19,1983
3228,6808,19,1994
3229,2457,3,1976
3230,9078,20,2000
3231,9185,30,1996
3232,9563,19,1987
3233,5194,20,1988
3234,2791,19,1996
3235,6460,19,2008
3236,8469,20,2004
3237,7972,20,1987
3238,7308,19,1994
3239,3279,20,1987
3240,7844,19,1975
3241,3346,19,1992
3242,163,20,2006
3243,7614,19,2010
3244,4171,30,2016
3245,7591,20,1977
3246,3736,20,1983
3247,112,30,2012
3248,7714,20,2014
3249,5732,19,2011
3250,4954,20,1973
3251,6165,30,1971
3252,4724,19,2001
3253,9374,20,1999
3254,6635,19,2000
3255,5976,20,1998
3256,7635,19,1976
3257,7237,19,2006
3258,3437,19,1990
3259,4329,20,1996
3260,4567,20,2012
3261,5902,20,2007
3262,1147,19,1979
3263,2608,20,2019
3264,562,19,2006
3265,2749,3,1973
3266,978,19,1995
3267,1702,19,2009
3268,2771,20,1971
3269,905,3,1999
3270,462,19,2023
3271,4895,30,2011
3272,6339,20,2010
3273,2425,20,1977
3274,8202,20,1982
3275,7585,20,2019
3276,1158,20,2004
3277,1198,30,1992
3278,9424,20,1987
3279,9526,3,2014
3280,1143,19,2000
3281,4606,20,2003
3282,3851,3,1995
3283,8511,19,2000
3284,1701,19,2002
3285,4394,19,1987
3286,3505,19,1996
3287,5897,3,1976
3288,232,20,1979
3289,2861,3,2021
3290,2222,20,1995
3291,2421,20,1988
3292,172,20,2016
3293,7238,20,1976
3294,7399,20,2021
3295,1395,20,2014
3296,9337,30,2012
3297,8266,20,1984
3298,7241,3,1984
3299,8387,19,1984
3300,133,19,1987
3301,3676,3,1976
3302,1963,19,2014
3303,2266,19,2008
3304,7969,19,1986
3305,5147,30,2002
3306,6732,30,2007
3307,4517,9,2022
3308,2571,20,1984
3309,5462,9,2015
3310,6515,30,2010
3311,6137,19,1992
3312,2073,30,1997
3313,4718,3,2011
3314,1050,20,1983
3315,6775,19,2002
3316,542,30,2010
3317,2148,30,1974
3318,6543,20,2007
3319,8944,20,1995
3320,6058,3,1984
3321,850,19,1984
3322,6287,30,1983
3323,5637,3,2016
3324,7411,20,1992
3325,2314,20,1980
3326,22,30,2003
3327,7163,19,1994
3328,4956,19,1976
3329,1598,19,2016
3330,1639,20,2011
3331,2639,19,2018
3332,2251,20,2015
3333,5315,20,1987
3334,9324,19,2019
3335,325,19,1983
3336,3715,20,1990
3337,2885,30,2006
3338,3763,30,1982
3339,612,20,1995
3340,6744,30,2013
3341,3085,20,2010
3342,8648,9,2015
3343,7132,3,1980
3344,9371,20,2016
3345,962,30,2001
3346,9625,3,2007
3347,7247,3,2002
3348,789,30,2007
3349,4637,19,1989
3350,8929,30,1987
3351,1533,19,1999
3352,7120,3,2023
3353,7936,20,1990
3354,4474,30,2009
3355,1174,20,1992
3356,9944,30,1980
3357,1931,20,2010
3358,2153,20,2014
3359,8352,30,1996
3360,6742,3,2023
3361,4259,20,1971
3362,6382,19,2011
3363,9365,3,2018
3364,9963,20,2002
3365,6495,19,2001
3366,9265,3,1992
3367,4904,20,2000
3368,4278,20,1977
3369,4621,30,1979
3370,2041,19,1984
3371,1659,30,1991
3372,3074,9,2004
3373,9177,3,1981
3374,6557,20,1976
3375,3005,20,2015
3376,3280,9,2013
3377,1287,3,2019
3378,9585,20,1998
3379,1005,20,1976
3380,885,20,1981
3381,2968,30,1998
3382,98,19,1980
3383,6342,30,2014
3384,309,20,2013
3385,3655,9,2013
3386,4981,3,2006
3387,3119,9,1975
3388,1240,20,1999
3389,4001,20,1982
3390,7433,20,1975
3391,5927,20,2011
3392,5594,19,1999
3393,9167,19,1989
3394,2433,19,1985
3395,9710,30,2004
3396,3335,20,2012
3397,5071,30,2016
3398,4443,30,2013
3399,7182,20,1979
3400,8324,30,2011
3401,234,20,1984
3402,9267,3,1972
3403,6070,3,1999
3404,6568,20,1977
3405,8452,19,2015
3406,3592,20,2001
3407,1162,3,2006
3408,4684,3,1984
3409,9852,19,2006
3410,7930,30,1984
3411,5624,20,2013
3412,1368,3,1979
3413,1328,30,2017
3414,3738,9,1980
3415,9687,30,2007
3416,8623,20,1976
3417,2827,20,1998
3418,5990,30,2016
3419,6311,20,2001
3420,5761,20,1990
3421,9047,9,2006
3422,1799,30,2010
3423,3041,19,1997
3424,104,20,1995
3425,5710,20,1992
3426,6430,19,1990
3427,4163,19,1970
3428,3269,20,1983
3429,8870,20,1987
3430,6853,30,1989
3431,4847,20,1980
3432,7683,20,1972
3433,3458,9,1974
3434,1164,20,2018
3435,3831,20,2023
3436,3351,20,2010
3437,321,30,2001
3438,2867,30,1998
3439,8303,3,1990
3440,1148,20,2012
3441,3920,30,2002
3442,944,3,2000
3443,4166,19,2003
3444,8560,3,1984
3445,8510,30,1978
3446,849,20,1989
3447,4171,19,2018
3448,3982,3,1977
3449,960,20,2008
3450,8904,19,2001
3451,8891,19,2001
3452,682,19,1974
3453,7370,20,1991
3454,5526,19,1992
3455,6883,20,1995
3456,5161,3,1973
3457,6868,19,2003
3458,1627,20,1990
3459,7418,30,1984
3460,7785,30,1983
3461,9365,9,1987
3462,1313,20,1986
3463,4030,20,2022
3464,8864,30,2004
3465,8605,9,1973
3466,9854,20,1994
3467,6909,19,2020
3468,4836,19,2014
3469,6967,3,2000
3470,938,19,1997
3471,1060,19,1976
3472,7432,20,1976
3473,9409,20,1990
3474,4273,20,2011
3475,1416,3,2005
3476,4258,30,1995
3477,3247,30,2005
3478,978,20,1986
3479,7557,19,2015
3480,904,30,2021
3481,2131,20,2020
3482,2332,30,2010
3483,4805,3,1988
3484,152,20,2004
3485,603,20,1987
3486,1496,19,2012
3487,6139,3,2004
3488,2688,19,2015
3489,9266,3,2017
3490,2601,3,1971
3491,7930,30,2003
3492,1077,20,2015
3493,5581,30,1986
3494,3336,20,2016
3495,2114,20,2013
3496,730,3,2017
3497,4246,9,1991
3498,5580,19,1980
3499,371,20,2021
3500,8758,20,1999
3501,6227,3,1984
3502,2806,19,2000
3503,8583,20,2018
3504,8749,20,1980
3505,745,3,2007
3506,7759,3,2014
3507,2641,3,2007
3508,6946,19,2018
3509,4107,20,1999
3510,8649,19,2015
3511,6217,3,2016
3512,7338,20,1988
3513,150,20,1999
3514,7512,30,2020
3515,4483,19,1976
3516,2511,19,2007
3517,778,3,1990
3518,8260,20,1970
3519,8307,9,2023
3520,9392,20,2010
3521,239,30,1989
3522,4867,3,2022
3523,6608,30,1998
3524,7439,19,1999
3525,7266,3,2019
3526,7305,19,2002
3527,4609,20,1976
3528,3762,20,1996
3529,1463,30,2007
3530,2965,20,2007
3531,704,3,2015
3532,8249,20,1973
3533,6413,30,2018
3534,3519,19,2011
3535,9328,19,2008
3536,3635,30,1983
3537,1809,20,1985
3538,4534,3,1972
3539,6680,20,2022
3540,8934,20,1985
3541,1352,20,2004
3542,7204,19,2012
3543,1883,3,2019
3544,3755,19,1993
3545,2703,19,1993
3546,606,20,2012
3547,6689,20,1991
3548,9095,20,1980
3549,6029,3,1977
3550,7975,20,2000
3551,438,9,2006
3552,5356,19,1981
3553,5392,20,2015
3554,3070,19,2012
3555,219,9,2014
3556,6874,20,1987
3557,4810,20,2003
3558,9809,20,2004
3559,5739,19,2011
3560,5751,20,2016
3561,6291,9,2012
3562,3421,20,1981
3563,562,3,2022
3564,5892,20,2005
3565,7522,19,2000
3566,6498,20,2023
3567,3997,20,2010
3568,2947,19,2000
3569,4440,3,1991
3570,4631,30,1970
3571,8890,19,2021
3572,1568,19,1972
3573,5805,19,2022
3574,4111,20,2010
3575,3432,19,1994
3576,6911,20,1997
3577,4891,19,1987
3578,1681,20,2008
3579,6716,19,2006
3580,5809,3,2010
3581,792,9,2000
3582,4503,20,2002
3583,298,19,2020
3584,5609,3,2002
3585,2022,19,1982
3586,4082,19,2002
3587,4009,19,1994
3588,5437,30,1980
3589,1043,3,2011
3590,6373,30,2019
3591,8935,3,2021
3592,6013,19,2007
3593,6507,30,1973
3594,362,9,1982
3595,4740,3,2008
3596,353,20,2003
3597,9166,30,2022
3598,7420,3,2015
3599,3113,30,2006
3600,9192,20,1979
3601,4504,20,1973
3602,2730,9,2005
3603,7196,20,1980
3604,9729,30,1971
3605,31,19,2000
3606,9920,20,2003
3607,7435,3,2011
3608,3851,20,1978
3609,8948,20,2005
3610,7679,20,2013
3611,646,19,2017
3612,2183,3,1989
3613,7498,20,1991
3614,2341,9,1994
3615,6374,30,1986
3616,9320,20,1985
3617,9723,19,2021
3618,1914,9,1986
3619,6291,9,2007
3620,6003,3,2003
3621,1582,30,2001
3622,4162,20,1996
3623,335,20,2001
3624,8132,3,2015
3625,3706,20,1976
3626,6921,19,1970
3627,5425,20,1972
3628,9858,20,1991
3629,6402,19,2008
3630,660,3,2008
3631,6584,20,1973
3632,4017,3,1984
3633,3154,20,2019
3634,4791,19,1988
3635,5998,20,1979
3636,9710,9,2014
3637,7907,19,1977
3638,3448,20,1980
3639,7281,19,1983
3640,7432,20,2003
3641,7739,20,1979
3642,6861,30,1998
3643,9973,20,1980
3644,9883,30,2014
3645,2344,19,1998
3646,3318,19,1991
3647,7220,30,2017
3648,8014,20,2000
3649,3489,30,2022
3650,9808,19,2021
3651,8960,3,2006
3652,162,19,1991
3653,4696,20,2022
3654,8244,30,1992
3655,9078,19,2009
3656,8468,20,2011
3657,9860,20,2007
3658,5597,19,2019
3659,9313,19,2012
3660,5314,30,2022
3661,4882,30,1976
3662,2660,30,2022
3663,5734,19,2005
3664,989,19,1986
3665,5444,3,2012
3666,9379,19,2002
3667,2917,3,1991
3668,1209,19,1999
3669,9372,19,2014
3670,3248,20,1989
3671,4546,19,1980
3672,547,3,1990
3673,5851,3,1978
3674,8468,20,2005
3675,1613,20,1979
3676,6218,30,2016
3677,8784,19,2007
3678,9040,9,1988
3679,4090,3,2002
3680,7082,3,2011
3681,2458,30,1991
3682,3949,20,1980
3683,7250,20,2002
3684,8723,30,1989
3685,3102,20,2016
3686,7953,3,1999
3687,3904,20,2017
3688,5038,30,1984
3689,7644,30,2004
3690,3833,3,2023
3691,6063,20,2013
3692,5902,20,1982
3693,7556,20,1975
3694,9376,30,2007
3695,8771,30,2010
3696,9371,20,2008
3697,3172,20,1972
3698,528,20,2012
3699,1151,30,1970
3700,2997,20,2015
3701,872,20,1998
3702,8334,19,2007
3703,1338,9,2005
3704,3851,3,1987
3705,8126,30,2012
3706,7406,20,1975
3707,3003,20,1977
3708,839,20,1993
3709,3190,19,1985
3710,1953,20,1999
3711,5574,20,1997
3712,9974,19,2020
3713,9136,30,2022
3714,328,19,1973
3715,5345,30,2010
3716,480,19,2000
3717,6708,20,2008
3718,2363,3,2022
3719,4506,30,1992
3720,6083,3,2016
3721,1605,20,1986
3722,8134,30,2017
3723,4884,30,1999
3724,3179,20,2008
3725,6256,20,1987
3726,8209,30,1994
3727,9431,9,1989
3728,4049,20,2013
3729,531,19,1984
3730,124,9,1978
3731,4514,19,2023
3732,5311,20,2012
3733,7103,3,2016
3734,4552,20,1981
3735,1362,30,2009
3736,6017,9,1982
3737,711,20,2012
3738,1479,3,1988
3739,7804,19,1998
3740,5631,20,1979
3741,8674,20,1999
3742,2870,20,1989
3743,9009,3,1990
3744,8517,20,2018
3745,2960,19,2019
3746,9329,20,2013
3747,8139,19,2015
3748,3245,20,2004
3749,6799,19,1997
3750,7624,30,2005
3751,5480,30,2006
3752,8644,20,1980
3753,5732,20,1984
3754,6548,20,2011
3755,6691,20,2013
3756,6425,19,1973
3757,8454,3,2020
3758,3784,20,1974
3759,8750,3,2011
3760,5077,19,1988
3761,1228,3,2017
3762,6611,20,1976
3763,232,9,2002
3764,1325,19,1995
3765,2963,30,1981
3766,3076,19,2001
3767,6135,3,2008
3768,907,19,2009
3769,8825,19,2009
3770,9991,20,1980
3771,3915,19,2008
3772,9854,20,1997
3773,6774,3,1983
3774,4370,20,2007
3775,5718,19,1981
3776,7574,19,2023
3777,5082,9,1973
3778,4340,19,1981
3779,5441,20,1990
3780,9177,19,1976
3781,2706,3,2008
3782,3565,19,2004
3783,7132,30,2012
3784,5588,3,2016
3785,5866,30,1994
3786,7919,20,1999
3787,1412,19,2023
3788,5300,20,1979
3789,1928,19,1979
3790,4970,19,1986
3791,5167,19,1988
3792,3291,30,1989
3793,1480,19,1989
3794,6643,19,1992
3795,5879,20,2000
3796,4464,20,1970
3797,5719,19,1988
3798,772,20,1976
3799,1955,20,1983
3800,4879,20,2019
3801,6998,20,1984
3802,9221,30,2019
3803,4657,20,1976
3804,9144,20,2005
3805,3967,9,1974
3806,7974,3,2019
3807,1514,30,1991
3808,4917,20,2011
3809,1394,20,2001
3810,6293,20,1979
3811,1527,20,2022
3812,3342,20,1987
3813,1837,3,2012
3814,3475,19,1981
3815,4181,3,2015
3816,8449,19,2021
3817,7002,19,1994
3818,5391,3,1995
3819,9269,20,1977
3820,9049,3,2015
3821,8927,20,1977
3822,6516,20,2022
3823,62,30,1991
3824,7226,20,1976
3825,746,20,1996
3826,8964,3,1994
3827,77,3,2023
3828,849,19,1996
3829,1398,20,1982
3830,4334,19,2014
3831,431,19,1998
3832,6333,9,1984
3833,3562,3,1986
3834,9722,19,2005
3835,801,20,1980
3836,6812,20,2000
3837,9181,30,2020
3838,2746,3,2010
3839,4200,9,2021
3840,4778,3,1988
3841,4033,20,2023
3842,6801,20,2019
3843,867,20,2007
3844,6589,20,2000
3845,9473,3,1998
3846,668,30,1992
3847,424,20,2011
3848,7642,19,1972
3849,9333,3,1977
3850,9575,20,1991
3851,7373,20,2007
3852,4379,20,1991
3853,9144,19,2003
3854,5208,20,2011
3855,5502,3,2016
3856,1047,20,1974
3857,194,30,1987
3858,1544,3,1993
3859,4006,20,2001
3860,5201,19,1998
3861,1905,20,1998
3862,9431,19,1972
3863,6242,9,2006
3864,999,20,1976
3865,5482,3,1988
3866,3832,19,1991
3867,1717,19,2003
3868,9265,20,2017
3869,159,3,2010
3870,9296,19,2010
3871,2870,30,1987
3872,948,19,1983
3873,851,20,2019
3874,2787,3,1992
3875,7880,20,2021
3876,258,3,1985
3877,1500,20,1981
3878,4998,20,1979
3879,120,20,1988
3880,9761,19,1996
3881,3306,19,2013
3882,7951,19,1987
3883,4116,19,2015
3884,3885,9,2009
3885,522,3,1995
3886,2129,19,2018
3887,5898,20,2014
3888,6815,30,1984
3889,9515,30,1996
3890,1000,20,1996
3891,4824,9,1983
3892,9437,30,1999
3893,498,30,1974
3894,8999,30,2001
3895,2948,9,2016
3896,4117,19,2002
3897,7573,3,2021
3898,7343,19,1998
3899,7283,3,2003
3900,2038,19,2002
3901,8929,9,2021
3902,5813,20,1994
3903,5015,20,1990
3904,3503,3,2017
3905,7880,30,2020
3906,9971,3,2022
3907,5322,9,1972
3908,925,30,1995
3909,8241,30,2002
3910,4821,3,1994
3911,3891,20,1984
3912,798,20,1997
3913,9852,20,1990
3914,913,19,2023
3915,7427,20,2002
3916,547,3,2019
3917,3235,20,2021
3918,268,20,2006
3919,9991,19,2013
3920,978,9,2011
3921,1119,30,2014
3922,5964,20,2016
3923,4549,20,2018
3924,5119,19,2016
3925,1958,3,2021
3926,644,3,2001
3927,866,30,1981
3928,1614,30,1975
3929,4261,20,2001
3930,9088,20,1995
