COVERAGE_ID,POLICYHOLDER_ID,COVERAGE_STATUS
2198,1026,Active
2200,198,Active
2204,123,Active
2205,4887,Active
2209,9171,Active
2211,1315,Active
2216,4148,Active
2220,3622,Active
2227,2687,Active
2228,5357,Active
2231,8541,Active
2232,3903,Active
2235,4113,Active
2236,6536,Active
2237,3400,Active
2240,2668,Active
2241,3643,Active
2244,656,Active
2246,4696,Active
2247,1596,Active
2251,2660,Active
2253,6535,Active
2254,4058,Active
2255,820,Active
2256,4727,Active
2260,9588,Active
2265,5841,Active
2268,2560,Active
2271,2584,Active
2272,146,Active
2273,1369,Active
2277,6833,Active
2280,7623,Active
2285,7697,Active
2286,7008,Active
2288,334,Active
2289,4551,Active
2292,4353,Active
2295,4385,Active
2298,7154,Active
2308,1944,Active
2309,3837,Active
2311,5409,Active
2312,2081,Active
2318,5433,Active
2319,5940,Active
2321,6655,Active
2322,9000,Active
2323,186,Active
2336,5333,Active
2339,9711,Active
2340,4713,Active
2342,6736,Active
2343,7099,Active
2344,8676,Active
2346,1276,Active
2349,2863,Active
2350,4689,Active
2352,6394,Active
2354,9360,Active
2358,9895,Active
2360,1475,Active
2363,4733,Active
2364,4647,Active
2366,7315,Active
2369,6912,Active
2370,6256,Active
2372,3779,Active
2376,7554,Active
2378,2981,Active
2380,4530,Active
2382,9053,Active
2383,6561,Active
2384,3889,Active
2385,7441,Active
2386,5530,Active
2388,4795,Active
2390,918,Active
2391,3506,Active
2393,2709,Active
2395,7853,Active
2396,3447,Active
2397,3702,Active
2398,6515,Active
2406,8899,Active
2407,7241,Active
2408,1046,Active
2413,3400,Active
2414,9053,Active
2417,1863,Active
2422,372,Active
2423,6476,Active
2424,6430,Active
2426,894,Active
2428,3965,Active
2429,5271,Active
2432,7604,Active
2433,7756,Active
2434,4720,Active
2441,3648,Active
2442,7725,Active
2443,5522,Active
2448,1452,Active
2449,2101,Active
2451,3220,Active
2461,2729,Active
2463,3220,Active
2464,3281,Active
2466,2441,Active
2468,5144,Active
2470,8767,Active
2475,7741,Active
2476,6407,Active
2477,9230,Active
2480,8874,Active
2481,9717,Active
2483,295,Active
2484,8451,Active
2485,4689,Active
2487,3556,Active
2488,3200,Active
2489,7332,Active
2490,8969,Active
2491,5456,Active
2493,822,Active
2496,9602,Active
2499,2171,Active
2502,3233,Active
2507,6972,Active
2508,8598,Active
2509,4363,Active
2512,6100,Active
2514,3602,Active
2517,5742,Active
2520,9731,Active
2522,1870,Active
2529,2635,Active
2530,894,Active
2531,3890,Active
2532,3000,Active
2533,1712,Active
2537,6200,Active
2538,7990,Active
2544,3986,Active
2545,7265,Active
2548,373,Active
2552,9940,Active
2553,7006,Active
2557,940,Active
2558,3233,Active
2560,7103,Active
2561,2200,Active
2564,7681,Active
2569,1258,Active
2571,1485,Active
2573,9074,Active
2574,1978,Active
2575,5728,Active
2577,6496,Active
2582,762,Active
2585,4928,Active
2587,324,Active
2588,7982,Active
2589,1232,Active
2591,9319,Active
2592,5127,Active
2596,2666,Active
2599,3862,Active
2603,7393,Active
2607,1369,Active
2609,2928,Active
2610,9812,Active
2611,3456,Active
2614,89,Active
2616,805,Active
2617,1854,Active
2618,6618,Active
2623,1037,Active
2631,8604,Active
2633,2400,Active
2636,2084,Active
2642,5142,Active
2643,1587,Active
2644,104,Active
2647,144,Active
2648,4689,Active
2651,6741,Active
2654,4048,Active
2655,3015,Active
2656,9947,Active
2660,8786,Active
2661,8587,Active
2666,6457,Active
2668,6495,Active
2671,5466,Active
2677,331,Active
2679,6417,Active
2681,7083,Active
2683,7641,Active
2686,6846,Active
2691,5419,Active
2693,4795,Active
2696,2741,Active
2698,5408,Active
2702,5534,Active
2709,3385,Active
2712,4913,Active
2716,934,Active
2719,8184,Active
2720,3150,Active
2721,6194,Active
2729,5003,Active
2730,3591,Active
2731,110,Active
2737,3209,Active
2738,7320,Active
2747,9834,Active
2750,1395,Active
2752,7404,Active
2753,1704,Active
2754,1093,Active
2755,2128,Active
2756,3052,Active
2759,2915,Active
2760,1369,Active
2761,894,Active
2767,5619,Active
2770,3425,Active
2771,6022,Active
2772,9835,Active
2773,4815,Active
2774,1997,Active
2777,5698,Active
2781,3737,Active
2782,8514,Active
2783,1834,Active
2785,7465,Active
2786,3932,Active
2787,7816,Active
2788,2719,Active
2793,9105,Active
2796,7803,Active
2797,7477,Active
2798,5577,Active
2800,1934,Active
2802,8388,Active
2803,5670,Active
2804,354,Active
2807,5751,Active
2809,4795,Active
2810,985,Active
2811,9213,Active
2812,4896,Active
2813,5272,Active
2819,7099,Active
2820,6953,Active
2821,2390,Active
2824,4254,Active
2825,9640,Active
2826,664,Active
2829,7965,Active
2830,1269,Active
2831,8879,Active
2832,4928,Active
2835,8827,Active
2836,1258,Active
2837,9433,Active
2838,1546,Active
2841,3749,Active
2842,4640,Active
2845,635,Active
2848,849,Active
2850,9162,Active
2851,3361,Active
2852,2579,Active
2853,2993,Active
2854,3998,Active
2856,7631,Active
2862,4266,Active
2864,199,Active
2867,9404,Active
2874,8253,Active
2881,7128,Active
2884,5921,Active
2885,4921,Active
2886,7086,Active
2890,6997,Active
2891,5626,Active
2893,4166,Active
2897,4905,Active
2903,9640,Active
2906,390,Active
2909,7429,Active
2910,9147,Active
2912,2704,Active
2915,5675,Active
2916,4641,Active
2918,7263,Active
2919,2220,Active
2920,8153,Active
2923,6500,Active
2925,4967,Active
2930,2704,Active
2932,4892,Active
2933,8883,Active
2934,3126,Active
2941,2790,Active
2942,9319,Active
2943,8919,Active
2949,2125,Active
2952,1690,Active
2954,3643,Active
2959,2347,Active
2964,4743,Active
2967,3048,Active
2969,7335,Active
2970,7878,Active
2971,6302,Active
2972,8117,Active
2973,3219,Active
2974,2963,Active
2979,6497,Active
2980,5038,Active
2983,9577,Active
2984,9531,Active
2985,6891,Active
2986,7604,Active
2987,2407,Active
2989,6417,Active
2990,8995,Active
2991,3891,Active
2992,2382,Active
2993,6538,Active
2995,1534,Active
2996,7094,Active
2998,2347,Active
2999,9611,Active
3003,4115,Active
3004,3113,Active
3005,4608,Active
3006,6220,Active
3008,8241,Active
3015,6302,Active
3016,8811,Active
3017,1182,Active
3020,8326,Active
3021,3060,Active
3025,1228,Active
3027,907,Active
3031,5495,Active
3034,8159,Active
3035,9115,Active
3037,7682,Active
3041,7843,Active
3045,8301,Active
3046,2261,Active
3050,1292,Active
3054,7544,Active
3062,4355,Active
3065,1140,Active
3069,392,Active
3072,356,Active
3075,7438,Active
3077,3475,Active
3081,1961,Active
3082,3452,Active
3086,1803,Active
3093,7788,Active
3097,4682,Active
3099,9618,Active
3105,4048,Active
3108,8591,Active
3110,8501,Active
3113,3828,Active
3116,803,Active
3118,6350,Active
3119,745,Active
3123,1114,Active
3125,8273,Active
3130,6653,Active
3131,9948,Active
3132,4189,Active
3133,9384,Active
3135,4442,Active
3137,6615,Active
3142,5758,Active
3143,3299,Active
3146,5078,Active
3147,1712,Active
3150,2024,Active
3151,1059,Active
3154,3896,Active
3155,3211,Active
3157,5129,Active
3159,9831,Active
3160,7803,Active
3166,1092,Active
3170,8152,Active
3172,7673,Active
3176,9039,Active
3180,6602,Active
3185,67,Active
3189,6773,Active
3192,1442,Active
3193,7744,Active
3194,5241,Active
3196,2866,Active
3198,2495,Active
3199,1483,Active
3200,146,Active
3202,9812,Active
3204,7542,Active
3205,5019,Active
3208,2347,Active
3210,6707,Active
3211,2575,Active
3212,6441,Active
3216,3612,Active
3217,3218,Active
3218,796,Active
3221,3161,Active
3224,9208,Active
3225,3886,Active
3226,8584,Active
3227,5684,Active
3232,2928,Active
3234,1052,Active
3237,8139,Active
3239,6692,Active
3245,6333,Active
3249,8807,Active
3251,3709,Active
3254,5632,Active
3255,626,Active
3262,9433,Active
3263,747,Active
3264,4376,Active
3265,7838,Active
3267,348,Active
3268,4364,Active
3269,7034,Active
3270,5272,Active
3272,7420,Active
3275,1743,Active
3276,2852,Active
3277,3277,Active
3280,6741,Active
3281,6739,Active
3283,6085,Active
3285,6515,Active
3289,2500,Active
3290,6301,Active
3297,3086,Active
3300,6496,Active
3301,5890,Active
3302,5837,Active
3303,1962,Active
3304,4892,Active
3308,4103,Active
3309,9667,Active
3310,1347,Active
3311,2101,Active
3313,7503,Active
3314,4829,Active
3315,4647,Active
3316,575,Active
3317,4813,Active
3319,3167,Active
3321,8746,Active
3325,8640,Active
3329,6409,Active
3331,8091,Active
3333,577,Active
3334,4403,Active
3335,2021,Active
3336,7784,Active
3338,2475,Active
3340,6163,Active
3344,1977,Active
3345,2899,Active
3346,849,Active
3348,5401,Active
3349,8574,Active
3351,5373,Active
3352,110,Active
3355,527,Active
3356,301,Active
3359,6015,Active
3360,5024,Active
3364,9721,Active
3371,4006,Active
3372,8616,Active
3373,6338,Active
3376,8012,Active
3377,390,Active
3380,8587,Active
3383,2179,Active
3385,4285,Active
3386,4672,Active
3389,3411,Active
3395,9486,Active
3396,6602,Active
3397,2915,Active
3398,5127,Active
3402,5754,Active
3404,9556,Active
3407,5005,Active
3409,4317,Active
3410,710,Active
3417,8587,Active
3418,4480,Active
3421,4281,Active
3422,6613,Active
3423,7338,Active
3425,4121,Active
3426,5831,Active
3429,6349,Active
3431,2643,Active
3432,9757,Active
3434,4476,Active
3436,9934,Active
3441,1246,Active
3447,4148,Active
3448,154,Active
3450,5389,Active
3452,2491,Active
3453,7448,Active
3456,4530,Active
3459,6070,Active
3461,8383,Active
3464,4166,Active
3465,2855,Active
3470,6170,Active
3471,9492,Active
3473,2222,Active
3477,5533,Active
3478,2822,Active
3480,9192,Active
3489,8614,Active
3490,9484,Active
3491,1342,Active
3496,1203,Active
3497,7784,Active
3500,415,Active
3501,7939,Active
3503,7918,Active
3505,7772,Active
3507,6901,Active
3509,2757,Active
3512,1351,Active
3514,9952,Active
3515,2401,Active
3517,2283,Active
3518,2766,Active
3521,2568,Active
3527,5989,Active
3528,5402,Active
3533,3709,Active
3534,981,Active
3535,9080,Active
3538,7744,Active
3542,8186,Active
3543,6173,Active
3546,7043,Active
3548,4566,Active
3549,9001,Active
3552,1553,Active
3553,7127,Active
3554,7594,Active
3555,3407,Active
3556,3694,Active
3558,2286,Active
3561,5940,Active
3565,255,Active
3567,8494,Active
3568,327,Active
3569,6836,Active
3572,1596,Active
3573,3614,Active
3574,4222,Active
3575,2814,Active
3580,5451,Active
3581,8676,Active
3582,9668,Active
3594,7660,Active
3600,9828,Active
3603,7923,Active
3605,2234,Active
3609,384,Active
3610,2531,Active
3611,5380,Active
3613,314,Active
3614,1810,Active
3620,5574,Active
3622,1621,Active
3623,1705,Active
3625,3452,Active
3630,7265,Active
3632,7577,Active
3634,6739,Active
3637,4008,Active
3638,4651,Active
3641,2119,Active
3644,9741,Active
3645,1452,Active
3649,6644,Active
3650,4901,Active
3652,2190,Active
3659,2913,Active
3666,5409,Active
3667,4617,Active
3668,8744,Active
3669,2701,Active
3672,2956,Active
3673,5410,Active
3675,1822,Active
3676,5900,Active
3678,1587,Active
3682,6720,Active
3686,5160,Active
3687,7581,Active
3689,9057,Active
3690,412,Active
3694,2869,Active
3695,8586,Active
3697,7432,Active
3699,7420,Active
3700,8327,Active
3704,197,Active
3707,2675,Active
3718,6714,Active
3721,4154,Active
3726,1184,Active
3729,8982,Active
3730,7448,Active
3732,1257,Active
3733,5638,Active
3734,5484,Active
3735,916,Active
3739,135,Active
3744,9839,Active
3747,6069,Active
3749,5720,Active
3751,7235,Active
3755,8357,Active
3758,6728,Active
3759,9567,Active
3763,5989,Active
3764,4381,Active
3767,9934,Active
3768,9729,Active
3771,2766,Active
3775,9399,Active
3777,6246,Active
3778,1232,Active
3780,5203,Active
3782,5683,Active
3784,929,Active
3785,7593,Active
3786,9685,Active
3789,4829,Active
3792,1690,Active
3797,432,Active
3799,9839,Active
3802,6030,Active
3803,9654,Active
3807,9854,Active
3808,326,Active
3813,189,Active
3814,8091,Active
3816,6067,Active
3817,551,Active
3821,9192,Active
3822,6642,Active
3824,2956,Active
3825,4421,Active
3826,4697,Active
3831,8932,Active
3832,1209,Active
3837,7613,Active
3840,280,Active
3845,7367,Active
3847,2277,Active
3848,193,Active
3849,6731,Active
3850,3044,Expired
3852,9416,Active
3853,4390,Active
3857,3072,Active
3859,1884,Active
3861,901,Active
3862,8602,Active
3863,2348,Expired
3864,6345,Active
3866,1358,Expired
3867,4993,Active
3868,5918,Active
3869,9613,Active
3870,5356,Expired
3871,6788,Active
3873,6751,Expired
3877,8546,Active
3879,425,Active
3880,7365,Active
3884,6196,Active
3888,3938,Active
3891,3854,Expired
3894,5878,Active
3896,4343,Active
3898,4769,Active
3899,6459,Expired
3901,311,Active
3903,574,Active
3904,8392,Expired
3905,8628,Expired
3907,3525,Expired
3908,6498,Expired
3909,65,Active
3911,5269,Active
3915,8659,Expired
3916,6509,Expired
3921,843,Expired
3923,7319,Active
3925,2765,Active
3926,1920,Active
3927,5102,Expired
3929,6649,Active
3930,7201,Active
3931,3182,Expired
3932,1551,Expired
3933,3094,Active
3934,5161,Active
3935,8157,Active
3936,3530,Active
3937,5580,Expired
3939,4820,Active
3940,6429,Expired
3941,5307,Active
3943,9774,Expired
3944,4625,Expired
3947,125,Expired
3948,624,Active
3949,7802,Expired
3950,4197,Active
3951,1907,Expired
3952,7170,Active
3954,2389,Expired
3955,9044,Active
3956,9738,Expired
3959,5620,Active
3960,8181,Active
3961,7365,Active
3963,9855,Active
3965,8176,Active
3966,6354,Active
3971,9138,Active
3972,6955,Active
3973,6871,Active
3975,6796,Active
3976,2141,Expired
3978,1677,Active
3979,7473,Active
3984,9030,Expired
3986,6819,Active
3991,72,Active
3992,5106,Active
3994,5674,Active
3996,287,Active
3997,1532,Active
3998,5463,Expired
3999,3039,Expired
4000,637,Expired
4001,5913,Active
4005,1544,Expired
4006,1569,Expired
4009,7508,Active
4012,8830,Expired
4014,576,Expired
4016,1701,Expired
4017,8262,Expired
4019,5033,Active
4020,4914,Expired
4021,181,Active
4022,2366,Expired
4024,6827,Active
4025,1887,Expired
4027,393,Active
4029,1591,Expired
4033,9965,Active
4034,2588,Active
4035,9343,Active
4037,9544,Active
4038,1279,Active
4040,5614,Active
4042,1008,Active
4044,2437,Active
4045,7801,Active
4046,8050,Active
4047,3269,Active
4048,1644,Active
4051,382,Expired
4052,3423,Expired
4053,4704,Expired
4054,9802,Expired
4055,3450,Active
4056,6116,Active
4057,8458,Active
4058,1567,Expired
4059,1340,Expired
4060,333,Active
4061,3532,Expired
4064,7745,Active
4065,5481,Active
4066,2066,Active
4067,2686,Active
4068,2630,Expired
4069,6284,Active
4071,523,Expired
4072,6238,Active
4073,8460,Active
4074,1288,Active
4076,4796,Active
4077,915,Active
4079,8713,Active
4080,1156,Active
4081,3067,Expired
4082,4782,Active
4084,6784,Active
4086,2367,Active
4087,1407,Active
4088,6731,Active
4089,2133,Expired
4090,6278,Expired
4092,2207,Active
4095,9403,Active
4097,1914,Active
4098,932,Active
4101,9674,Active
4102,9918,Active
4103,1806,Expired
4108,5770,Expired
4109,6382,Active
4111,9340,Active
4112,6484,Expired
4113,5854,Active
4114,4389,Active
4115,249,Expired
4116,5450,Expired
4118,6268,Active
4119,1049,Active
4120,8866,Expired
4121,8476,Active
4122,4458,Active
4126,7570,Active
4129,662,Expired
4130,7414,Active
4131,9590,Active
4135,3335,Expired
4136,1982,Active
4137,5397,Expired
4138,8448,Active
4139,4510,Active
4141,3902,Active
4142,9786,Active
4143,9543,Active
4146,9312,Active
4147,1564,Active
4149,6033,Active
4150,2395,Expired
4151,6703,Expired
4152,658,Expired
4155,2013,Expired
4156,9987,Active
4157,3472,Active
4161,4329,Active
4162,824,Active
4163,964,Expired
4165,4656,Active
4166,3644,Active
4169,9402,Active
4172,4030,Active
4176,6848,Active
4182,9303,Active
4186,729,Expired
4189,887,Active
4190,5206,Active
4193,2275,Expired
4195,7598,Active
4196,4809,Active
4197,6482,Expired
4198,8981,Active
4199,1506,Active
4202,562,Active
4204,6806,Active
4205,1183,Active
4206,79,Active
4207,3062,Active
4208,3149,Active
4209,4056,Expired
4212,5288,Active
4214,2117,Expired
4215,2851,Expired
4217,8829,Expired
4218,2861,Active
4219,5951,Active
4220,7258,Active
4222,4344,Active
4224,6958,Expired
4225,3044,Active
4226,9246,Active
4227,2507,Expired
4228,7795,Active
4229,8543,Active
4230,7802,Active
4233,6290,Active
4234,4961,Active
4235,3987,Expired
4239,5611,Active
4241,9840,Active
4242,3670,Active
4243,84,Active
4244,1194,Expired
4245,874,Active
4246,8488,Active
4247,9295,Active
4249,7255,Active
4251,8335,Expired
4254,7975,Active
4255,731,Active
4257,8657,Expired
4258,2593,Active
4259,7616,Active
4261,6083,Active
4262,7590,Active
4263,545,Active
4264,307,Expired
4266,512,Active
4267,4537,Expired
4268,3557,Active
4270,1426,Active
4271,1994,Expired
4272,1053,Expired
4273,6893,Expired
4274,5011,Expired
4275,271,Active
4278,1202,Active
4279,323,Active
4280,3498,Active
4282,5217,Expired
4284,640,Active
4285,4662,Active
4286,2557,Active
4288,5347,Active
4289,3634,Active
4291,3472,Active
4292,3260,Active
4293,9808,Expired
4294,6772,Active
4295,3524,Active
4297,4846,Expired
4299,5787,Active
4300,7655,Active
4301,5639,Expired
4304,9908,Active
4305,3197,Active
4306,6650,Expired
4308,3318,Expired
4309,8544,Expired
4311,5295,Active
4312,8852,Active
4313,961,Expired
4314,2294,Expired
4315,3414,Active
4317,9437,Active
4318,9788,Active
4321,6921,Active
4323,6557,Active
4324,9704,Active
4329,8049,Active
4330,4379,Active
4333,9126,Active
4334,573,Active
4335,718,Active
4336,5248,Expired
4337,1327,Expired
4338,4357,Active
4339,1111,Active
4340,8527,Expired
4341,4422,Active
4342,3431,Active
4343,1846,Expired
4346,1156,Expired
4347,6329,Expired
4348,4129,Active
4350,8444,Active
4352,3180,Active
4354,2276,Active
4356,6266,Active
4357,3355,Active
4358,7437,Active
4360,6062,Active
4361,6451,Active
4363,8362,Active
4364,7540,Expired
4365,7642,Active
4366,7617,Active
4367,9261,Active
4370,4729,Active
4371,143,Active
4372,7968,Active
4373,4424,Active
4375,445,Active
4377,571,Active
4378,8296,Active
4380,6864,Active
4382,1340,Expired
4383,3070,Active
4385,3893,Active
4388,3213,Active
4390,6924,Expired
4391,8219,Active
4392,2623,Active
4393,332,Active
4394,5800,Active
4395,1328,Active
4398,5116,Active
4399,7884,Active
4400,536,Expired
4403,1522,Active
4404,6370,Active
4406,7954,Active
4407,7207,Expired
4408,2153,Active
4409,993,Active
4411,5062,Active
4412,3829,Active
4413,1933,Expired
4415,3736,Active
4416,245,Active
4422,9137,Active
4424,2150,Active
4425,388,Expired
4426,106,Active
4427,9660,Active
4428,1524,Active
4429,6201,Expired
4430,5204,Active
4431,7561,Expired
4432,3714,Active
4433,555,Expired
4435,105,Active
4436,5659,Active
4437,8131,Active
4438,5338,Active
4440,3394,Expired
4441,2338,Active
4442,2246,Expired
4445,8457,Active
4446,347,Active
4447,9933,Active
4448,7576,Active
4450,4844,Active
4452,264,Active
4454,3567,Active
4455,8754,Active
4456,917,Active
4458,5061,Active
4459,3225,Expired
4460,3834,Active
4465,7796,Active
4466,2609,Active
4467,2885,Expired
4469,6091,Expired
4471,3855,Active
4472,3723,Active
4473,1936,Expired
4474,5941,Active
4476,5516,Active
4477,7049,Expired
4483,6125,Active
4484,7425,Active
4485,3885,Expired
4487,8045,Expired
4488,3483,Expired
4489,8025,Expired
4493,8213,Active
4494,9537,Active
4496,3502,Active
4498,5537,Active
4500,7060,Active
4501,5863,Active
4502,4963,Active
4503,9405,Active
4505,8475,Expired
4506,1178,Expired
4507,7706,Active
4511,8069,Active
4512,5067,Expired
4513,7475,Active
4515,1243,Active
4516,8317,Active
4517,9956,Expired
4518,4632,Active
4520,4093,Active
4522,7484,Active
4523,6849,Active
4527,6661,Active
4529,7300,Active
4530,5304,Active
4531,4806,Active
4532,8354,Active
4533,9990,Active
4535,8735,Active
4536,834,Expired
4538,8086,Active
4539,1662,Active
4541,6421,Expired
4544,4804,Active
4545,8354,Active
4548,1259,Active
4549,5016,Active
4551,6377,Active
4553,524,Active
4554,2060,Active
4555,6362,Active
4556,3354,Expired
4557,1902,Active
4558,9416,Expired
4562,3489,Expired
4563,6213,Active
4564,1802,Active
4566,1088,Expired
4567,1937,Active
4568,8548,Expired
4569,5952,Expired
4571,8280,Expired
4574,9977,Active
4575,8190,Active
4577,8830,Active
4578,7754,Expired
4579,3551,Expired
4580,8833,Expired
4581,4527,Active
4582,4465,Active
4584,3103,Expired
4586,1670,Expired
4588,7957,Active
4589,2876,Active
4592,8038,Expired
4593,9129,Expired
4594,7533,Active
4595,9331,Active
4597,3087,Expired
4599,6465,Active
4600,4366,Active
4602,944,Expired
4603,7064,Active
4604,2348,Active
4605,673,Expired
4606,4361,Active
4607,8698,Expired
4610,780,Active
4611,6748,Active
4612,6636,Active
4613,6439,Expired
4614,999,Active
4615,1036,Active
4616,7062,Active
4619,1989,Active
4620,2878,Active
4621,7777,Expired
4623,2958,Expired
4624,57,Active
4625,5635,Expired
4626,8851,Active
4629,3893,Active
4630,973,Expired
4631,80,Expired
4632,8987,Active
4633,2510,Active
4634,7877,Active
4637,1461,Active
4638,9617,Active
4639,2000,Expired
4640,3184,Active
4641,772,Expired
4643,2849,Active
4647,1818,Active
4648,7430,Active
4650,1094,Active
4653,2953,Expired
4654,4998,Active
4658,7007,Active
4659,7545,Active
4662,5040,Active
4664,5202,Active
4667,1670,Active
4668,6551,Active
4669,3421,Active
4670,7246,Active
4671,7495,Expired
4672,9027,Expired
4675,7292,Active
4676,5852,Active
4678,2362,Expired
4679,4610,Active
4682,7656,Active
4683,371,Active
4685,921,Active
4689,7663,Expired
4690,2566,Active
4691,4207,Active
4692,6190,Active
4696,153,Active
4698,5715,Expired
4699,7107,Expired
4700,8638,Active
4708,4042,Active
4710,3420,Active
4711,5347,Active
4712,1359,Expired
4715,5710,Active
4716,3259,Active
4717,2381,Active
4718,5256,Active
4721,6788,Active
4722,8510,Active
4724,2193,Active
4725,3173,Active
4727,6480,Expired
4728,9183,Active
4729,4276,Expired
4731,2051,Active
4732,8096,Active
4734,8737,Active
4736,1900,Active
4737,7298,Expired
4739,9361,Active
4740,2175,Active
4742,3664,Active
4745,9550,Active
4747,5491,Active
4748,7218,Active
4750,172,Active
4751,4969,Active
4752,5056,Expired
4755,6287,Expired
4756,7592,Expired
4760,229,Active
4764,9869,Active
4765,3563,Active
4766,7932,Active
4767,2011,Active
4769,4350,Active
4770,4190,Expired
4775,3572,Active
4776,3118,Active
4777,297,Active
4779,848,Active
4780,3620,Active
4783,1591,Active
4784,2558,Active
4786,8843,Active
4788,4094,Active
4789,8809,Active
4790,5565,Active
4791,1346,Expired
4792,3103,Expired
4793,3197,Active
4796,1210,Active
4798,1884,Expired
4801,2446,Active
4802,8333,Active
4803,8100,Active
4804,3657,Active
4805,6112,Active
4806,7640,Active
4807,5746,Active
4810,6578,Active
4811,927,Active
4813,6690,Active
4814,4218,Active
4815,2498,Active
4817,8061,Active
4818,2580,Active
4819,563,Active
4821,935,Expired
4822,34,Expired
4824,9055,Expired
4826,6866,Expired
4827,3635,Active
4829,1411,Active
4830,9313,Expired
4832,3023,Active
4833,9833,Active
4835,5264,Active
4836,1205,Active
4837,9816,Active
4838,3656,Active
4840,5132,Expired
4841,9669,Expired
4843,8328,Expired
4844,1699,Active
4846,2175,Active
4847,416,Active
4848,31,Active
4850,5673,Active
4852,4661,Active
4853,6680,Expired
4855,2072,Expired
4856,1487,Expired
4857,453,Active
4859,7943,Expired
4862,4320,Expired
4863,418,Expired
4864,1252,Active
4868,8380,Expired
4869,5550,Expired
4872,400,Active
4873,6810,Expired
4876,2238,Active
4879,2413,Active
4882,5485,Expired
4884,5102,Expired
4885,6550,Expired
4886,2365,Expired
4888,7343,Expired
4889,3391,Active
4892,8851,Expired
4893,1143,Active
4894,4797,Active
4895,1387,Active
4897,7964,Active
4898,7294,Expired
4899,1196,Expired
4901,430,Active
4902,4685,Expired
4903,6886,Active
4905,606,Active
4908,1838,Expired
4909,9738,Active
4911,9984,Active
4912,2207,Active
4913,7718,Active
4916,7610,Expired
4917,8059,Active
4918,7203,Active
4921,777,Active
4922,3796,Expired
4923,2876,Active
4924,1649,Active
4926,9250,Active
4927,487,Expired
4928,1615,Active
4929,5870,Active
4931,1309,Active
4932,2914,Active
4933,8738,Active
4934,7512,Expired
4935,5968,Expired
4936,7502,Expired
4940,949,Active
4942,1983,Expired
4945,9892,Expired
4946,668,Active
4947,2218,Active
4949,6546,Active
4951,9671,Active
4954,1295,Active
4955,9657,Active
4957,9912,Active
4959,6193,Expired
4962,6926,Active
4964,5001,Expired
4965,1221,Expired
4966,4066,Expired
4968,3152,Active
4969,7488,Expired
4973,9619,Expired
4974,7443,Expired
4976,519,Active
4977,8156,Active
4978,1097,Expired
4979,6065,Active
4981,1195,Active
4982,2066,Expired
4983,6940,Active
4985,2233,Active
4986,62,Active
4987,5564,Active
4989,8381,Active
4990,4226,Active
4992,8118,Active
4994,1270,Active
4997,6093,Expired
4998,1778,Expired
4999,321,Expired
5001,3580,Expired
5002,6290,Active
5005,5109,Active
5007,8548,Active
5009,8107,Expired
5010,7296,Expired
5011,5393,Expired
5012,9880,Active
5013,1516,Active
5014,478,Expired
5016,8743,Active
5018,394,Active
5021,8297,Active
5022,4438,Expired
5023,3365,Expired
5024,1983,Expired
5026,9256,Expired
5027,4769,Active
5029,4693,Expired
5030,5330,Active
5031,3826,Expired
5033,7514,Expired
5034,3994,Expired
5035,926,Active
5036,8446,Active
5040,4511,Active
5041,8025,Expired
5042,807,Active
5043,4455,Active
5045,2546,Expired
5047,8620,Expired
5050,9590,Active
5053,1116,Active
5054,2083,Expired
5056,7310,Expired
5057,7220,Active
5058,8895,Expired
5059,754,Active
5065,4663,Active
5066,7572,Expired
5068,3630,Expired
5069,4202,Expired
5070,1689,Active
5071,4884,Active
5072,4142,Expired
5074,5799,Expired
5075,4934,Active
5076,2210,Active
5078,1560,Expired
5079,3741,Expired
5081,7071,Active
5084,3202,Active
5085,1178,Active
5086,8131,Expired
5088,8718,Expired
5089,1393,Expired
5090,4007,Active
5096,3893,Expired
5097,9030,Active
5098,3948,Expired
5099,9114,Active
5100,2848,Expired
5104,1422,Active
5105,736,Active
5107,4483,Active
5108,8034,Active
5109,8788,Expired
5113,4539,Expired
3841,1866,Active
3842,7441,Active
3843,5671,Active
3844,821,Active
3846,345,Active
3851,475,Active
3854,4385,Active
3855,2822,Active
3856,4272,Active
3858,390,Active
3860,9644,Active
3865,3868,Active
3872,188,Active
3874,7856,Active
3875,2707,Active
3876,7538,Active
3878,7219,Active
3881,6145,Active
3882,4228,Active
3883,8765,Active
3885,3649,Active
3886,6397,Active
3887,2554,Active
3889,3425,Active
3890,71,Active
3892,2855,Active
3893,4734,Active
3895,761,Active
3897,2779,Active
3900,5962,Active
3902,1442,Active
3906,5005,Active
3910,9760,Active
3912,5223,Active
3913,1329,Active
3914,5289,Active
3917,8258,Active
3918,9409,Active
3919,2148,Active
3920,8267,Active
3922,9323,Active
3924,6228,Active
3928,5932,Active
3938,9568,Active
3942,5380,Active
3945,5235,Active
3946,1921,Active
3953,145,Active
3957,7409,Active
3958,9454,Active
3962,982,Active
3964,7497,Active
3967,4412,Active
3968,7241,Active
3969,1377,Active
3970,5122,Active
3974,9934,Active
3977,8631,Active
3980,5978,Active
3981,5245,Active
3982,3880,Active
3983,8552,Active
3985,1095,Active
3987,3678,Active
3988,9740,Active
3989,813,Active
3990,1694,Active
3993,1031,Active
3995,1760,Active
4002,6388,Active
4003,8245,Active
4004,7372,Active
4007,706,Active
4008,4916,Active
4010,4812,Active
4011,7562,Active
4013,1530,Active
4015,4859,Active
