ACCIDENT_ID,POLICYHOLDER_ID,VEHICLE_ID,ACCIDENT_TYPE,ACCIDENT_DATE,ESTIMATED_COST,ACTUAL_REPAIR_COST,AT_FAULT,DUI
6764,5200,843,6,2019-12-11,471,561,TRUE,TRUE
6765,7297,9497,6,2022-04-11,326,466,TRUE,FALSE
6767,5870,3308,6,2019-05-30,4985,7145,FALSE,FALSE
6768,7209,2332,3,2022-11-07,6993,7493,FALSE,FALSE
6770,8676,8987,7,2022-07-30,6367,7209,TRUE,FALSE
6772,2420,431,4,2023-10-05,293,406,TRUE,FALSE
6773,3695,463,5,2022-05-22,2870,4482,FALSE,FALSE
6775,1410,2497,6,2019-03-01,5280,5999,TRUE,FALSE
6777,9983,2433,2,2019-10-09,5528,7199,TRUE,FALSE
6778,7373,6138,2,2019-11-05,7487,10574,TRUE,FALSE
6779,6714,7667,2,2023-09-17,7564,10952,TRUE,TRUE
6780,4976,8633,3,2020-04-24,8304,11892,TRUE,FALSE
6783,2380,7031,6,2022-12-15,8363,12186,TRUE,FALSE
6786,4750,3916,7,2023-04-14,7431,8459,TRUE,FALSE
6787,2258,471,1,2020-03-21,8191,9670,FALSE,FALSE
6790,8052,5094,4,2023-05-17,4974,6424,FALSE,TRUE
6791,9445,939,6,2020-12-04,2770,3580,FALSE,FALSE
6792,5756,2171,1,2019-01-13,5655,9044,FALSE,FALSE
6793,4910,7612,6,2021-01-09,1615,1762,FALSE,FALSE
6795,8998,875,4,2023-08-08,8750,12749,TRUE,FALSE
6798,9154,5695,3,2022-01-22,692,1105,FALSE,FALSE
6799,2553,8321,7,2022-09-05,9400,12217,FALSE,FALSE
6801,4643,7040,6,2021-12-16,1417,1632,FALSE,FALSE
6803,1586,6384,2,2020-08-06,9712,10624,FALSE,FALSE
6805,218,1430,2,2021-05-08,3343,3705,FALSE,FALSE
6807,6617,6413,2,2022-10-13,7651,8554,TRUE,FALSE
6808,9569,6259,5,2023-05-20,7578,9015,TRUE,TRUE
6809,2793,5991,4,2019-05-03,2745,2905,TRUE,FALSE
6810,7038,156,4,2019-04-29,2169,2912,TRUE,FALSE
6812,8703,3460,5,2020-04-08,8045,12808,FALSE,FALSE
6813,632,6591,3,2021-10-12,2385,3059,TRUE,TRUE
6814,5111,4300,4,2020-04-06,5105,7649,TRUE,TRUE
6816,150,6574,6,2020-08-11,637,948,TRUE,FALSE
6819,6822,3082,5,2019-11-13,8036,9690,FALSE,FALSE
6820,4394,7304,2,2019-01-01,904,1317,FALSE,FALSE
6821,8531,6272,7,2023-04-26,460,580,TRUE,TRUE
6822,144,6824,4,2021-09-13,7039,8567,TRUE,FALSE
6823,8993,6024,4,2023-09-07,2439,3043,TRUE,FALSE
6824,5540,9382,4,2022-07-19,3659,5153,TRUE,TRUE
6825,284,4587,7,2020-12-30,8663,13095,FALSE,TRUE
6826,8553,2488,3,2022-04-22,5722,6525,FALSE,FALSE
6827,844,3092,7,2023-09-23,3603,4823,TRUE,FALSE
6828,7412,3628,1,2019-06-23,4749,7492,FALSE,TRUE
6830,2434,589,2,2023-05-16,1413,1604,TRUE,FALSE
6832,8984,8968,6,2019-03-10,594,668,FALSE,FALSE
6833,1592,8941,3,2019-05-11,9062,11354,TRUE,TRUE
6835,9047,6316,7,2021-12-31,6440,7802,FALSE,FALSE
6836,62,829,2,2020-04-19,7442,7920,TRUE,FALSE
6837,47,4647,4,2023-05-13,8433,12887,FALSE,FALSE
6838,285,4846,4,2019-01-03,1106,1668,FALSE,FALSE
6839,2933,9210,2,2020-04-02,4209,6049,TRUE,FALSE
6840,6350,2569,6,2022-12-27,2955,3636,TRUE,FALSE
6841,6637,9312,6,2022-10-29,3584,4929,FALSE,FALSE
6843,6612,820,4,2021-11-19,9368,12492,FALSE,FALSE
6844,7885,1432,5,2019-10-01,8289,10929,FALSE,FALSE
6845,7732,3285,5,2022-10-12,169,213,FALSE,TRUE
6846,8070,5641,7,2022-03-15,8100,11651,TRUE,TRUE
6847,8965,4200,3,2019-01-08,4367,6106,FALSE,FALSE
6848,7581,9520,3,2022-07-25,3324,4212,TRUE,FALSE
6849,5280,4839,4,2021-03-12,8270,12069,TRUE,FALSE
6850,7734,2737,2,2022-01-10,7297,8197,TRUE,FALSE
6851,7063,1275,2,2023-09-27,7775,10619,FALSE,TRUE
6853,2122,9421,3,2020-08-15,5196,7900,FALSE,FALSE
6854,7657,420,1,2022-08-14,9258,12614,TRUE,TRUE
6856,7501,3604,2,2020-09-01,8553,12826,TRUE,FALSE
6857,2377,6008,5,2022-04-19,6408,9566,FALSE,TRUE
6858,6373,4463,5,2022-11-15,1622,2406,TRUE,TRUE
6859,1752,7007,5,2022-05-04,198,265,TRUE,FALSE
6860,1959,8011,6,2020-04-24,7889,9998,FALSE,FALSE
6861,1227,2431,7,2019-07-09,6931,8462,FALSE,TRUE
6862,9467,316,3,2022-07-07,4743,5570,TRUE,FALSE
6863,5127,338,1,2019-09-18,7379,11171,TRUE,TRUE
6864,9831,7667,7,2021-12-09,3724,4074,TRUE,FALSE
6865,3501,204,5,2022-09-08,3379,4515,FALSE,FALSE
6866,3117,6731,7,2019-12-05,6099,8795,TRUE,FALSE
6867,6670,6486,1,2022-08-23,6970,10784,TRUE,FALSE
6868,6971,1698,6,2023-09-13,7274,10357,TRUE,FALSE
6869,5121,4271,3,2019-01-18,6144,6482,FALSE,FALSE
6870,9895,2160,6,2020-10-15,253,364,TRUE,FALSE
6871,2822,2529,2,2020-06-13,3337,5152,TRUE,FALSE
6872,314,2682,2,2021-06-23,2101,3345,TRUE,FALSE
6874,1071,3274,4,2021-08-01,6580,9027,FALSE,FALSE
6876,5250,9767,6,2022-07-26,3116,4071,FALSE,FALSE
6878,4578,6357,7,2019-03-31,6833,8339,TRUE,FALSE
6879,221,1337,1,2022-09-15,3689,5149,TRUE,FALSE
6881,6395,112,5,2023-09-22,7810,9470,TRUE,TRUE
6882,3317,9725,3,2021-09-17,2240,2848,TRUE,TRUE
6883,1459,8456,5,2020-03-02,4763,6056,TRUE,FALSE
6884,1246,1857,3,2020-08-20,3819,5856,FALSE,FALSE
6885,8167,7659,7,2019-01-20,3211,4185,TRUE,FALSE
6886,5339,9860,2,2023-09-02,9168,10156,TRUE,FALSE
6888,1233,966,1,2021-02-22,167,243,FALSE,FALSE
6889,7893,6844,7,2019-08-11,2405,2631,TRUE,FALSE
6890,5108,7862,6,2019-07-21,2390,3399,FALSE,FALSE
6892,3241,8707,3,2023-06-06,8093,12676,TRUE,FALSE
6893,676,3979,5,2021-12-26,4007,4689,TRUE,FALSE
6894,2984,9756,4,2019-07-31,5738,6469,TRUE,FALSE
6895,5229,9741,4,2023-05-12,9501,12607,FALSE,FALSE
6896,304,9348,7,2019-06-10,6961,10713,TRUE,FALSE
6897,2057,6256,2,2020-06-04,6961,9701,TRUE,FALSE
6898,9337,7477,4,2023-02-03,8523,13344,TRUE,FALSE
6900,9176,5851,6,2020-06-16,4520,6735,FALSE,FALSE
6901,3930,9263,4,2023-03-23,3536,3848,TRUE,FALSE
6902,7587,3300,5,2020-12-25,5254,7164,FALSE,FALSE
6903,1424,7706,1,2021-05-04,2667,3844,TRUE,FALSE
6904,1499,325,7,2022-01-19,9814,14707,TRUE,FALSE
6905,6395,2610,3,2021-02-04,8965,12084,TRUE,FALSE
6906,9741,1883,6,2021-05-29,2651,4224,FALSE,FALSE
6907,4461,9189,1,2020-06-28,4922,7816,FALSE,FALSE
6910,6305,1467,5,2021-03-12,1198,1593,FALSE,FALSE
6913,614,4293,2,2023-08-19,5571,7284,TRUE,FALSE
6914,8880,5796,6,2020-03-24,1526,2109,TRUE,FALSE
6915,8180,5771,1,2020-10-13,9740,14036,TRUE,FALSE
6916,5418,8307,6,2023-09-17,4667,6320,TRUE,FALSE
6917,2421,5830,3,2023-03-02,1612,2504,TRUE,FALSE
6918,6639,1713,6,2022-03-07,7040,9222,FALSE,TRUE
6919,1744,9682,6,2023-06-04,5130,5878,FALSE,FALSE
6920,3972,8412,5,2019-03-02,1495,2321,TRUE,FALSE
6922,9783,9035,6,2022-11-08,1287,1653,FALSE,FALSE
6923,3682,2341,3,2021-04-14,6480,6857,FALSE,FALSE
6924,3874,1974,2,2022-10-11,9845,11924,TRUE,FALSE
6926,301,9163,3,2021-09-29,1267,1677,TRUE,FALSE
6927,6169,8969,2,2022-06-14,7002,11129,FALSE,TRUE
6928,2830,6528,1,2019-01-09,4585,6344,FALSE,FALSE
6929,5227,5849,3,2019-11-08,7255,7729,FALSE,FALSE
6931,4094,5351,3,2022-02-04,6260,7899,TRUE,TRUE
6932,7717,9332,2,2023-02-15,9297,12590,TRUE,FALSE
6933,8417,7959,2,2022-01-31,1573,2148,FALSE,FALSE
6934,1707,8642,6,2019-12-25,6332,9632,TRUE,FALSE
6935,4637,5755,7,2019-07-02,3439,4475,TRUE,FALSE
6936,8424,4533,2,2022-03-12,165,227,TRUE,FALSE
6937,8870,2223,6,2020-07-18,8675,10297,TRUE,TRUE
6938,250,6983,7,2023-09-20,179,238,TRUE,FALSE
6939,2927,4839,5,2022-05-10,3202,4176,FALSE,FALSE
6940,6342,4565,4,2019-10-26,2315,2945,TRUE,FALSE
6941,7817,3936,2,2023-10-04,5692,6030,TRUE,FALSE
6942,8865,2645,3,2019-12-28,7185,8278,TRUE,TRUE
6943,8886,4937,3,2022-12-15,3871,4792,TRUE,FALSE
6944,970,1155,5,2019-09-27,7940,11095,TRUE,TRUE
6945,1909,2085,3,2019-07-24,2277,3492,TRUE,FALSE
6946,3459,8519,2,2019-08-01,7881,8821,TRUE,FALSE
6947,6972,9208,3,2022-11-22,1294,1876,TRUE,FALSE
6948,854,7718,7,2022-12-03,7882,11234,TRUE,FALSE
6949,8506,117,3,2022-02-17,3084,3566,FALSE,FALSE
6951,6605,1856,5,2023-10-25,8716,12910,FALSE,FALSE
6952,8566,3983,1,2020-06-28,3635,4973,FALSE,TRUE
6953,5039,5615,3,2019-09-28,9012,13794,FALSE,FALSE
6955,744,8019,2,2020-06-27,1902,2367,TRUE,FALSE
6956,8781,8177,6,2022-09-06,3323,5022,TRUE,TRUE
6957,6154,5533,3,2020-02-14,9246,13602,FALSE,FALSE
6958,9721,4413,4,2020-01-14,473,630,TRUE,FALSE
6959,9756,7590,6,2023-08-13,2530,3892,TRUE,FALSE
6962,2425,8270,5,2019-03-17,4403,6539,TRUE,FALSE
6963,6369,5724,2,2020-08-27,9171,13382,TRUE,FALSE
6964,6081,6470,3,2020-02-18,3794,6044,TRUE,FALSE
6966,9391,6716,4,2023-05-31,9042,12036,TRUE,FALSE
6967,2249,5921,5,2019-12-14,7433,10131,FALSE,FALSE
6969,3699,7838,6,2020-10-23,100,151,FALSE,FALSE
6970,1336,2535,2,2019-09-06,9791,11175,TRUE,FALSE
6971,6553,3981,6,2023-01-06,1283,1782,FALSE,FALSE
6972,2462,5140,5,2023-08-12,3441,4987,TRUE,TRUE
6974,6254,8259,3,2019-08-19,4777,5824,TRUE,FALSE
6975,1628,5297,7,2022-02-14,463,665,TRUE,TRUE
6976,3991,7171,1,2023-01-11,4007,5491,FALSE,FALSE
6978,7076,81,3,2022-11-23,4710,5512,TRUE,FALSE
6979,635,3728,1,2020-01-21,8075,11403,TRUE,FALSE
6980,7378,3225,2,2022-08-23,8308,11991,TRUE,FALSE
6982,1941,9032,1,2023-09-21,3475,4691,FALSE,TRUE
6984,2289,8868,7,2020-06-09,5129,6339,FALSE,FALSE
6986,3457,7038,4,2020-12-29,2689,4283,TRUE,FALSE
6987,7793,9583,7,2021-10-27,7627,9731,FALSE,FALSE
6988,9791,5466,2,2019-05-23,2320,2713,TRUE,TRUE
6989,5594,2088,3,2021-05-17,3940,5565,TRUE,FALSE
6990,9011,4896,7,2020-10-13,279,340,TRUE,TRUE
6991,1530,2065,7,2021-11-30,9869,11869,FALSE,FALSE
6992,6859,5227,6,2021-03-01,3597,4372,TRUE,TRUE
6993,9099,9487,5,2020-10-18,2085,3034,TRUE,FALSE
6994,5364,6904,5,2019-08-23,6375,9409,FALSE,FALSE
6996,4916,4157,4,2020-12-14,2047,2973,TRUE,FALSE
6997,71,2732,5,2022-08-22,2446,3622,FALSE,FALSE
6998,8144,2297,3,2019-08-22,7286,9078,FALSE,FALSE
7000,7597,7502,4,2022-12-10,9167,11282,FALSE,FALSE
7001,7187,3136,6,2023-03-08,906,1383,TRUE,TRUE
7003,9380,1417,1,2023-06-03,607,880,TRUE,FALSE
7004,2021,6217,7,2022-10-20,9238,14775,FALSE,FALSE
7006,3508,3606,1,2019-10-13,4885,6044,TRUE,FALSE
7007,6913,8529,2,2019-04-12,9935,12506,TRUE,FALSE
7008,6917,7124,4,2023-09-01,8330,9108,TRUE,FALSE
7009,1624,9585,7,2020-12-17,246,383,TRUE,FALSE
7011,930,5893,5,2023-03-01,6339,9024,FALSE,FALSE
7013,8595,9245,2,2022-06-18,780,1052,FALSE,TRUE
7014,4059,3702,1,2019-03-11,7189,11312,TRUE,TRUE
7015,3287,2795,2,2019-05-09,587,900,FALSE,FALSE
7016,4007,3045,1,2022-01-07,7180,9503,FALSE,FALSE
7017,9966,398,6,2023-04-07,4535,6221,TRUE,FALSE
7018,7569,8311,5,2022-06-11,5295,6252,TRUE,TRUE
7021,826,8209,4,2020-06-07,5537,6513,FALSE,FALSE
7022,4527,540,5,2022-03-29,9780,10385,TRUE,TRUE
7023,5478,2931,7,2023-07-06,9571,13680,FALSE,FALSE
7025,6802,8545,5,2021-11-05,7487,10549,TRUE,FALSE
7026,1574,1832,4,2023-04-10,7338,10575,FALSE,TRUE
7027,9504,3968,6,2023-04-11,6607,7906,FALSE,FALSE
7028,8974,6103,5,2021-01-04,5433,7880,FALSE,FALSE
7029,8359,2973,7,2020-08-20,6752,8925,TRUE,FALSE
7033,1947,3679,5,2022-10-30,9144,10030,TRUE,FALSE
7034,1528,5757,6,2022-08-23,3285,4050,TRUE,FALSE
7035,5935,9980,1,2022-07-16,2132,2382,TRUE,FALSE
7036,8626,5870,3,2023-07-20,2791,3394,FALSE,FALSE
7040,4296,8505,3,2019-06-27,7286,9649,TRUE,FALSE
7042,4104,635,3,2020-06-14,916,1037,FALSE,TRUE
7043,5103,9993,1,2023-08-20,6867,8423,FALSE,FALSE
7045,2874,2775,1,2022-08-03,1349,1928,FALSE,FALSE
7046,6566,1860,4,2020-05-09,6372,9824,TRUE,FALSE
7048,1419,3068,1,2023-05-28,5934,8373,TRUE,FALSE
7049,4457,5368,3,2023-04-26,9094,13555,TRUE,FALSE
7050,4723,1955,3,2022-06-13,5662,7169,TRUE,FALSE
7051,8153,3927,2,2022-11-02,2889,3212,TRUE,TRUE
7056,8258,755,4,2019-12-31,8971,10200,TRUE,TRUE
7057,1087,6901,1,2022-06-12,3995,5327,FALSE,FALSE
7058,6869,9693,5,2021-12-09,5780,6347,FALSE,TRUE
7059,7210,3269,2,2020-06-09,2915,3397,TRUE,FALSE
7060,8595,7482,1,2019-07-06,459,686,FALSE,FALSE
7061,1674,6658,6,2019-06-29,264,285,FALSE,FALSE
7062,1929,4845,5,2022-03-13,1518,1644,TRUE,FALSE
7063,7524,7858,5,2019-06-20,795,1178,TRUE,FALSE
7064,5107,1416,2,2023-06-11,1508,2353,FALSE,FALSE
7065,5574,1342,5,2023-02-01,5661,7824,TRUE,TRUE
7066,400,5025,4,2022-06-04,2303,2834,TRUE,TRUE
7067,1295,8575,6,2022-12-09,2900,4165,TRUE,FALSE
7068,390,6417,7,2022-03-24,4203,5529,TRUE,TRUE
7069,4131,4228,6,2019-04-02,5919,6804,TRUE,FALSE
7070,8632,691,6,2020-09-10,6454,7242,FALSE,FALSE
7071,5449,6927,2,2019-07-26,4993,7502,FALSE,FALSE
7073,8969,3682,7,2019-06-27,9764,14032,FALSE,TRUE
7074,2473,7393,2,2019-07-26,5446,5881,TRUE,TRUE
7075,9084,9098,7,2022-06-03,4035,4416,TRUE,FALSE
7076,642,2449,6,2019-04-01,9179,14367,TRUE,FALSE
7078,7912,3588,1,2023-04-23,5073,6471,TRUE,TRUE
7079,1198,4228,4,2019-09-29,9568,12951,TRUE,FALSE
7081,5740,3537,5,2021-08-09,3092,3756,FALSE,TRUE
7082,2256,4136,1,2020-06-13,4127,6456,TRUE,FALSE
7083,2316,1687,6,2019-03-31,6850,7994,TRUE,FALSE
7086,6823,9882,1,2023-08-26,1634,1975,TRUE,FALSE
7087,9216,2374,4,2023-02-20,1708,2202,TRUE,FALSE
7090,4994,2123,2,2022-04-12,1539,2425,FALSE,FALSE
7091,1350,5030,2,2022-12-12,1233,1697,TRUE,FALSE
7094,1222,3832,5,2022-03-25,5453,7380,FALSE,TRUE
7095,1113,1613,2,2020-11-27,3800,5453,TRUE,FALSE
7096,5251,7588,1,2020-01-07,6544,9155,TRUE,FALSE
7097,8653,9240,3,2020-07-14,3908,4352,FALSE,FALSE
7098,3538,3360,5,2021-07-26,2117,2881,TRUE,FALSE
7099,8031,2220,7,2022-01-09,5632,8532,TRUE,FALSE
7100,9389,8425,4,2022-03-18,4147,6381,FALSE,FALSE
7102,3510,7814,4,2019-09-13,2239,2432,FALSE,FALSE
7104,7600,10000,5,2020-01-01,3993,5148,FALSE,FALSE
7107,4043,8377,6,2022-10-01,4526,5747,TRUE,FALSE
7110,6531,1370,1,2019-03-25,1999,2190,FALSE,FALSE
7111,2733,7196,5,2022-06-08,4037,5981,TRUE,FALSE
7113,7491,2905,1,2021-01-10,458,488,TRUE,FALSE
7114,8981,3923,6,2022-05-05,8490,11077,TRUE,FALSE
7116,701,6075,4,2023-09-27,6942,8110,TRUE,FALSE
7118,5827,9708,6,2019-12-21,4641,6821,FALSE,FALSE
7119,6055,1502,6,2022-12-09,6180,9463,FALSE,FALSE
7122,5870,9191,4,2022-06-30,2037,3133,TRUE,FALSE
7124,7372,9452,6,2022-04-25,8050,11724,TRUE,FALSE
7125,7222,1394,2,2023-07-13,9885,13681,FALSE,FALSE
7126,9888,4691,7,2019-03-09,5884,8263,TRUE,FALSE
7127,5832,4001,2,2019-02-04,6648,9443,TRUE,FALSE
7128,7956,4092,4,2022-09-15,3873,4181,FALSE,FALSE
7130,5141,7003,7,2019-11-20,8634,10642,TRUE,TRUE
7132,2176,9609,3,2021-05-22,1086,1419,FALSE,FALSE
7134,8070,3817,5,2023-08-14,7653,11658,TRUE,FALSE
7135,8859,9069,3,2021-10-30,8588,13670,TRUE,TRUE
7136,5344,575,1,2023-10-27,8203,9565,TRUE,FALSE
7137,428,9444,5,2019-12-16,3244,3814,TRUE,TRUE
7139,1866,4577,1,2019-12-16,5631,8757,TRUE,FALSE
7140,7446,2405,2,2019-08-29,107,131,FALSE,FALSE
7141,4370,1799,6,2019-07-11,3892,5533,FALSE,FALSE
7142,2134,3185,1,2023-08-29,8417,10751,FALSE,FALSE
7143,7219,3679,5,2019-07-12,9785,13603,TRUE,FALSE
7144,2375,2410,3,2020-05-19,4829,5360,FALSE,FALSE
7145,6495,5216,1,2020-11-28,9278,11594,FALSE,FALSE
7146,5819,1908,4,2022-12-04,2809,3729,FALSE,FALSE
7147,2933,1393,1,2020-06-20,1711,2212,TRUE,FALSE
7148,8955,9432,6,2019-12-20,2166,3015,TRUE,FALSE
7150,4585,4591,2,2023-05-25,7067,10092,FALSE,FALSE
7151,9178,1070,6,2022-09-18,9288,14791,TRUE,TRUE
7153,1738,5125,6,2022-05-30,946,1190,FALSE,TRUE
7155,2420,4938,4,2023-06-27,3143,4763,TRUE,TRUE
7156,6147,2926,3,2021-01-09,4319,5429,TRUE,FALSE
7157,9489,7613,3,2020-05-11,6434,7814,TRUE,FALSE
7158,6925,4539,4,2019-10-18,7407,11095,FALSE,FALSE
7159,4483,3633,7,2020-03-11,8347,11274,FALSE,FALSE
7160,9793,5671,3,2022-02-15,1030,1157,TRUE,FALSE
7161,9821,5838,3,2019-07-31,5052,6252,TRUE,FALSE
7162,3138,1631,3,2019-08-04,9869,15540,FALSE,FALSE
7163,9082,7385,1,2022-02-11,6273,6604,TRUE,FALSE
7164,1618,3222,4,2023-06-23,3414,5310,FALSE,FALSE
7165,8227,3832,1,2020-03-08,5270,6102,TRUE,FALSE
7167,73,4734,4,2020-03-05,3633,4462,TRUE,FALSE
7169,4133,5670,4,2021-09-28,1273,1709,TRUE,TRUE
7170,8121,561,7,2019-07-05,6053,6572,TRUE,TRUE
7171,9732,1897,4,2022-07-04,6105,8407,TRUE,TRUE
7172,4620,7233,5,2023-06-18,5266,8231,TRUE,FALSE
7174,6100,1325,2,2023-04-26,3201,4073,FALSE,FALSE
7175,9066,851,6,2022-07-21,8461,11850,FALSE,FALSE
7176,5355,1495,1,2019-01-19,6404,9398,TRUE,FALSE
7178,1095,3358,3,2022-01-21,9631,11206,TRUE,TRUE
7181,1332,9373,2,2022-04-24,7589,12036,TRUE,FALSE
7182,4171,8621,4,2019-02-12,8138,8554,TRUE,FALSE
7183,5413,869,6,2022-02-25,8513,11064,FALSE,FALSE
7184,7138,3308,5,2023-08-05,7665,10851,TRUE,FALSE
7185,7773,2748,1,2019-06-22,3637,5790,FALSE,FALSE
7186,5126,3742,1,2019-01-10,9764,12678,TRUE,TRUE
7188,528,6122,4,2023-01-09,4511,5479,TRUE,FALSE
7189,7648,920,3,2019-03-07,6907,10048,TRUE,TRUE
7190,3536,3985,3,2020-07-23,476,666,TRUE,FALSE
7191,1347,5834,3,2019-04-16,2019,2884,TRUE,TRUE
7192,9077,7374,7,2023-06-07,7783,9342,TRUE,FALSE
7193,2653,9576,1,2023-07-25,4983,5366,TRUE,FALSE
7194,3331,357,1,2022-02-24,4080,5559,TRUE,FALSE
7195,7747,7225,1,2023-04-16,3012,4044,TRUE,FALSE
7196,9328,6246,2,2022-08-13,1013,1336,TRUE,FALSE
7198,1840,3255,6,2019-12-20,4723,7342,FALSE,TRUE
7199,1161,4334,5,2022-06-16,7167,8682,TRUE,FALSE
7200,6508,5073,6,2023-10-18,3275,4564,TRUE,TRUE
7201,9257,431,2,2021-11-14,3143,4421,TRUE,FALSE
7202,898,6282,5,2020-01-05,5497,8372,TRUE,FALSE
7204,6337,8566,7,2019-11-16,2698,3620,TRUE,FALSE
7207,6457,8238,3,2019-04-11,931,1271,TRUE,FALSE
7208,7250,2055,4,2019-09-05,5714,8304,TRUE,FALSE
7210,9021,9337,2,2023-06-26,168,263,FALSE,FALSE
7212,831,4089,4,2022-06-08,6435,6912,TRUE,FALSE
7215,6145,892,3,2023-07-07,8819,13474,FALSE,TRUE
7217,8911,8060,6,2023-06-18,5962,8262,TRUE,FALSE
7218,1630,5613,7,2020-11-24,2087,2971,TRUE,FALSE
7219,3304,5552,2,2019-04-06,8505,12676,TRUE,FALSE
7220,1735,189,6,2023-02-01,5505,5928,TRUE,FALSE
7221,4773,2991,2,2022-09-12,7957,10148,FALSE,TRUE
7222,6423,2386,1,2023-07-12,8201,10344,FALSE,FALSE
7223,6534,602,1,2021-08-28,6341,9236,TRUE,FALSE
7224,7976,5780,2,2023-06-09,6479,8682,TRUE,FALSE
7225,773,2714,5,2022-12-03,4697,6498,TRUE,TRUE
7228,3521,2349,4,2023-03-24,2876,3943,TRUE,FALSE
7229,6142,3695,7,2023-04-19,5089,6080,TRUE,FALSE
7232,836,6580,7,2022-06-23,1497,1941,FALSE,FALSE
7233,6876,5855,7,2022-08-12,3856,4765,FALSE,FALSE
7234,6707,2777,3,2023-01-02,5148,7901,FALSE,FALSE
7235,4101,5918,3,2023-02-10,4870,5701,TRUE,FALSE
7236,2279,2273,6,2022-09-21,1528,1994,TRUE,FALSE
7237,9354,5914,5,2020-02-28,8995,12065,TRUE,FALSE
7238,2651,7896,2,2019-04-24,8510,10288,TRUE,FALSE
7239,4353,1049,5,2019-07-09,2527,2992,TRUE,TRUE
7241,2780,9416,2,2020-11-17,2564,3704,TRUE,FALSE
7243,6025,6851,5,2022-11-13,2526,3643,TRUE,FALSE
7244,8859,6590,1,2022-12-21,2065,2304,TRUE,FALSE
7245,7971,1169,4,2023-10-27,6169,7642,FALSE,FALSE
7246,6847,4800,6,2023-10-19,1586,1822,FALSE,FALSE
7248,8721,2682,6,2019-12-29,1558,2375,TRUE,FALSE
7249,7817,5078,1,2022-08-28,3434,4652,FALSE,FALSE
7250,9239,5377,6,2020-11-24,2201,3287,TRUE,FALSE
7251,6317,6249,3,2022-02-20,2921,4455,TRUE,FALSE
7252,4136,7794,3,2022-07-22,6557,9388,FALSE,TRUE
7253,3777,7293,7,2022-02-27,8872,12733,TRUE,TRUE
7254,2751,5920,4,2023-08-29,8265,12996,TRUE,FALSE
7255,15,6482,5,2020-02-14,9688,11228,FALSE,TRUE
7256,5362,3488,5,2020-07-04,7402,7888,TRUE,TRUE
7257,5795,5606,4,2022-01-24,9141,10151,TRUE,FALSE
7259,9266,1786,6,2020-03-10,589,733,TRUE,FALSE
7260,1366,2516,3,2022-07-21,7027,9367,FALSE,TRUE
7262,4549,7784,7,2019-05-05,9430,14532,FALSE,TRUE
7263,7405,1862,3,2020-06-27,1777,2595,TRUE,FALSE
7264,8209,5253,4,2022-06-21,4843,5958,TRUE,FALSE
7265,4968,5413,1,2020-04-07,6763,7493,TRUE,FALSE
7267,7258,2971,5,2022-12-04,8773,9540,TRUE,FALSE
7269,7278,5780,3,2019-08-17,3779,5953,TRUE,FALSE
7270,4288,4456,3,2022-04-07,4945,5910,FALSE,FALSE
7273,6978,4498,5,2021-10-09,1651,2398,TRUE,FALSE
7274,2516,2266,1,2022-04-17,3547,4861,TRUE,FALSE
7276,7365,1453,1,2022-12-28,6736,8571,FALSE,FALSE
7277,2537,102,6,2023-09-18,1217,1837,TRUE,FALSE
7278,1021,1586,5,2019-07-07,7620,9365,TRUE,FALSE
7280,7496,7189,5,2019-08-04,3260,4087,TRUE,FALSE
7281,8021,4252,3,2022-12-26,2778,4225,TRUE,FALSE
7282,1737,9323,2,2022-08-19,4848,6381,TRUE,TRUE
7283,1579,4768,2,2019-10-17,8743,10859,TRUE,FALSE
7284,710,4194,6,2019-11-23,8687,12922,FALSE,FALSE
7285,9141,1867,1,2020-05-21,2691,4237,FALSE,TRUE
7286,4360,1,7,2019-02-23,9470,11184,TRUE,FALSE
7287,7863,6515,3,2021-07-14,3517,5584,TRUE,FALSE
7288,2336,210,6,2020-11-21,3740,4703,TRUE,FALSE
7289,2245,5294,4,2019-07-22,4309,6704,TRUE,FALSE
7290,5283,8994,2,2021-01-23,6205,8666,TRUE,FALSE
7291,2122,6723,3,2020-10-01,7728,10933,FALSE,FALSE
7292,6877,6164,2,2023-10-28,3178,3672,FALSE,FALSE
7294,8133,5223,6,2020-09-28,9306,14417,TRUE,FALSE
7295,2672,3843,7,2023-04-15,1424,1508,TRUE,FALSE
7298,4034,4336,2,2022-01-28,2164,2992,TRUE,TRUE
7299,6615,7524,4,2023-06-01,9745,13301,TRUE,FALSE
7300,8225,8572,5,2022-01-22,6596,8921,FALSE,FALSE
7301,422,7379,5,2023-09-22,1826,2590,FALSE,TRUE
7302,9319,7107,2,2023-02-03,7448,10882,TRUE,TRUE
7303,1132,6866,4,2019-06-03,8834,10963,FALSE,FALSE
7304,9333,629,1,2023-03-17,3542,4815,TRUE,FALSE
7305,5164,2490,5,2023-09-02,7879,8426,TRUE,FALSE
7311,6558,3999,7,2023-03-27,2937,4086,TRUE,TRUE
7312,2621,7287,6,2021-03-03,4577,6180,TRUE,FALSE
7313,9701,4948,7,2019-03-30,2589,4123,TRUE,TRUE
7314,952,3784,7,2023-10-14,7474,11047,TRUE,FALSE
7315,6025,4339,5,2019-02-26,3516,5483,TRUE,FALSE
7316,1807,3402,4,2023-04-11,8116,11808,TRUE,FALSE
7317,6002,815,6,2019-02-01,4203,6391,TRUE,FALSE
