Year,Quarter,Month,Day,Country/Region,Aircraft Manufacturer,Aircraft,Location,Operator,Sum of Ground,Sum of Fatalities (air),Sum of Aboard
1964,Qtr 4,November,23,Italy,Boeing,Boeing B 707,Rome Italy,Airlines World Trans,0,50,73
1964,Qtr 4,November,29,Democratic,Douglas,Douglas DC 4OO,Leopoldville Democratic,(BIAS)? Congo CongoAir the of Republic,0,6,14
1964,Qtr 4,December,8,Bolivia,Douglas,Douglas DC 3CP,Tripuani Bolivia,Abaroa Aerolineas,0,17,17
1964,Qtr 4,December,11,South,Fairchild,Fairchild C 123?,Near Da Nang South,Force Air Vietnamese - VietnamMilitary,0,38,38
1964,Qtr 4,December,21,Philippines,Douglas,Douglas DC 3PI,Near Kaliba Philippines,Transport System Airways Fleming,0,1,39
1964,Qtr 4,December,24,California,Lockheed,Lockheed L 1049H Super ConstellationN6915C,Near San Francisco California,Line Tiger Flying,0,3,3
1964,Qtr 4,December,24,Peru,Douglas,Douglas DC 3OB,Yurimaguas Peru,SATCO,0,1,23
1964,Qtr 4,December,29,Costa,Curtiss,Curtiss C 46CC,Near Turrialba Costa,Americana Sud Aéreas RicaLineas,0,5,5
1964,Qtr 4,December,30,Michigan,Curtis,Curtis C 46AN608Z,Detroit Michigan,Transport Air Zantop,0,4,4
1965,Qtr 1,January,2,Russia,Lisunov,Lisunov LI 2CCCP,Near Darwaza Russia,Aeroflot,0,24,24
1965,Qtr 1,January,3,Kazakhstan,Ilyushin,Ilyushin IL 18BCCCP,Alma-Ata Kazakhstan,Kazakhstan / Aeroflot,0,64,103
1965,Qtr 1,January,16,Kansas,Boeing,Boeing KC 135A57,Wichita Kansas,Force Air U.S. - Military,23,7,7
1965,Qtr 1,January,17,Mexico,Curtiss,Curtiss C 46XA,Near Durango Mexico,Norte del Aerovias,0,10,10
1965,Qtr 1,January,22,N/A,Douglas,Douglas C 124C52,Mt. Helmos. GreeceMilitary - U.S. Air Force,N/A,0,10,10
1965,Qtr 1,February,6,Chile,Douglas,Douglas DC 6BCC,San Jose Volcano Chile,LAN,0,87,87
1965,Qtr 1,February,8,Wantagh,Douglas,Douglas DC 7BN849D,Off Jones Beach Wantagh,New York Eastern Air Lines,0,84,84
1965,Qtr 1,February,13,Azerbaijan,Ilyushin,Ilyushin IL 14PCCCP,Near Shirinbulak Azerbaijan,Aeroflot,0,23,23
1965,Qtr 1,February,13,Florida,Curtiss,Curtiss C 46AYS,Miami Florida,Salvador El Aerolineas,0,2,2
1965,Qtr 1,March,2,Russia,Li,Li  2CCCP,Near Aradan Russia,Aeroflot,0,31,31
1965,Qtr 1,March,8,Philippines,Douglas,Douglas DC 3PI,Libmanan Philippines,Airways) Orient (Filipinas Fairways,0,10,12
1965,Qtr 1,March,8,Russia,Tupolev,Tupolev Tu 124VCCCP,Kuibyshev  Russia,Aeroflot,0,30,30
1965,Qtr 1,March,17,Nova,Handley Page,Handley Page HPR 7 Herald 211CF,Musquodoboit Nova,Canada          Scotia Eastern Provincial Airways,0,8,8
1965,Qtr 1,March,18,Newfoundland,Douglas,Douglas DC,Trinity Bay Newfoundland,Canada Miami Aviaition/Air Manila,0,2,2
1965,Qtr 1,March,20,Russia,Antonov,Antonov AN 24CCCP,Khanty Russia,Aeroflot,0,43,47
1965,Qtr 1,March,22,Colombia,Douglas,Douglas C 47HK,Sugar Loaf Mountain Colombia,Avianca,0,28,28
1965,Qtr 1,March,23,Puerto,Canadair,Canadair CP 107 MK,Off San Juan Puerto,Force Air Canadian Royal - RicoMilitary,0,16,16
1965,Qtr 1,March,26,Pakistan,Douglas,Douglas C 47AP,Lowery Pass Pakistan,Airlines International Pakistan,0,22,26
1965,Qtr 1,March,31,Morocco,Convair,Convair CV 440,Off Tangier Morocco,Airlines Iberia,0,50,53
1965,Qtr 2,April,10,Syria,Handley Page Dart Herald,Handley Page Dart Herald 207JY ACQ,Near Damascus Syria,Airlines Jordanian Royal Alia,0,54,54
1965,Qtr 2,April,14,Channel,Douglas,Douglas C 47BG,Jersey Channel,UKBritish United Airways          Islands,0,26,27
1965,Qtr 2,April,23,Washington,Douglas,Douglas DC 6AN6541C,Near Seattle Washington,Airlines Aaxico,0,5,5
1965,Qtr 2,May,5,Canary,Lockheed,Lockheed 1049G 55 Super ConstellationEC,Tenerife Canary,SpainCanary Islands          Islands Iberia Airlines,0,30,49
1965,Qtr 2,May,20,Egypt,Boeing,Boeing B 720,Cairo Egypt,Airlines International Pakistan,0,121,127
1965,Qtr 2,May,27,Ontario,Noorduyn,Noorduyn NorsemanCF MPL,Cooper Lake Ontario,Canada Mattagami Skyways,0,3,5
1965,Qtr 2,June,15,Georgia,Bell,Bell UH 1D / Bell UH1D (helicopters)63,Near Colombus Georgia,Army U.S. - Military / Army U.S. - Military,0,18,18
1965,Qtr 2,June,25,California,Boeing,Boeing C 135A60,Near Santa Ana California,Force Air U.S. - Military,0,85,85
1965,Qtr 2,June,28,California,Boeing,Boeing B 707,San Francisco California,Airways World American Pan,0,0,153
1965,Qtr 3,July,1,Missouri,Boeing,Boeing B 707,Kansas City Missouri,Airlines Continental,0,0,66
1965,Qtr 3,July,6,England,Handley Page Hastings C Mark,Handley Page Hastings C Mark 1TG577,Near Oxford England,Force Air -Royal Military,0,41,41
1965,Qtr 3,July,7,Egypt,Antonov,Antonov AN 12?,Cairo Egypt,Force Air Soviet - Military,0,30,31
1965,Qtr 3,July,8,British,Douglas,Douglas DC 6BCF,Dog Creek British,Canada          Columbia Canadian Pacific Air Lines,0,52,52
1965,Qtr 3,July,11,Massachusetts,EC,EC  121H (Super Constellation)55,Off Nantucket Massachusetts,Force Air U.S. - Military,0,16,19
1965,Qtr 3,July,15,Virgin,De Havilland,de Havilland 106AN6503D,St. Thomas Virgin,Airways Islands IslandsVirgin,0,8,12
1965,Qtr 3,July,25,Philippines,Douglas,Douglas C 47777,Near Libacao Philippines,Force Air Philippine - Military,0,37,37
1965,Qtr 3,August,4,Panama,Douglas,Douglas C 54DOB,Panama City Panama,Peruanes Internacionales Rutas,0,7,7
1965,Qtr 3,August,12,Brazil,Curtiss,Curtiss C 46APP,Near Cuiaba Brazil,Aéreos Transportes Paraense,0,13,13
1965,Qtr 3,August,16,near,Boeing,Boeing B 727,Lake Michigan near,Illinois          Chicago United Air Lines,0,30,30
1965,Qtr 3,August,20,Belgium,Vickers 804,Vickers 804 ViscountSP LVA,Jeuk Belgium,Airlines Polish Lot,0,4,4
1965,Qtr 3,August,24,N/A,Lockheed,Lockheed KC 130F149802,Hong KongMilitary - U.S. Marine Corps,N/A,0,59,72
1965,Qtr 3,September,4,Alaska,Aero Commander,Aero Commander 680N6305U,Lake Tustumena Alaska,Airlines Cordova,0,4,5
1965,Qtr 3,September,11,Phillipines,Douglas,Douglas DC 3API,Near La Carlota Phillipines,Airways Orient Filipinas,0,11,11
1965,Qtr 3,September,14,Ethiopia,Douglas,Douglas DC 3ET,Gore Ethiopia,Airlines Ethiopian,0,17,17
1965,Qtr 3,September,16,Ecuador,Transportes Aéreos,Transportes Aéreos OrientalesHC AFQ,Near Pastaza Ecuador,TAO,0,9,11
1965,Qtr 3,September,16,South,Douglas,Douglas DC 3XV,Quang Ngai South,Vietnam) (South Vietnam VietnamAir,0,38,39
1965,Qtr 3,September,17,Montserrat,Boeing,Boeing B 707,Chances Peak Montserrat,Airways World American Pan,0,30,30
1965,Qtr 3,September,27,Vietnam,Beechcraft,Beechcraft C 45HN9574Z,Bao Trai Vietnam,America Air,0,3,3
1965,Qtr 4,October,8,Pakistan,Fokker,Fokker F 27 Friendship 200AP,Near Patian Pakistan,Airlines International Pakistan,0,4,4
1965,Qtr 4,October,17,Colombia,Douglas,Douglas DC 3 / Piper PA,Bucaramanga Colombia,Avianca,0,19,19
1965,Qtr 4,October,18,Vietnam,Boeing 307 Stratoliner,Boeing 307 Stratoliner B 1F,Near Hanoi Vietnam,Commision Control International,0,13,13
1965,Qtr 4,October,20,Philippines,Douglas,Douglas DC 3PI,Near Manila Philippines,Lines Air Philippine,0,1,37
1965,Qtr 4,October,27,England,Vickers Vanguard,Vickers Vanguard 951G APEE,London England,Airways European British,0,36,36
1965,Qtr 4,November,2,French,Douglas,Douglas C 47A316410,Obock French,Force Air French - SomalilandMilitary,0,30,30
1965,Qtr 4,November,3,Costa,Douglas,Douglas C 54TC,Off Puerto Lemon Costa,Force Air Argentine - RicaMilitary,0,68,68
1965,Qtr 4,November,8,Colombia,Douglas,Douglas C 47DLHK,Near Boqueron Colombia,TAO Aerolineas,0,30,30
1965,Qtr 4,November,8,near,Boeing,Boeing B 727,Cincinnati Airport near,Kentucky          Covington American Airlines,0,58,62
1965,Qtr 4,November,10,Russia,Tupolev,Tupolev Tu 124CCCP,Murmansk Russia,Aeroflot,0,32,64
1965,Qtr 4,November,11,Utah,Boeing,Boeing B 727,Salt Lake City Utah,Lines Air United,0,43,91
1965,Qtr 4,November,14,California,Learjet,Learjet 23N243F,Near Palm Springs California,Inc. Service Flying Kelly Paul,0,8,8
1965,Qtr 4,November,27,Utah,Douglas,Douglas C 53,Salt Lake City  Utah,Airlines Edde,0,13,13
1965,Qtr 4,December,4,New,Boeing,Boeing B 707,Carmel New,Lines Air Eastern / Airlines World YorkTrans,0,4,112
1965,Qtr 4,December,7,Canary,Douglas,Douglas DC 3EC,Tenerife Canary,IslandsSpantax,0,32,32
1965,Qtr 4,December,11,South,Fairchild,Fairchild C 123C56,Near Tuy Hoa South,Force Air U.S. - VietnamMilitary,0,85,85
1965,Qtr 4,December,16,Philippines,Douglas,Douglas DC 3API,Legaspi Philippines,Manila Air,0,2,21
1966,Qtr 1,January,1,Russia,Ilyushin,Ilyushin IL 14PCCCP,Kamchatsky Russia,Aeroflot,0,23,23
1966,Qtr 1,January,1,Sumatra,Douglas,Douglas DC 3 / Douglas DC,Near Palembang Sumatra,Indonesia Garuda  Indonesia Airlines / Garuda Indonesia Airlines,0,34,34
1966,Qtr 1,January,9,Cundinamarca,DC3(C47)FAC,DC3(C47)FAC  675,Chipaque Cundinamarca,Colombia Satena,0,11,11
1966,Qtr 1,January,14,Uzbekistan,Antonov,Antonov AN 2CCCP,Shamurat Uzbekistan,Aeroflot,0,11,11
1966,Qtr 1,January,15,Colombia,Douglas,Douglas DC 6,Off Cartagena Colombia,Avianca,0,56,64
1966,Qtr 1,January,17,Spain,Boeing B52 Stratofortress/Boeing KC,Boeing B52 Stratofortress/Boeing KC 135A580256/61 0273,Palomares Spain,Force Air US - Military,0,7,11
1966,Qtr 1,January,22,Haiti,Douglas,Douglas DC 3N4662,Port-au-Prince Haiti,COHATA,0,30,35
1966,Qtr 1,January,24,French,Boeing,Boeing B 707,Mont Blanc French,Switzerland          Alps Air India,0,117,117
1966,Qtr 1,January,25,South,Fairchild,Fairchild C 123B54,Near Binh Khe South,Force Air U.S. - VietnamMilitary,0,46,46
1966,Qtr 1,January,28,Germany,Convair,Convair CV 440,Bremen Germany,Lufthansa,0,46,46
1966,Qtr 1,February,2,East,Sikorsky,Sikorsky S 61NAP,Near Faridpur East,Airlines International (Bangladesh)Pakistan Pakistan,0,23,24
1966,Qtr 1,February,4,Japan,Boeing,Boeing B 727,Tokyo Bay Japan,Airways Nippon All,0,133,133
1966,Qtr 1,February,7,India,Fokker,Fokker F 27 Friendship 200PH,Srinagar India,Airlines Indian,0,37,37
1966,Qtr 1,February,15,India,Sud Aviation,Sud Aviation SE 210 Caravelle VINVT,Delhi India,Airlines Indian,0,2,80
1966,Qtr 1,February,16,Russia,Ilyushin,Ilyushin II 14CCCP,Pechora Russia,Aeroflot,0,26,26
1966,Qtr 1,February,16,Russia,Tupolev,Tupolev Tu 114CCCP,Moscow Russia,Aeroflot,0,21,66
1966,Qtr 1,February,18,Italy,Douglas,Douglas DC 6BOO,Near Milan Italy,Services Air International Belgian,0,4,4
1966,Qtr 1,March,4,Japan,McDonnell Douglas,McDonnell Douglas DC 8,Near Tokyo Japan,Lines Air Pacific Canadian,0,64,72
1966,Qtr 1,March,5,Mt.,Boeing,Boeing B 707,Near Gotemba City Mt.,Japan          Fuji British Overseas Airways,0,124,124
1966,Qtr 1,March,10,Alaska,Grumman,Grumman G 21ACF,Reef Island Alaska,Western Pacific,0,6,7
1966,Qtr 1,March,10,Greece,Douglas,Douglas DC 6AOD,Athens Greece,Airways Mediterranean Trans,0,5,5
1966,Qtr 1,March,18,Egypt,Antonov,Antonov AN 24BSU,Cairo Egypt,Airlines Arab United,0,30,30
1966,Qtr 1,March,20,Paraguay,Curtiss,Curtiss C 46FN1245N,Asuncion Paraguay,Americanos Servicios,0,2,2
1966,Qtr 2,April,22,Oklahoma,Lockheed 188C,Lockheed 188C ElectraN183H,Near Ardmore Oklahoma,Airline Flyers American,0,83,98
1966,Qtr 2,April,23,Azerbaijan,Ilyushin,Ilyushin IL 14CCCP,Off Baku Azerbaijan,Aeroflot,0,33,33
1966,Qtr 2,April,27,Peru,Lockheed 749A,Lockheed 749A ConstellationOB R,Tomas Peru,LANSA,0,49,49
1966,Qtr 2,May,4,South,Boeing CH47A,Boeing CH47A (helicopter)64 13138,Near Di Linh South,Army U.S. - VietnamMilitary,0,20,20
1966,Qtr 2,June,20,QC,Curtis,Curtis C 46E,Lac Peribonka QC,Canada Norair,0,2,2
1966,Qtr 2,June,29,Philippines,Douglas,Douglas DC 3PI,Sablayan Philippines,Lines Air Philippine,0,24,26
1966,Qtr 3,July,4,New,Douglas,Douglas DC 8,Auckland New,Zealand New ZealandAir,0,2,5
1966,Qtr 3,July,11,Chile,Curtiss,Curtiss C 46DHK,Cerro el Planchon Chile,Colombia Aeropesca,0,8,8
1966,Qtr 3,July,11,Colorado,De Havilland,de Havilland 104 6AN1563V,Hideaway Park Colorado,Airways Alamo,0,3,3
1966,Qtr 3,July,15,N/A,Lockheed,Lockheed C 130B Hercules24142,PakistanMilitary - Pakistan Air Force,N/A,0,10,10
1966,Qtr 3,July,24,Indiana,Beechcraft,Beechcraft H50N538B,Near Munster Indiana,Aviation Mainline - Private,0,4,4
1966,Qtr 3,August,3,Bolivia,Curtiss,Curtiss C 46DCP,Benito Bolivia,Boliviano Aéreo Lloyd,0,3,3
1966,Qtr 3,August,6,Nebraska,BAC,BAC One Eleven 203AEN1553,Near Falls City Nebraska,Airlines Braniff,0,42,42
1966,Qtr 3,August,11,Romania,Ilyushin,Ilyushin IL 14YR,Near Sibiu Romania,TAROM,0,24,24
1966,Qtr 3,August,17,Argentina,Curtiss,Curtiss C 46F,Puertos Lobos Argentina,Halcon Aerovias,0,1,16
1966,Qtr 3,August,17,South,Chance Vought,Chance Vought F 8E150321,Near Da Nang South,Corps Marine U.S. - VietnamMilitary,33,0,1
1966,Qtr 3,August,21,Alaska,Grumman,Grumman G 21 GooseN88820,Near Juneau Alaska,Airlines Coastal Alaska,0,9,9
1966,Qtr 3,September,1,Slovenia,Bristol Britannia,Bristol Britannia 102G ANBB,Near Ljubljana Slovenia,Yugoslavia Britannia Airways,0,98,117
1966,Qtr 3,September,4,Indian,Sud Aviation,Sud Aviation SE 210 CaravelleVT,Mumbai Indian,Airlines Indian,0,4,4
1966,Qtr 3,September,16,Canary,Douglas,Douglas DC 3EC,Off Tenerife Canary,Spain          Islands Iberia Airlines,0,1,27
1966,Qtr 3,September,22,Australia,Vickers Viscount,Vickers Viscount 832VH RMI,Winton Australia,ANA Ansett,0,24,24
1966,Qtr 3,September,22,Colombia,Douglas,Douglas DC 4HK,Bogota Colombia,Avianca,0,2,2
1966,Qtr 4,October,1,Oregon,McDonnell Douglas,McDonnell Douglas DC 9,Near Wemme Oregon,Airlines Coast West,0,18,18
1966,Qtr 4,October,4,Vietnam,de Havilland Canada,de Havilland Canada CV 2B Caribou63,An Khe Vietnam,Army U.S. - Military,0,14,32
1966,Qtr 4,October,8,Louisiana,Bell 204B,Bell 204B helicopterN1187W,Off Morgan City Louisiana,Helicopter Petroleum,0,11,11
1966,Qtr 4,November,11,Massachusetts,Lockheed,Lockheed EC 121H55,Off Chatham Massachusetts,Force Air U.S. - Military,0,19,19
1966,Qtr 4,November,13,Japan,NAMC,NAMC  YS,Off Matsuyama Japan,Airways Nippon All,0,50,50
1966,Qtr 4,November,15,Germany,Boeing,Boeing 727 21N317PA,Near Dallgow Germany,Airways American Pan,0,3,3
1966,Qtr 4,November,20,North,Martin,Martin 404N40406,Near New Bern North,Airlines CarolinaPiedmont,0,3,3
1966,Qtr 4,November,22,Yemen,Douglas,Douglas DC 3VR,Near Aden Yemen,Airways Aden,0,30,30
1966,Qtr 4,November,24,Czechoslovakia,Ilyushin,Ilyushin IL 18BLZ,Near Bratislava Czechoslovakia,Obshchestvo Bulgaro-Soviet Aviatsionno Transportno,0,82,82
1966,Qtr 4,November,26,Colombia,Consolidated,Consolidated  PBY 5A CatalinaFAC,Near La Pedrera Colombia,Satena,0,12,13
1966,Qtr 4,November,26,South,Douglas,Douglas C 47D4476574,Near Saigon South,Force Air U.S. - VietnamMilitary,0,31,31
1966,Qtr 4,December,2,Russia,Tupolev,Tupolev TU 114BCCCP,Moscow Russia,Aeroflot,0,21,21
1966,Qtr 4,December,18,Colombia,Lockheed,Lockheed L 1649A StarlinerN7301C,Bogota Colombia,Colombia de Aerocondor,0,17,59
1966,Qtr 4,December,24,Colombia,Douglas,Douglas C 47A,Cascubel River Colombia,Avianca,0,29,29
1966,Qtr 4,December,24,Da,Canadair,Canadair CL 44D4,Binh Tahi Da,Vietnam          Nang Flying Tiger Line,125,4,4
1967,Qtr 1,February,6,Syria,Douglas,Douglas DC 3YK,Aleppo Syria,Airlines Arab Syrian,0,1,19
1967,Qtr 1,February,7,UARMisrair,Antonov,Antonov AN 24?,Near Hourghada UARMisrair,N/A,0,30,30
1967,Qtr 1,February,9,Mexico,Antonov,Antonov AN 12CU,Near Mexico City Mexico,Aviacion de Cubana,0,10,10
1967,Qtr 1,February,16,Indonesia,Lockheed,Lockheed L 188C ElectraPK,Manado Indonesia,Airlines Indonesia Garuda,0,22,63
1967,Qtr 1,February,20,Honduras,Douglas,Douglas DC 6HR,Tegucigalpa Honduras,Airlines Sahsa,0,4,55
1967,Qtr 1,February,28,Philippines,Fokker,Fokker F 27 Friendship 100PI,Mactan Philippines,Lines Air Philippine,0,12,20
1967,Qtr 1,March,5,Liberia,McDonnell Douglas,McDonnell Douglas DC 8,Monrovia Liberia,Varig,5,51,90
1967,Qtr 1,March,5,Ohio,Convair,Convair CV 580N73130,Near Marseille Ohio,Airlines Central Lake,0,38,38
1967,Qtr 1,March,8,Pakistan,AT L98,AT L98 CarvairF BMHU,Karachi Pakistan,Transport Air Compagnie,7,4,6
1967,Qtr 1,March,9,Ohio,MD Douglas,MD Douglas DC 9,Urbana Ohio,Private / Airlines World Trans,0,26,26
1967,Qtr 1,March,10,Oregon,Fairchild,Fairchild F 27N2712,Near Klamath Falls Oregon,Airlines Coast West,0,4,4
1967,Qtr 1,March,10,South,Douglas,Douglas C 47J99844,Near Phan Rang South,Navy U.S. - VietnamMilitary,0,25,25
1967,Qtr 1,March,11,Italy,de Havilland Canada,de Havilland Canada DHC 6 Twin Otter 100I,Mt Visenti Italy,Aeralpi,0,4,5
1967,Qtr 1,March,12,Russia,Ilyushin,Ilyushin IL 14PCCCP,Near Yakutsk Russia,Aeroflot,0,15,19
1967,Qtr 1,March,13,South,Vickers Viscount,Vickers Viscount 818ZS CVA,Off East London South,Airways African AfricaSouth,0,25,25
1967,Qtr 1,March,30,Louisiana,McDonnell Douglas,McDonnell Douglas DC 8,New Orleans Louisiana,Lines Air Delta,13,6,6
1967,Qtr 2,April,2,Peru,Lockheed 18,Lockheed 18 LodestarN706G,Off Lima Peru,Airlines Caribbean,0,5,5
1967,Qtr 2,April,8,South,Curtiss,Curtiss C 46 Commando?,Seoul South,Force Air Korea of Republic - KoreaMilitary,44,15,15
1967,Qtr 2,April,11,Algeria,Douglas,Douglas DC 47T,Tamanrasset Algeria,Algerie Air,0,35,39
1967,Qtr 2,April,17,Iran,Lockheed,Lockheed C 130B5,Near Mamuniyeh Iran,Force Air Iranian Imperial - Military,0,23,23
1967,Qtr 2,April,20,Cyprus,Bristol Britannia,Bristol Britannia 175HB ITB,Near Nicosia Cyprus,Air Globe,0,126,130
1967,Qtr 2,April,26,Colombia,Douglas,Douglas DC 3HK,Near Sogamosa Colombia,Avianca,0,17,18
1967,Qtr 2,April,27,Philippines,Fokker,Fokker F 27 Friendship 400PK,Malaybalay Philippines,Service Air Pelita,0,19,21
1967,Qtr 2,May,1,New,De Havilland,de Havilland DH 104 / Piper PA,Flushing New,Private / Airways YorkGreylock,0,3,14
1967,Qtr 2,May,15,Northwest,Curtiss,Curtiss C 46TCF,Cape Dyer Northwest,CanadaNordair Territories,0,4,4
1967,Qtr 2,May,19,Ontario,Douglas,Douglas DC 8,Ottawa Ontario,Canada Air Canada,0,3,3
1967,Qtr 2,June,3,near,Douglas,Douglas C54AG APYK,Mt. Canigou near,France          Roussillon Air Ferry Ltd,0,88,88
1967,Qtr 2,June,4,Cheshire,Canadair,Canadair C 4 ArgonautG,Stockport Cheshire,England British Midland Airways,0,72,84
1967,Qtr 2,June,11,Saudi,Douglas,Douglas DC 3HZ,Jedda Saudi,Airlines Arabian ArabiaSaudi,0,17,18
1967,Qtr 2,June,12,Ireland,Bristol 170 Freighter,Bristol 170 Freighter 31EEI APM,Dublin Ireland,Turas Aer,0,2,2
1967,Qtr 2,June,12,Mexico,Douglas,Douglas DC 3A,Near La Paz Mexico,Mexico de Aeronaves,2,3,4
1967,Qtr 2,June,15,Brazil,Douglas,Douglas C 47C,Near Coari Brazil,Force Air Brazilian - Military,0,20,25
1967,Qtr 2,June,17,South,Lockheed,Lockheed C 130B60,An Khe South,Force Air U.S. - VietnamMilitary,0,35,56
1967,Qtr 2,June,23,North,Bell,Bell UH 1B / Sikorsky CH53A helicopters638572/153305,Near Jacksonville North,Corps Marine U.S. - Corps/Military Marine U.S. - CarolinaMilitary,0,22,35
1967,Qtr 2,June,23,Pennsylvania,BAC One Eleven,BAC One Eleven 204AFN1116J,Blossburg Pennsylvania,Airlines Mohawk,0,34,34
1967,Qtr 2,June,24,Saudi,Douglas,Douglas DC 3HZ,Khamis Mushait Saudi,Airlines Arabian ArabiaSaudi,0,16,17
1967,Qtr 2,June,30,Hong,Sud Aviation,Sud Aviation SE 210 Caravelle IIIHS,Kai Tak Hong,International KongThai,0,24,80
1967,Qtr 3,July,6,Philippines,Fokker,Fokker F 27 Friendship 100PI,Bacolod Philippines,Lines Air Philippine,0,21,21
1967,Qtr 3,July,15,Newfoundland,??,??,Near Williamsport Newfoundland,Canada Eastern Provincial Airways,0,4,4
1967,Qtr 3,July,19,Malagasy,Douglas,Douglas DC 4,Tananarive Malagasy,Madagascar RepublicAir,0,42,42
1967,Qtr 3,July,19,North,Boeing,Boeing B 727,Near Hendersonville North,Private / Airlines CarolinaPiedmont,0,82,82
1967,Qtr 3,July,25,Laos,Douglas,Douglas DC 3B,Near Luang Prabang Laos,Aviation Taiwan,0,18,18
1967,Qtr 3,July,25,Laos,Douglas,Douglas DC 3XW,Near Luang Prabang Laos,Akat Vehu,0,16,16
1967,Qtr 3,August,27,Ohio,North American,North American B 25 MitchellN3443G,Lake Erie off Huron Ohio,Private,0,16,22
1967,Qtr 3,September,5,Newfoundland,Ilyushin,Ilyushin IL 18OK,Near Gander Newfoundland,Canada Ceskoslovenske Aerolinie,0,37,69
1967,Qtr 4,October,8,South,Lockheed,Lockheed C130B61 2649,Near Huong Thuy South,Force Air U.S. - VietnamMilitary,0,23,23
1967,Qtr 4,October,9,N/A,BAC One,BAC One Eleven?,Over the Carribean SeaLACSA,N/A,0,2,23
1967,Qtr 4,October,12,Greece,de Havilland Comet,de Havilland Comet 4BG ARCO,Off Rhodes Greece,Airways European British,0,66,66
1967,Qtr 4,October,24,N/A,Douglas,Douglas DC 3B,South VietnamChina Airlines (Taiwan),N/A,0,16,16
1967,Qtr 4,November,3,Brazil,Handley Page,Handley Page HPR 7 Herald 214PP,Near Curitiba Brazil,Sadia,0,21,25
1967,Qtr 4,November,4,Sussex,Sud Aviation Caravelle,Sud Aviation Caravelle 10REC BDD,Fernhurst Sussex,England Iberia Airlines,0,37,37
1967,Qtr 4,November,5,China,Convair,Convair CV 880,Hong Kong China,Airways Pacific Cathay,0,1,127
1967,Qtr 4,November,6,Ohio,Boeing,Boeing B 707,Cincinnati Ohio,Airlines World Trans,0,1,36
1967,Qtr 4,November,16,Russia,Ilyushin,Ilyushin IL 18BCCCP,Near Sverdlovsk Russia,Aeroflot,0,107,107
1967,Qtr 4,November,20,Covington/Hebron,Convair,Convair CV 880,Cincinnati International Airport Covington/Hebron,Kentucky Trans World Airlines,0,70,82
1967,Qtr 4,November,30,South,de Havilland Canada,de Havilland Canada C 7A Caribou62,Near Qui Nhon South,Force Air U.S. - VietnamMilitary,0,26,26
1967,Qtr 4,December,7,Laos,Douglas,Douglas DC 3XW,Muong Soui Laos,Airlines Cathay Lao,0,10,12
1967,Qtr 4,December,8,Peru,Douglas,Douglas DC C,Carpich Huanuco Mt. Peru,Faucett,0,72,72
1967,Qtr 4,December,10,Wisconsin,Beechcraft,Beechcraft 18HN390R,Near Madison Wisconsin,Private,0,7,8
1967,Qtr 4,December,21,Colorado,Douglas,Douglas C 47AN65276,Denver Colorado,Airlines Frontier,0,2,2
1967,Qtr 4,December,25,Thailand,Douglas,Douglas DC 3HS,Chiang Mai Thailand,Airways Thai,0,4,31
1967,Qtr 4,December,30,Latvia,Antonov,Antonov AN 24BCCCP,Liepaja Latvia,Aeroflot,0,44,51
1968,Qtr 1,January,6,Russia,Antonov,Antonov AN 24BCCCP,Near Olekminsk Russia,Aeroflot,0,45,46
1968,Qtr 1,January,8,South,Sikorsky,Sikorsky CH 53A (helicopter)153710,Near Quang Tri South,Corps Marine U.S. - VietnamMilitary,0,42,42
1968,Qtr 1,January,10,Nevada,Douglas,Douglas C 54P50850,Near Copper Canyon Nevada,Corps Marine U.S. - Military,0,19,19
1968,Qtr 1,January,15,Egypt,Douglas,Douglas DC 3SU,Zifta Egypt,Airlines Arab United,0,4,4
1968,Qtr 1,January,27,Comoro,De Havilland,de Havilland DH 114 Heron 1BF,Moroni Comoro,Comores IslandsAir,0,15,16
1968,Qtr 1,February,7,Canada,Boeing,Boeing B 707,Vancouver Canada,Lines Air Pacific Canadian,1,1,61
1968,Qtr 1,February,7,Northern,Antonov,Antonov AN 12BPBL534,Rohtang Pass Northern,Force Air Indian - IndiaMilitary,0,102,102
1968,Qtr 1,February,16,Taiwan,Boeing,Boeing B 727,Linkuo Taiwan,Transport Air Civil,2,21,63
1968,Qtr 1,February,24,Laos,Douglas,Douglas DC 3XW,Ban Napa Laos,Lao Air Royal,0,37,37
1968,Qtr 1,February,29,Russia,Ilyushin,Ilyushin IL 18DCCCP,Near Bratsk Russia,Aeroflot,0,83,84
1968,Qtr 1,March,5,South,Fairchild,Fairchild C 123K54,Near Khe Sanh South,Force Air U.S. - VietnamMilitary,0,49,49
1968,Qtr 1,March,6,Guadeloupe,Boeing,Boeing B 707,Basse-Terre Guadeloupe,West Indies Air France,0,63,63
1968,Qtr 1,March,8,Philippines,Fairchild,Fairchild F 27PI,Off Panay Island Philippines,Manila Air,0,14,14
1968,Qtr 1,March,9,Reunion,Douglas,Douglas DC6B43748,Near Saint Denis Reunion,Force Air French - Military,0,19,20
1968,Qtr 1,March,24,Ireland,Vickers Viscount,Vickers Viscount 803EI AOM,Off Wexford Harbor Ireland,Lingus Aer,0,61,61
1968,Qtr 1,March,27,Missouri,McDonnell Douglas,McDonnell Douglas DC 9 and Cessna 150FN970Z/N8669G,St. Louis Missouri,Private / Lines Air Ozark,0,2,51
